subject,method_BA,control_BA,delta_BA
14,0.635,0.63,0.0050000000000000044
16,0.73,0.73,0.0
17,0.6799999999999999,0.6799999999999999,0.0
25,0.81,0.815,-0.004999999999999893
30,0.8,0.8,0.0
49,0.71,0.71,0.0
5,0.7849999999999999,0.7949999999999999,-0.010000000000000009
6,0.8049999999999999,0.8049999999999999,0.0
9,0.835,0.835,0.0
