dataset,fold,EEGNet_BA,R2EEG_ERM_BA,R2EEG_Rel_BA,architecture_gain_pp,relational_gain_pp,checkpoint_provenance
OpenBMI,0,0.7785714285714285,0.5157142857142857,0.5071428571428572,-26.285714285714278,-0.8571428571428452,"{""EEGNet-ERM"": {""path"": ""/root/rivermind-data/r2eeg_stage1_runtime/checkpoints/openbmi/fold0_eegnet_erm_best.pt"", ""sha256"": ""1cb42b99150c13b400a64d12de36640319d1b8faf43cad4c5b6654da8fc1c570""}, ""R2EEG-ERM"": {""path"": ""/root/rivermind-data/r2eeg_stage1_runtime/checkpoints/openbmi/fold0_r2eeg_erm_best.pt"", ""sha256"": ""659b138b2c43987937c78cb45bb22c2be286cb154af7812014ec8d8341cd7558""}, ""R2EEG-Rel"": {""path"": ""/root/rivermind-data/r2eeg_stage1_runtime/checkpoints/openbmi/fold0_r2eeg_rel_best.pt"", ""sha256"": ""f59f2c51c9ed920e1eb8d79b2d3c67d0e84ca4380b19a535291e12b9ba1af1e7""}}"
OpenBMI,1,0.73,0.4915384615384616,0.5153846153846154,-23.84615384615384,2.384615384615385,"{""EEGNet-ERM"": {""path"": ""/root/rivermind-data/r2eeg_stage1_runtime/checkpoints/openbmi/fold1_eegnet_erm_best.pt"", ""sha256"": ""862685a42fb063473fad64a98ac84248d0e3487e37654914c99e5e1f58e7568b""}, ""R2EEG-ERM"": {""path"": ""/root/rivermind-data/r2eeg_stage1_runtime/checkpoints/openbmi/fold1_r2eeg_erm_best.pt"", ""sha256"": ""11ebf22ba0864cf51d264031608c5588b0da181907644a024d36eac8da9e6a44""}, ""R2EEG-Rel"": {""path"": ""/root/rivermind-data/r2eeg_stage1_runtime/checkpoints/openbmi/fold1_r2eeg_rel_best.pt"", ""sha256"": ""38299aa31005dff765a76d6c482acd688e4337b52a85b029e5717caca1ae8e1b""}}"
