fold,seed,task,block,inner_split,utility_CE,BA_drop,random_draws,persistence_supported
2,0,mi,0,0,0.008061186824277755,0.003616520778992105,100,True
2,0,mi,0,1,0.0005580979326734736,0.018273169482847074,100,True
2,0,mi,0,2,0.0024069649656671688,-0.0040000640010239286,100,True
2,0,mi,0,3,-0.002670850878546349,-0.008096518177163281,100,True
2,0,mi,0,4,0.0006458536360098854,-0.0011604641856742814,100,True
2,0,mi,1,0,0.005365216704549314,-0.002120305323966565,100,True
2,0,mi,1,1,0.0008775338515906173,0.012096774193548487,100,True
2,0,mi,1,2,0.0016840612039770164,0.005992095873533998,100,True
2,0,mi,1,3,0.0037343478759018778,-0.008096518177163281,100,True
2,0,mi,1,4,0.0031985058948393874,0.018527410964385704,100,True
2,0,mi,2,0,0.017066568819591565,0.01576226976684636,100,True
2,0,mi,2,1,0.0015587687837038677,0.009888632872503855,100,True
2,0,mi,2,2,0.009926897436063342,0.02583241331861319,100,True
2,0,mi,2,3,0.005228430490203051,-0.0018881208397337756,100,True
2,0,mi,2,4,-0.0006524294506349282,0.019687875150060097,100,True
2,0,mi,3,0,0.06455278614800891,0.07013009873421772,100,True
2,0,mi,3,1,0.017627439314429227,0.054115463389657004,100,True
2,0,mi,3,2,0.037412534642473405,0.04189667034672562,100,True
2,0,mi,3,3,0.030983390548275147,0.008096518177163281,100,True
2,0,mi,3,4,0.013258565178951298,0.06722689075630262,100,True
2,0,mi,4,0,0.03619044819548217,0.05186346833944089,100,True
2,0,mi,4,1,0.029558480972940004,0.04371479774705589,100,True
2,0,mi,4,2,0.03191782453314629,0.04003264052224842,100,True
2,0,mi,4,3,0.036644471850705074,0.03785842293906805,100,True
2,0,mi,4,4,0.02811391047932732,0.042537014805922424,100,True
2,0,mi,5,0,0.0484105189722423,0.06410523115328604,100,True
2,0,mi,5,1,0.01816439630460187,0.03155401945724534,100,True
2,0,mi,5,2,0.03135715363380265,0.03990463847421566,100,True
