dataset,backbone,folds,mean_delta_C,mean_delta_G,matching_direction,prospective_status
OpenBMI,EEGConformer,5,-0.017666666666666674,-2.1749999999999936,True,PREEXISTING_OUTCOME
OpenBMI,CBraMod,5,0.0036666666666666627,-0.12499999999999734,False,PREEXISTING_OUTCOME
OpenBMI,CodeBrain,5,0.0016666666666666607,-1.2249999999999983,False,PREEXISTING_OUTCOME
WBCIC,EEGConformer,5,0.01679487179487178,0.1406445406445367,True,PREEXISTING_OUTCOME
WBCIC,CBraMod,5,0.01559487179487178,0.48779761904762964,True,PREEXISTING_OUTCOME
WBCIC,CodeBrain,5,0.010764102564102568,-0.06974206349206868,False,PREEXISTING_OUTCOME
