dataset,backbone,fold,companion,prospective_status,inner_val_subject_count,inner_val_trial_count,inner_val_base_BA,inner_val_companion_BA,inner_val_accuracy_gap,C_subject_inner_val,C_trial_inner_val,disagreement_inner_val,both_wrong_inner_val,predictor_timestamp,base_checkpoint_sha256,companion_checkpoint_sha256,predictor_hash,outer_dev_subject_count,outer_dev_base_BA,outer_dev_companion_BA,outer_dev_fusion_BA,G_best_outer_dev,delta_C_partner,delta_G_partner,partner_prediction_correct
WBCIC,CBraMod,2,EEGNet,PREEXISTING_OUTCOME,5,1000,0.837,0.8949999999999999,0.05799999999999994,0.148,0.148,0.148,0.06,2026-09-08T19:13:24.749032+00:00,9dd1d712a0e9a6b2af7961a5621c7c07f2142e6e72ba68dd6c2043709398c2ca,a0e4c6b6ed1d8974cd529f6a5ca45223a0917238afcee318d08e7a184089c474,69e1e0d859eb2d211bddbfe777bd69ce8b180da4899b21569b70bfce55b7f041,6,0.7108333333333333,0.7491666666666666,0.735,-1.416666666666666,-0.02099999999999999,0.0,False
WBCIC,CodeBrain,2,LiteBN,PREEXISTING_OUTCOME,5,1000,0.8320000000000001,0.8960000000000001,0.06400000000000006,0.162,0.162,0.162,0.05500000000000001,2026-09-08T19:13:24.749032+00:00,eadb14e8cf7d76b8608b496d509351c56e0f49f59560ebfca20c410ed3397d40,8cb100fba157c5220ae7a9313f7665d683cd96cb315fefd0ce8e3314fc73eb01,8311a29d64808ec4eb119cb79b2e2d45b8da33d079728ce16d040474545e2511,6,0.7075,0.7558333333333334,0.7491666666666665,-0.6666666666666821,0.0030000000000000027,0.24999999999997247,True
WBCIC,CodeBrain,2,EEGNet,PREEXISTING_OUTCOME,5,1000,0.8320000000000001,0.8949999999999999,0.06299999999999983,0.159,0.159,0.159,0.05700000000000001,2026-09-08T19:13:24.749032+00:00,eadb14e8cf7d76b8608b496d509351c56e0f49f59560ebfca20c410ed3397d40,a0e4c6b6ed1d8974cd529f6a5ca45223a0917238afcee318d08e7a184089c474,c5343b3458c48dcc9a73954e5aa4e4931b2165743dde0dbec0be39c7310b01eb,6,0.7075,0.7491666666666666,0.7400000000000001,-0.9166666666666545,-0.0030000000000000027,-0.24999999999997247,True
WBCIC,EEGConformer,3,LiteBN,PREEXISTING_OUTCOME,5,1000,0.6980000000000001,0.759,0.06099999999999994,0.259,0.259,0.259,0.142,2026-09-08T19:13:24.749032+00:00,df4627278828b3a71914fe51e2b0a7471a91a516c65977de98e70ecefa922871,9d4e6a2babb8d1b0febca64f5944319c3612f2c442c3580084d43f33c600f614,ba4e7f41a5965e448cf8697d3983add990851f0cb481f025577e376d6c82210f,6,0.7311395202020202,0.8405408249158249,0.8347243265993266,-0.5816498316498331,0.020999999999999963,-1.3324915824915795,False
WBCIC,EEGConformer,3,EEGNet,PREEXISTING_OUTCOME,5,1000,0.6980000000000001,0.7659999999999999,0.06799999999999984,0.23800000000000004,0.238,0.23800000000000004,0.149,2026-09-08T19:13:24.749032+00:00,df4627278828b3a71914fe51e2b0a7471a91a516c65977de98e70ecefa922871,ecaeb56b379c78dfc85321d35d9dd641e9efc74dc52778a8691e9010bda22b22,1d70a9267f8a6332d7c238ab057ff6f78b268c30bc73e42e8f891f19c648f09c,6,0.7311395202020202,0.8146811868686868,0.8221896043771043,0.7508417508417464,-0.020999999999999963,1.3324915824915795,False
WBCIC,CBraMod,3,LiteBN,PREEXISTING_OUTCOME,5,1000,0.679,0.759,0.07999999999999996,0.288,0.288,0.288,0.13699999999999998,2026-09-08T19:13:24.749032+00:00,d48715c5fa6ad6185a71de66c17a3c3f53fd4c32e89e5d10ed22bf63bcb76d49,9d4e6a2babb8d1b0febca64f5944319c3612f2c442c3580084d43f33c600f614,5afea06341150fc9c05ed1659ad3a3a4821adfc83af0e10644c821a854f5bc4b,6,0.7425420875420875,0.8405408249158249,0.8438909932659934,0.33501683501684365,-0.007000000000000062,-0.5729166666666563,True
WBCIC,CBraMod,3,EEGNet,PREEXISTING_OUTCOME,5,1000,0.679,0.7659999999999999,0.08699999999999986,0.29500000000000004,0.295,0.29500000000000004,0.13000000000000003,2026-09-08T19:13:24.749032+00:00,d48715c5fa6ad6185a71de66c17a3c3f53fd4c32e89e5d10ed22bf63bcb76d49,ecaeb56b379c78dfc85321d35d9dd641e9efc74dc52778a8691e9010bda22b22,cfe7ecf1082917f3d22192c06b65a622b43627c0bd0d857481e9c5a1b26065b8,6,0.7425420875420875,0.8146811868686868,0.8237605218855218,0.9079335016835,0.007000000000000062,0.5729166666666563,True
WBCIC,CodeBrain,3,LiteBN,PREEXISTING_OUTCOME,5,1000,0.739,0.759,0.020000000000000018,0.194,0.194,0.194,0.154,2026-09-08T19:13:24.749032+00:00,cc36f221f8ec17afabe180d6c38d1af8abf7a9dd4b6c136d5ed6d61c01ae9dad,9d4e6a2babb8d1b0febca64f5944319c3612f2c442c3580084d43f33c600f614,7a1ce908b5f1c381dd32d59e8fc80de9a54fc1ca8af8ece1f8988d73259ac966,6,0.7936142676767677,0.8405408249158249,0.845496632996633,0.49558080808080884,0.009000000000000008,-2.3368055555555656,False
WBCIC,CodeBrain,3,EEGNet,PREEXISTING_OUTCOME,5,1000,0.739,0.7659999999999999,0.026999999999999913,0.185,0.185,0.185,0.155,2026-09-08T19:13:24.749032+00:00,cc36f221f8ec17afabe180d6c38d1af8abf7a9dd4b6c136d5ed6d61c01ae9dad,ecaeb56b379c78dfc85321d35d9dd641e9efc74dc52778a8691e9010bda22b22,16b62f9da16e7f2e0632d35beafef79236e9ac554b058828cb36ec94d7b933fc,6,0.7936142676767677,0.8146811868686868,0.8430050505050506,2.8323863636363744,-0.009000000000000008,2.3368055555555656,False
WBCIC,EEGConformer,4,LiteBN,PREEXISTING_OUTCOME,5,1000,0.7389999999999999,0.766,0.027000000000000135,0.223,0.223,0.223,0.13599999999999998,2026-09-08T19:13:24.749032+00:00,9b7bbd6f801e33045f80947b365d10b7b981c2eb059de764a54221b58c2b5f68,e9cce7a3ca4470c9727670a3135261acc7fa07a811d48ba5a7b74c44442b0807,5a3c3c03170d5e00dec92aada7bda51969c7aa77db3cf3cf6edc856b9cb2681b,6,0.7508333333333334,0.7875000000000001,0.7816666666666666,-0.5833333333333468,0.0020000000000000018,0.08333333333332416,True
WBCIC,EEGConformer,4,EEGNet,PREEXISTING_OUTCOME,5,1000,0.7389999999999999,0.764,0.025000000000000133,0.221,0.221,0.221,0.13799999999999998,2026-09-08T19:13:24.749032+00:00,9b7bbd6f801e33045f80947b365d10b7b981c2eb059de764a54221b58c2b5f68,7947f8627fadf432f117d9be70b8019e67858b933243e4edac9645e0dc6334f8,54e52c6a565b1015636bc3e68793753d4b3e92dae8e48212205c3b592a7ccf89,6,0.7508333333333334,0.7675,0.7608333333333333,-0.666666666666671,-0.0020000000000000018,-0.08333333333332416,True
WBCIC,CBraMod,4,LiteBN,PREEXISTING_OUTCOME,5,1000,0.72,0.766,0.04600000000000004,0.23399999999999999,0.234,0.23399999999999999,0.13999999999999999,2026-09-08T19:13:24.749032+00:00,e8d0c33e0604e8788db61b2274a65b370f1a54c512387ac44bcea420692470fb,e9cce7a3ca4470c9727670a3135261acc7fa07a811d48ba5a7b74c44442b0807,004443b464ba83312aef7e04d8fcc5bfd6d877dbf95e80fc961db563219a5c6b,6,0.7433333333333333,0.7875000000000001,0.785,-0.2500000000000058,-0.010000000000000009,0.08333333333332416,False
WBCIC,CBraMod,4,EEGNet,PREEXISTING_OUTCOME,5,1000,0.72,0.764,0.04400000000000004,0.244,0.244,0.244,0.136,2026-09-08T19:13:24.749032+00:00,e8d0c33e0604e8788db61b2274a65b370f1a54c512387ac44bcea420692470fb,7947f8627fadf432f117d9be70b8019e67858b933243e4edac9645e0dc6334f8,658d366dd39d2c7044bf922bcd8e02ced2359951c7e530c682b9baf8aa1d38a0,6,0.7433333333333333,0.7675,0.7641666666666667,-0.33333333333332993,0.010000000000000009,-0.08333333333332416,False
WBCIC,CodeBrain,4,LiteBN,PREEXISTING_OUTCOME,5,1000,0.709,0.766,0.05700000000000005,0.253,0.253,0.253,0.13599999999999998,2026-09-08T19:13:24.749032+00:00,ded7a79777811fa4df0aca9413129720b57f6cff069bc57f8a00ac83c3a0e5d8,e9cce7a3ca4470c9727670a3135261acc7fa07a811d48ba5a7b74c44442b0807,3ab2be63f88b8738674ebaf72474882531f7633bb4c001c3d95c17b7b45bd00b,6,0.7258333333333334,0.7875000000000001,0.7791666666666667,-0.8333333333333415,0.0,-0.16666666666667052,False
WBCIC,CodeBrain,4,EEGNet,PREEXISTING_OUTCOME,5,1000,0.709,0.764,0.05500000000000005,0.253,0.253,0.253,0.13699999999999998,2026-09-08T19:13:24.749032+00:00,ded7a79777811fa4df0aca9413129720b57f6cff069bc57f8a00ac83c3a0e5d8,7947f8627fadf432f117d9be70b8019e67858b933243e4edac9645e0dc6334f8,24556267e190701b8ab2c190e25458eff696457fe7110790506f741103dab879,6,0.7258333333333334,0.7675,0.7608333333333333,-0.666666666666671,0.0,0.16666666666667052,False
