setting_id,dataset,task,backbone,fold,seed,representation_dim,identity_full,identity_raw_accuracy,identity_chance_normalized_accuracy,identity_cross_entropy,identity_direction_effect,persistence,geometry_strength,direction_rank,D_finite,C_src_CE,C_src_BA,C_src_F1,O_task,direction_sha256,checkpoint_sha256,normalizer_sha256,persistence_basis_sha256,source_scope_hash,validation_scope_hash,identity_chance_accuracy
S1,OpenBMI,MI,EEGNet,0,0,64,0.07202150277415131,0.23645833333333338,0.20326086956521744,3.1060323275737947,0.02131628978372402,0.8785289018831004,2.6836626354719586,1,0.06825041616958799,-0.0036620343528613376,0.00187499999999996,0.001398586014747738,0.001665094351304065,54d6564089b1e2beea018bd10bce639f77646946f2d83e7ea269d99713230328,7c78a16d2fa519556333f6fe8d0a2b21fcc67697cfa033d43c0ee6d57c152e6d,658e69ceac4d6e7099e40941f5a1518ab50ad071e358070a86d038c8aaa051a9,03560db3979e64bd90486b4d9a458c807aa3a255a3280aa40311ad1a97fd3974,00d12a09a96de28d7eccad900776e05e9b90450fb33715d421731aa2531802e1,5895f7066e1b78e1654405222dacf73bf5fb499d789da38971f05c2bdfc4f5ca,0.041666666666666664
S1,OpenBMI,MI,EEGNet,0,0,64,0.07202150277415131,0.23645833333333338,0.20326086956521744,3.1060323275737947,0.010554357626458177,0.805202516873633,2.2141252041124515,2,0.1608887386239736,-0.0018288498869891156,0.0050000000000000044,0.005593384038670934,0.01359349153404853,a1567917350e8b90dc0b021494c83f7c451c324c8a401acb7fe22e0d06138e24,7c78a16d2fa519556333f6fe8d0a2b21fcc67697cfa033d43c0ee6d57c152e6d,658e69ceac4d6e7099e40941f5a1518ab50ad071e358070a86d038c8aaa051a9,03560db3979e64bd90486b4d9a458c807aa3a255a3280aa40311ad1a97fd3974,00d12a09a96de28d7eccad900776e05e9b90450fb33715d421731aa2531802e1,5895f7066e1b78e1654405222dacf73bf5fb499d789da38971f05c2bdfc4f5ca,0.041666666666666664
S1,OpenBMI,MI,EEGNet,0,0,64,0.07202150277415131,0.23645833333333338,0.20326086956521744,3.1060323275737947,0.005293752222054415,0.8042624468284879,1.241705382152745,3,0.17145837202463132,-0.004790093921158077,0.008749999999999925,0.009215270324949398,0.04908675730509226,ae74d08b38a9bded63e4589fec1f8afe4400d55892b2f8beb278dd78df1a665b,7c78a16d2fa519556333f6fe8d0a2b21fcc67697cfa033d43c0ee6d57c152e6d,658e69ceac4d6e7099e40941f5a1518ab50ad071e358070a86d038c8aaa051a9,03560db3979e64bd90486b4d9a458c807aa3a255a3280aa40311ad1a97fd3974,00d12a09a96de28d7eccad900776e05e9b90450fb33715d421731aa2531802e1,5895f7066e1b78e1654405222dacf73bf5fb499d789da38971f05c2bdfc4f5ca,0.041666666666666664
S1,OpenBMI,MI,EEGNet,0,0,64,0.07202150277415131,0.23645833333333338,0.20326086956521744,3.1060323275737947,0.005205155793223115,0.7642179526516686,1.010035223447835,4,0.06762488642403283,0.0010579269616423413,0.0068749999999998535,0.007445678175896031,0.011540487034703076,807fc1ea3fee45cad8494844dac1c942c4dcf46b3c5c799ce86491f73fd47c23,7c78a16d2fa519556333f6fe8d0a2b21fcc67697cfa033d43c0ee6d57c152e6d,658e69ceac4d6e7099e40941f5a1518ab50ad071e358070a86d038c8aaa051a9,03560db3979e64bd90486b4d9a458c807aa3a255a3280aa40311ad1a97fd3974,00d12a09a96de28d7eccad900776e05e9b90450fb33715d421731aa2531802e1,5895f7066e1b78e1654405222dacf73bf5fb499d789da38971f05c2bdfc4f5ca,0.041666666666666664
S1,OpenBMI,MI,EEGNet,0,0,64,0.07202150277415131,0.23645833333333338,0.20326086956521744,3.1060323275737947,0.00692103129184396,0.7503530953328014,1.9548325891023113,5,0.6036395891583346,0.0023704315722953262,0.025624999999999898,0.026401125195389175,0.24548240384041986,48f5b7b6374ceef828f430c0a615832ba12ea9d4f3a26f26a729b61f597b6875,7c78a16d2fa519556333f6fe8d0a2b21fcc67697cfa033d43c0ee6d57c152e6d,658e69ceac4d6e7099e40941f5a1518ab50ad071e358070a86d038c8aaa051a9,03560db3979e64bd90486b4d9a458c807aa3a255a3280aa40311ad1a97fd3974,00d12a09a96de28d7eccad900776e05e9b90450fb33715d421731aa2531802e1,5895f7066e1b78e1654405222dacf73bf5fb499d789da38971f05c2bdfc4f5ca,0.041666666666666664
S1,OpenBMI,MI,EEGNet,0,0,64,0.07202150277415131,0.23645833333333338,0.20326086956521744,3.1060323275737947,0.008765336950119273,0.7466430617532357,1.7604153137270353,6,0.4612962978650135,-0.009105015266626533,0.016874999999999973,0.016916177017863965,0.17677210827523482,03ac2b794ca085644cb6b3b75832714190d693647e60a023c0ee9444d1b019e2,7c78a16d2fa519556333f6fe8d0a2b21fcc67697cfa033d43c0ee6d57c152e6d,658e69ceac4d6e7099e40941f5a1518ab50ad071e358070a86d038c8aaa051a9,03560db3979e64bd90486b4d9a458c807aa3a255a3280aa40311ad1a97fd3974,00d12a09a96de28d7eccad900776e05e9b90450fb33715d421731aa2531802e1,5895f7066e1b78e1654405222dacf73bf5fb499d789da38971f05c2bdfc4f5ca,0.041666666666666664
S1,OpenBMI,MI,EEGNet,0,0,64,0.07202150277415131,0.23645833333333338,0.20326086956521744,3.1060323275737947,0.004822362717407769,0.6882627253399206,0.8409585108169537,7,0.015539831154150079,-0.00010949537921458807,0.0,-5.738941929611663e-05,0.0008790782398683852,4069850819d6071457da0aa910eaba3529ea5c2712bc3a168a18399f1ea12e30,7c78a16d2fa519556333f6fe8d0a2b21fcc67697cfa033d43c0ee6d57c152e6d,658e69ceac4d6e7099e40941f5a1518ab50ad071e358070a86d038c8aaa051a9,03560db3979e64bd90486b4d9a458c807aa3a255a3280aa40311ad1a97fd3974,00d12a09a96de28d7eccad900776e05e9b90450fb33715d421731aa2531802e1,5895f7066e1b78e1654405222dacf73bf5fb499d789da38971f05c2bdfc4f5ca,0.041666666666666664
S1,OpenBMI,MI,EEGNet,0,0,64,0.07202150277415131,0.23645833333333338,0.20326086956521744,3.1060323275737947,0.003811455169296263,0.5798120761823974,1.2430763462581318,8,0.04124654616810359,0.00023001185245848113,-0.0012500000000000844,-0.0015626767502779915,0.0028344163858377617,cb709ba5d07a73fb751178ea5dc6610375da0712bd88d1d7637b32edcb65ae98,7c78a16d2fa519556333f6fe8d0a2b21fcc67697cfa033d43c0ee6d57c152e6d,658e69ceac4d6e7099e40941f5a1518ab50ad071e358070a86d038c8aaa051a9,03560db3979e64bd90486b4d9a458c807aa3a255a3280aa40311ad1a97fd3974,00d12a09a96de28d7eccad900776e05e9b90450fb33715d421731aa2531802e1,5895f7066e1b78e1654405222dacf73bf5fb499d789da38971f05c2bdfc4f5ca,0.041666666666666664
S1,OpenBMI,MI,EEGNet,0,1,64,0.06498201835822082,0.20958333333333334,0.17521739130434785,3.113071811989725,0.02250505755868959,0.8995801936838775,2.48985088168332,1,0.005017384584110187,0.00014915233180462872,-0.0012500000000000844,-0.0011939383842889395,1.1113865754016871e-05,68965e31a47d2088a9019b9a2d0fc5dc84cadc471a6d35b007c99453bf664c49,b61af3654ade47a3f49e99adeff0900c427e56f47e0598d52ce673e9c591378b,658e69ceac4d6e7099e40941f5a1518ab50ad071e358070a86d038c8aaa051a9,21dccca74a6b65e8ed4b8192e3805044bdca5075e596ffe1de6560a77680b189,00d12a09a96de28d7eccad900776e05e9b90450fb33715d421731aa2531802e1,5895f7066e1b78e1654405222dacf73bf5fb499d789da38971f05c2bdfc4f5ca,0.041666666666666664
S1,OpenBMI,MI,EEGNet,0,1,64,0.06498201835822082,0.20958333333333334,0.17521739130434785,3.113071811989725,0.012574643408046926,0.782383989563707,1.8901324047039891,2,0.1277953650168408,-0.004923406866849065,0.00374999999999992,0.004360873272368115,0.012511310141122077,a58ebf587293799a1c6e0ce0381b3542495ca884e0e0d065bc41cc08313b10fa,b61af3654ade47a3f49e99adeff0900c427e56f47e0598d52ce673e9c591378b,658e69ceac4d6e7099e40941f5a1518ab50ad071e358070a86d038c8aaa051a9,21dccca74a6b65e8ed4b8192e3805044bdca5075e596ffe1de6560a77680b189,00d12a09a96de28d7eccad900776e05e9b90450fb33715d421731aa2531802e1,5895f7066e1b78e1654405222dacf73bf5fb499d789da38971f05c2bdfc4f5ca,0.041666666666666664
