setting_id,fold,seed,checkpoint_path,checkpoint_sha256,source_embedding_path,source_embedding_sha256,direction_rows,matched_control_rows,artifact_complete,matched_controls_path,matched_controls_sha256
S3,3,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-3\seed-2\checkpoints\erm__lambda-0.00.pt,3b98ba390c13890a763df22b4bd5bd7295b3bc2c3122e683f0a90e8174aeeb1f,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-3\seed-2\evaluation\erm__lambda-0.00\embeddings.npz,c3db8b469ec8a5d9a4d15914f3991fcc854677f1ee36b2ec90dd82f75e92b712,8,800,True,,
S3,4,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-4\seed-0\checkpoints\erm__lambda-0.00.pt,3c46b21ad8137a7cc8482d519ca38161d3b4b3bf6ac9565143a8e4ba997f644e,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-4\seed-0\evaluation\erm__lambda-0.00\embeddings.npz,37751d88ca3fad7d3529187c62e007a466206bd563cdd717ab0d76e3b37239e3,8,800,True,,
S3,4,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-4\seed-1\checkpoints\erm__lambda-0.00.pt,22eac9213258b2328dffd3640a129f4fe3b9cddaa6cafcf488c40220d79c49bc,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-4\seed-1\evaluation\erm__lambda-0.00\embeddings.npz,c82f93fd219e2d1a8d888bdcabb4bc790f79e417e2467fc582f662c43a0f89ff,8,800,True,,
S3,4,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-4\seed-2\checkpoints\erm__lambda-0.00.pt,dbd06e6a6b598b76bda91e924a7aab333a583d2c1696b34e80bbc905859b888b,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_wbcic_independent_replication_v1\runtime\runs\eegnet\fold-4\seed-2\evaluation\erm__lambda-0.00\embeddings.npz,7c460f97847f4c1dd1dcbb88f3f9b31711b6548f8189aa488d6e31c2cf3bcb93,8,800,True,,
S4,0,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-0\seed-0\checkpoints\erm__lambda-0.00.pt,6f96b58b8428bf10bd776254d0055f77856b58b83341acb41eae40edd08bd7d3,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-0\seed-0\source_freeze\erm__lambda-0.00\embeddings.npz,fb8d8726c124b152950ffa41bd2b48949b1edb43a6981f4924ea0c9f1a4d4c4f,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-0\seed-0\source_freeze\erm__lambda-0.00\matched_controls.csv,6f62a5d226388d6d42bff5991955a15449e29266f7bcd2138b5aa06cb6e72548
S4,0,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-0\seed-1\checkpoints\erm__lambda-0.00.pt,51476bbeb54ca17ed57c5ade63af154799a5d9b649b85e451178a573df7c30ed,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-0\seed-1\source_freeze\erm__lambda-0.00\embeddings.npz,fcafc550db95b9a8f78217870dcf8a9414a12ebcc49336b0a01d75f7774604a6,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-0\seed-1\source_freeze\erm__lambda-0.00\matched_controls.csv,dd91579bfcc14a42e0f24fba69ce5d4eb7ff6f6693378d7131c1c3568a3c844b
S4,0,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-0\seed-2\checkpoints\erm__lambda-0.00.pt,a4aef7a25a602d182885d48431643b6483d12e7300ae05d78e572fb87945774e,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-0\seed-2\source_freeze\erm__lambda-0.00\embeddings.npz,1b88856bcb8b9948531061666535dea82447904531466f921b8d1e09e2df7a25,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-0\seed-2\source_freeze\erm__lambda-0.00\matched_controls.csv,338a4882bff32a719c58be679f3ff182a6e7a3aa4c8a8b27ac74f5ae62dfdf88
S4,1,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-1\seed-0\checkpoints\erm__lambda-0.00.pt,0db7ee1b77ddf9a2e98d0be75bf835a1dd9a08b3594bb1cbce24dd7b5ee89cc5,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-1\seed-0\source_freeze\erm__lambda-0.00\embeddings.npz,f340126ecd0ca8d2946050f1feeffd11f73a2796468b84a587e9e04c2d3ebd23,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-1\seed-0\source_freeze\erm__lambda-0.00\matched_controls.csv,513fe5df24192b272e7c2c608683adc7c1f70aa2274434746ba88fb13a6444aa
S4,1,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-1\seed-1\checkpoints\erm__lambda-0.00.pt,3b060792ce65828869ab129f2871ec17ded1d7b2bd0df645a818e0e7e38d91fc,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-1\seed-1\source_freeze\erm__lambda-0.00\embeddings.npz,ebc7d2da35320c8b5583b734073f2d6a435f69a416c2d9c37ada89ef7bd1b7ef,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-1\seed-1\source_freeze\erm__lambda-0.00\matched_controls.csv,cf0012dba4e04a71d10de2814c58f571f5273cb96501ded03377cae7d8789df7
S4,1,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-1\seed-2\checkpoints\erm__lambda-0.00.pt,54f1290b477c4e9dd91631b9d0f8f33c15476a13189a5a09dd59d0e87f2d96fd,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-1\seed-2\source_freeze\erm__lambda-0.00\embeddings.npz,87f5ee6e98a0e28f521556954aaf9c7d6547ff40246b1e3542639a52767cc083,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-1\seed-2\source_freeze\erm__lambda-0.00\matched_controls.csv,67ef496a45a63f95ff4ff662f5b94a1e29082bd2db980fe8c41a2dc18deac393
S4,2,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-2\seed-0\checkpoints\erm__lambda-0.00.pt,b28cdf472f863b15eb3cf9e12169386a38f2f842aefcd227225fcb151bff1338,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-2\seed-0\source_freeze\erm__lambda-0.00\embeddings.npz,a8f7c1980693e5eb9b3b6c711aeee0ee4576aebfcc1bd3245a52e82009f0d3a0,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-2\seed-0\source_freeze\erm__lambda-0.00\matched_controls.csv,13497d6ba1c0ea23d68efd4a2a90183acc64914974f13bec80f87591090b222c
S4,2,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-2\seed-1\checkpoints\erm__lambda-0.00.pt,dcf4d82c4549b87e5458d1bdbcacc28b62a1548d3ff3a0c7bd3d18c21dd4a48f,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-2\seed-1\source_freeze\erm__lambda-0.00\embeddings.npz,cf2ab8d62dc6b39855efb7e657bf94fb71664762d69367b11809f32045271849,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-2\seed-1\source_freeze\erm__lambda-0.00\matched_controls.csv,5b493732f400b56d15c78c33d6c9be972d10117b574d277550d7428a7397fd24
S4,2,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-2\seed-2\checkpoints\erm__lambda-0.00.pt,2bca5a99603da2f6f7d7b5a572953c766820d1dca9a42c647ab7e4587d581f24,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-2\seed-2\source_freeze\erm__lambda-0.00\embeddings.npz,194facd871c97e3c2b12cb662083e598fd88d3299b71caaf2707d898d929f401,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-2\seed-2\source_freeze\erm__lambda-0.00\matched_controls.csv,3343c35e8a77f9c0d1922a1671229d2b44accf6daeb287e3fd81a269a112718f
S4,3,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-3\seed-0\checkpoints\erm__lambda-0.00.pt,f266e3a9ad3b0387a4a1fb82be493a1ca5923b21b8ec9f42812a7bd44baca84c,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-3\seed-0\source_freeze\erm__lambda-0.00\embeddings.npz,0be2897ffa036a1d296038c9325940efe1f0ebd48d6c74b6c8774c79d995b0b4,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-3\seed-0\source_freeze\erm__lambda-0.00\matched_controls.csv,c6f3e64c90b44bd40337fece11b003235c01b4f98e08a7c29f5f6d3f3dcbbf7e
S4,3,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-3\seed-1\checkpoints\erm__lambda-0.00.pt,d25def1c1331f050624e18a3f22d1c69f3f0e4fc7a58f8fad92b2a51bd17a466,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-3\seed-1\source_freeze\erm__lambda-0.00\embeddings.npz,00196afe027a2f273a01c47f6a6c3de16e389fc15d3f91f786ffa45b4b3b90e3,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-3\seed-1\source_freeze\erm__lambda-0.00\matched_controls.csv,faa0a40ddc34035b609c7dcae6761be031840336f3a844cd27b32a49544e68c4
S4,3,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-3\seed-2\checkpoints\erm__lambda-0.00.pt,03ee450cb91f93a9274e633c1bd3ffb3515ac8fd58acbbd26db485a24900ee45,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-3\seed-2\source_freeze\erm__lambda-0.00\embeddings.npz,939504387a0173f78b3303adaf7466c8d84286b4e23376091643dad9f10c3a8d,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-3\seed-2\source_freeze\erm__lambda-0.00\matched_controls.csv,af30af0a0f68ecc03c98f1ae0514b19d51f053fa5777d8a91cb995bd764f9000
S4,4,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-4\seed-0\checkpoints\erm__lambda-0.00.pt,1b88c1b16b28f157da97e86fa280b0264aa45a68e61fa90d1e5ce7e85c9338cd,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-4\seed-0\source_freeze\erm__lambda-0.00\embeddings.npz,722dea318f45808e933283bfe512e8ba743d6497a92d807fdbf8294330f821a0,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-4\seed-0\source_freeze\erm__lambda-0.00\matched_controls.csv,f2fb6d3147ba5e33f9abe08050c6b7af91255c08e8c667fba9f64d3d4c180ba0
S4,4,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-4\seed-1\checkpoints\erm__lambda-0.00.pt,992c39d4ccc73176d5f289bcff4e48daf9be874ecb4dccbd429ee37dd0123254,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-4\seed-1\source_freeze\erm__lambda-0.00\embeddings.npz,767bc75ea276af0bcfa21089acd03ffc00229366baaeaf36204a6ab323113113,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-4\seed-1\source_freeze\erm__lambda-0.00\matched_controls.csv,7f40fc5f8e4b8d514567f4478b9cffe224ad8903e0614e2384c7b14f19384982
S4,4,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-4\seed-2\checkpoints\erm__lambda-0.00.pt,493944f150623aad4208d279ccaf5fa28719591d1d8825bf8f7a7fb8853662ba,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-4\seed-2\source_freeze\erm__lambda-0.00\embeddings.npz,de5a5328fa5a300a843cacace744383e076cb02ab17aba0ede66204d82a9a894,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-4\seed-2\source_freeze\erm__lambda-0.00\matched_controls.csv,e3ce52d4ed3d0be4e20d9a79fd42052c91c76736582a80d68438c07d39a731ac
S5,0,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-0\seed-0\checkpoints\erm__lambda-0.00.pt,5372fd0650d79572a7179162e35636dc732cad2a3c24d87c9c09814c9dfe3ca9,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-0\seed-0\source_freeze\erm__lambda-0.00\embeddings.npz,97b53d5bb81af5f08e987909140656ad548fd450e37d5cd72dc8e893c22d9184,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-0\seed-0\source_freeze\erm__lambda-0.00\matched_controls.csv,38434bb0feddf04a2f4807e1182d0b39025f8ba459e9769162908a9cc6c62038
S5,0,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-0\seed-1\checkpoints\erm__lambda-0.00.pt,46edb532298dec2312366e31c2a259b49913ee7a4aa6eebc82ab5ecf3e24627b,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-0\seed-1\source_freeze\erm__lambda-0.00\embeddings.npz,3347e7e0a4b8d43ee2f8145c3fd7ce787bfdd2423c737efc8d3cb34eddbe3831,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-0\seed-1\source_freeze\erm__lambda-0.00\matched_controls.csv,f3d0ce3425dc9074fb5aac9fc85293c14205088b90b275edc36bba3a63a5c861
S5,0,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-0\seed-2\checkpoints\erm__lambda-0.00.pt,a9dcc8e782634e0c2bd123c98144dbb15f8687a1481b4504b07dfdf7abe7b78d,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-0\seed-2\source_freeze\erm__lambda-0.00\embeddings.npz,77b24ca97f87a3821d053169a6f0fee4fedb796b5bcf7ba94c5c19a3abeb650c,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-0\seed-2\source_freeze\erm__lambda-0.00\matched_controls.csv,d9a4a14f869c38824fe1ab18f5a99a20ec5c573a3302d3dabdb8c2b9c6061bc3
S5,1,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-1\seed-0\checkpoints\erm__lambda-0.00.pt,193f7e23c1090743299402cafa104f53a321b587d0c3ae2629e9c3e24d543784,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-1\seed-0\source_freeze\erm__lambda-0.00\embeddings.npz,abe4da1cd6ac64787aaa7463ecea9af340e2789663118e395fdf11ae2fe761f8,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-1\seed-0\source_freeze\erm__lambda-0.00\matched_controls.csv,a827ef11657dfe0e8eff392715cc0e46c5a138731c7a824c93b502fe7cdcb101
S5,1,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-1\seed-1\checkpoints\erm__lambda-0.00.pt,ed60649abb0584d60f7588ca9067bc38f3e3d1de33ccef0afb5de5143759f9a6,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-1\seed-1\source_freeze\erm__lambda-0.00\embeddings.npz,ed781424ef44d1c3f0dee5fe506f3fc14c83f334d30daf7860c596bbcf8ddd64,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-1\seed-1\source_freeze\erm__lambda-0.00\matched_controls.csv,400f3d20ef9a7aa957054536f865a1fd139b306df66ffae0c0a3b4fc470ec5ec
S5,1,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-1\seed-2\checkpoints\erm__lambda-0.00.pt,49722036981a23d65c3081fab5515509b7359f3eb7874fe9cc67c4e64f7d0731,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-1\seed-2\source_freeze\erm__lambda-0.00\embeddings.npz,d9f4a51fe217897986c425ac0b089428e00d5400bcabf3dc985a3f7cb43bc971,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-1\seed-2\source_freeze\erm__lambda-0.00\matched_controls.csv,d24c2611bd4bd460d9e9a99130ed9db51ad154a9bd79c152c3dac90c56bf2f3d
S5,2,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-2\seed-0\checkpoints\erm__lambda-0.00.pt,2b441261b2478649128768610086d0f5fa1a37769832463ca1d4399eec394c0d,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-2\seed-0\source_freeze\erm__lambda-0.00\embeddings.npz,6570e71e4388ee2ade81903a68f75fb91eef870a6ee8a249f6109cef1a58fb04,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-2\seed-0\source_freeze\erm__lambda-0.00\matched_controls.csv,17a8998bf3977881585c87d2f003dce52c2e32c1a17a960d4fe47abcfe65b0a8
S5,2,1,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-2\seed-1\checkpoints\erm__lambda-0.00.pt,dbad57bf4ee27fe58f3886a866247414130ef8ddc8ed1ad2fbfec6b0b9d47fea,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-2\seed-1\source_freeze\erm__lambda-0.00\embeddings.npz,ee8aca5addb6e689fbc31ccb327d4d18d31c586c8f0aa44369fcb060af28299d,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-2\seed-1\source_freeze\erm__lambda-0.00\matched_controls.csv,0595338fd186dd2912601d3071a43d5d8e13af63c422dcd8db4fd1357d783baa
S5,2,2,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-2\seed-2\checkpoints\erm__lambda-0.00.pt,a5560ff78bf8b5c4a7a51fc49c19078c078cb6d932bf285facf4642ffff29d60,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-2\seed-2\source_freeze\erm__lambda-0.00\embeddings.npz,76f8a59e97223489274f2144d20d8acd6baf31d13cb78293ed300d94eb041705,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-2\seed-2\source_freeze\erm__lambda-0.00\matched_controls.csv,fc14a4fb0b606afc3db5720c2a98c32023fe21ccb8f604f1c93e908a7622f817
S5,3,0,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-3\seed-0\checkpoints\erm__lambda-0.00.pt,c1b9c2278e6857eae320e5d95a6da4d63a8070d87aee9768df82de6d760ab835,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-3\seed-0\source_freeze\erm__lambda-0.00\embeddings.npz,795bfd8decc090b37d80cca0327525603bdc31fddd3e6914c454bd8e59a7f687,8,800,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S5\fold-3\seed-0\source_freeze\erm__lambda-0.00\matched_controls.csv,031c0f2354d0705672b7173a07f8a1c65406bf1f2a22fbdc58118361f8765835
