setting_id,dataset,task,backbone,fold,seed,method,lambda,source_identity,source_identity_raw_accuracy,source_identity_chance_normalized_accuracy,source_identity_chance_accuracy,source_validation_BA,source_validation_F1,checkpoint_sha256,training_epoch,selection_metric,outcome_status,ERM_outcome_competence_BA,ERM_outcome_competence_F1
S1,OpenBMI,MI,EEGNet,0,0,ERM,0.0,0.0720215027741513,0.2364583333333333,0.2032608695652174,0.0416666666666666,0.7575,0.7531331121283394,7c78a16d2fa519556333f6fe8d0a2b21fcc67697cfa033d43c0ee6d57c152e6d,49,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.745,0.7417158026556588
S1,OpenBMI,MI,EEGNet,0,1,ERM,0.0,0.0649820183582208,0.2095833333333333,0.1752173913043478,0.0416666666666666,0.770625,0.7678802560382565,b61af3654ade47a3f49e99adeff0900c427e56f47e0598d52ce673e9c591378b,57,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.77,0.7651489250093717
S1,OpenBMI,MI,EEGNet,0,2,ERM,0.0,0.0702083486129161,0.2212499999999999,0.187391304347826,0.0416666666666666,0.7518750000000001,0.7495394113718385,fb47ba3d525a3e20a6056f368562519f7a87ec0a033e80c4f401829b0a17763c,60,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.74625,0.7432543624787193
S1,OpenBMI,MI,EEGNet,1,0,ERM,0.0,0.0557808698166535,0.1816666666666666,0.1460869565217391,0.0416666666666666,0.7793749999999999,0.7773533330202618,bc7c9be7c9f25b2dbc8ffb4c8ede651b84ca40a8ae666ea6b04d4afe97807d7d,56,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.72125,0.7175696480149638
S1,OpenBMI,MI,EEGNet,1,1,ERM,0.0,0.0691906940138846,0.2208333333333333,0.1869565217391304,0.0416666666666666,0.809375,0.808242484293576,70a6f0e919fb4458406a0c42b9b14e434e126dc8af4477d66dfb090857a643de,59,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.71875,0.712761969361435
S1,OpenBMI,MI,EEGNet,1,2,ERM,0.0,0.06058447504437,0.2045833333333333,0.17,0.0416666666666666,0.795625,0.7935972443944393,adbacbc76ce7085f4da644b358074ed663742d2383a2a8e6f469ce4fdcd556ee,60,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.7362500000000001,0.732836331456437
S1,OpenBMI,MI,EEGNet,2,0,ERM,0.0,0.0635587901729366,0.219375,0.1854347826086956,0.0416666666666666,0.74,0.7359060834209815,4d807d82c24c00eeb546102fed8d4c0cfdb857f128ed6fb509328685c640317c,55,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.7475,0.7459978674449113
S1,OpenBMI,MI,EEGNet,2,1,ERM,0.0,0.0544669279381317,0.186875,0.1515217391304348,0.0416666666666666,0.736875,0.7311450523049421,d226b3a3b1344cc6ad8f480ffde5daae147a74528eadbc747dc0ba73f4787391,58,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.7675,0.7670951823780993
S1,OpenBMI,MI,EEGNet,2,2,ERM,0.0,0.0625642753541515,0.2099999999999999,0.1756521739130434,0.0416666666666666,0.7275,0.7245855934267876,f13383f48e3b034fa0d7f5bdc89df49a5629157407d7fe28919c4945556dad39,60,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.7362500000000001,0.7345362848284603
S1,OpenBMI,MI,EEGNet,3,0,ERM,0.0,0.0640154880386567,0.195625,0.1606521739130434,0.0416666666666666,0.735625,0.7296565726294707,c85f65816255814d93c9d35a11cba6073371f8b0ca2219fde660b2161d27a22e,52,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.78375,0.7798174083621648
S1,OpenBMI,MI,EEGNet,3,1,ERM,0.0,0.0719819712002065,0.2291666666666666,0.1956521739130434,0.0416666666666666,0.7506250000000001,0.7453172509852963,25d77586211dcc2d68239ce2fd7ebda0b55920a16e5f4ad699e36b4471f11030,60,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.76875,0.7634197838914714
S1,OpenBMI,MI,EEGNet,3,2,ERM,0.0,0.0709108904434197,0.216875,0.1828260869565217,0.0416666666666666,0.7568750000000001,0.7540464937155726,74de6107f67da4880d93dfe34390f1806efca81e5ea24f5938541603c7824afc,55,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.78,0.777161142632266
S1,OpenBMI,MI,EEGNet,4,0,ERM,0.0,0.0751895249768781,0.234375,0.2010869565217391,0.0416666666666666,0.7849999999999999,0.7831891422133885,8ff0a1352d21333537711ce06d5e0041ac433044c4dd295facaf803de11f42f0,60,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.7925,0.7888353585267813
S1,OpenBMI,MI,EEGNet,4,1,ERM,0.0,0.062599547214708,0.2091666666666666,0.1747826086956521,0.0416666666666666,0.74875,0.7475850484027567,e1d775f2c1d6f87889093f21e86528a425ea9671870d7310f11c8de96fc97ae2,60,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.74625,0.7428318334439938
S1,OpenBMI,MI,EEGNet,4,2,ERM,0.0,0.0672163274917967,0.2066666666666666,0.1721739130434782,0.0416666666666666,0.7831250000000001,0.7824458301151962,6b98e9d595ad4e9c97a406fcad8570673d9d6e8b04426734b28d208f1133ddab,53,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.76375,0.7561233609607976
S2,OpenBMI,MI,EEGConformer,0,0,ERM,0.0,0.2330877787728562,0.5381250000000001,0.5180434782608696,0.0416666666666666,0.745,0.7394768574579371,297498db804917c3f667e314a4874e4f3e3bcb45123c0ca31d62a2dc32382100,54,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.83,0.8274988188520451
S2,OpenBMI,MI,EEGConformer,0,1,ERM,0.0,0.2094128721530856,0.48375,0.4613043478260869,0.0416666666666666,0.743125,0.7389155536709675,27eec84305eb9f752f6bdb68da0d693e02e968581b3959faa2badbc4c660369c,56,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.7749999999999999,0.7637741475281152
S2,OpenBMI,MI,EEGConformer,0,2,ERM,0.0,0.2174213159038176,0.4958333333333333,0.4739130434782608,0.0416666666666666,0.74625,0.7431130743080833,a3fd673562548e2eea7202609dd1de59f88ed88278b39a717ce3c21274965830,55,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.80625,0.801874367357823
S2,OpenBMI,MI,EEGConformer,1,0,ERM,0.0,0.1907047727986774,0.4608333333333334,0.4373913043478261,0.0416666666666666,0.8162499999999999,0.8150234183644266,63d015ce2bbe403fe8bf8d32f52ad3d677cee5edb8c07610a2e707eb823a9fbb,53,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.755,0.7495082553958952
S2,OpenBMI,MI,EEGConformer,1,1,ERM,0.0,0.1672607257153293,0.41875,0.3934782608695652,0.0416666666666666,0.8306250000000001,0.8297266278570474,891aca65a3268859406dbf7d89d41c3c961f6a2cd8bb9c43c26e942725c5ab32,58,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.74,0.7334501479564268
S2,OpenBMI,MI,EEGConformer,1,2,ERM,0.0,0.1826287791057483,0.44875,0.4247826086956521,0.0416666666666666,0.838125,0.8371411160027321,ff7d1aae2882b944d71ffbb7fadb5c10b598833f28c10899b62c858ba40d8ca8,55,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.77875,0.7711715418487414
S2,OpenBMI,MI,EEGConformer,2,0,ERM,0.0,0.1786504489036906,0.4262499999999999,0.4013043478260868,0.0416666666666666,0.78,0.7777076128092543,8348a5ea709f8502fbafc154cbfa8429205b585a4051a938d8734bada90ebcbc,55,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.79375,0.7924398089780159
S2,OpenBMI,MI,EEGConformer,2,1,ERM,0.0,0.1831699594531399,0.435,0.4104347826086956,0.0416666666666666,0.77375,0.7705478347685152,145e8f28ffaa8579583e4c0ba4d5a4cae83ccd9dafe29e47fcd6cf21d9c564d3,53,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.79,0.7876650358232524
S2,OpenBMI,MI,EEGConformer,2,2,ERM,0.0,0.1945267981876828,0.4733333333333334,0.4504347826086957,0.0416666666666666,0.76875,0.7668329098433222,3faf39d941d56c5deb9918becb06336730c6b0e47df33dbb3c1395e03a0c9e7e,53,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.8049999999999999,0.8027553137723177
S2,OpenBMI,MI,EEGConformer,3,0,ERM,0.0,0.2002067328969834,0.4564583333333333,0.4328260869565217,0.0416666666666666,0.75125,0.7465389652570439,717ae63eb7e885e5a28243c6e26fba97bde85c66c78e83883dcc17b8ccdd93a4,57,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.78375,0.778232368948408
S2,OpenBMI,MI,EEGConformer,3,1,ERM,0.0,0.2185273247153465,0.499375,0.4776086956521739,0.0416666666666666,0.7050000000000001,0.6991904283255242,abbebca59a1b96f1d64cfc09aa408ecc91cd8a61b1821a218a5c47eabfd831a4,34,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.725,0.7198473861005591
S2,OpenBMI,MI,EEGConformer,3,2,ERM,0.0,0.2190503284656502,0.491875,0.4697826086956522,0.0416666666666666,0.735625,0.7271294708529348,476793c8f17e912e3257c764eebd3a2f0a0ef23b3096877ea4fecbbcf06c9e1c,52,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.74625,0.7294517752130465
S2,OpenBMI,MI,EEGConformer,4,0,ERM,0.0,0.2149744944034908,0.49375,0.4717391304347826,0.0416666666666666,0.74,0.7275150305650971,25c3e46618fcdcd38f75b72556af3b98ea62e56826c5f57918b396eb24397c5d,49,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.73,0.7237873725068228
S2,OpenBMI,MI,EEGConformer,4,1,ERM,0.0,0.223594470325227,0.5152083333333333,0.4941304347826086,0.0416666666666666,0.7374999999999999,0.7202108910336671,2d5c43579ff0704ae7734305bbbcc3f59f7b8f7b5ee292d9404f65241d239037,40,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.76125,0.7577442999576094
S2,OpenBMI,MI,EEGConformer,4,2,ERM,0.0,0.2356017285290015,0.5510416666666667,0.5315217391304348,0.0416666666666666,0.745625,0.7310782274077603,028fa83fb9100c191c10ac4d5316470ea5e489c97ec44a4138db25a1e333abb5,43,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.75875,0.7552266630376259
S3,WBCIC,MI,EEGNet,0,0,ERM,0.0,0.0149851436799108,0.1022325167504187,0.0631991479134804,0.0416666666666666,0.7103124999999999,0.7095291117938427,4747a96e6faea1bc2cdb32aeb12f0c2f142e3307832900dd51011170a9b2f4fb,11,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.8216666666666667,0.8207039045409205
S3,WBCIC,MI,EEGNet,0,1,ERM,0.0,0.0279615186708293,0.1384835636515912,0.101026327288617,0.0416666666666666,0.7165625,0.7164084154412071,fcf2f99d46d3d3bfc04906f718c87bb1fc6b06fe6aa521f2d782cadd5b9e6aad,18,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.8077777777777777,0.8070206256404391
S3,WBCIC,MI,EEGNet,0,2,ERM,0.0,0.0339361312023842,0.1490949539363484,0.1120990823683635,0.0416666666666666,0.7128125,0.711645827305357,1b600dad733806ce48000f78e942e9c26dcdaaf48a52d49e2e027e0bbb9b5508,30,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.8155555555555556,0.8143989218760115
S3,WBCIC,MI,EEGNet,1,0,ERM,0.0,0.0214626851787187,0.1256256281407035,0.0891933626465661,0.04,0.7581030150753769,0.7567068126799537,1afc0a97b5b323ee1da01342983ec9b4940a67c9d411e4e02435e31d2c0668e9,13,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.78625,0.7859140416769452
S3,WBCIC,MI,EEGNet,1,1,ERM,0.0,0.0299999919759299,0.137821608040201,0.1018975083752093,0.04,0.7759045226130653,0.7756421851044706,5e796c44dfcd39a01639f9835eab46ce7f18ec81e0a76c7084e599dc67e8eaf9,14,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.786875,0.7860769026878371
S3,WBCIC,MI,EEGNet,1,2,ERM,0.0,0.0380175577035044,0.148937688442211,0.1134767587939698,0.04,0.769649811557789,0.7693614715173016,4bfcba906bf571655b2004f9c54a03e3f9b8bb4fb2d688f6238878d7071b3fd0,27,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.7849999999999999,0.783734559920443
S3,WBCIC,MI,EEGNet,2,0,ERM,0.0,0.0173904189313633,0.1118999999999999,0.0748958333333333,0.04,0.8202653894472363,0.8198575708011528,567413751122f0ab9278ee4c7934a1f262546e434efc9298e3ab4582af23998b,16,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.790625,0.7888872458158209
S3,WBCIC,MI,EEGNet,2,1,ERM,0.0,0.0257520790797591,0.1278015075376884,0.0914599036850921,0.04,0.8371545226130652,0.8368908673347849,155bba1cd77482cb8b6cd5839af1f963c75402a44a2c46073c199dc55ee8ca49,15,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.786875,0.7854680370030318
S3,WBCIC,MI,EEGNet,2,2,ERM,0.0,0.02570728800386,0.1305015075376884,0.0942724036850921,0.04,0.8202669597989949,0.8200716075234735,bf55b3ea5fdac4f6b05f13317140f2a0aabe6f274b5b4045a305c86a56808b6f,25,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.790625,0.7898661137397293
S3,WBCIC,MI,EEGNet,3,0,ERM,0.0,0.0259790285859415,0.1244035175879397,0.0879203308207705,0.04,0.7308150125628141,0.729290825813352,2d0210ad7c42d8e94fc9ff4963749cedcf61f0976b9456760b3df9b30dc96ce4,12,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.7752754103535353,0.7704666191791912
S3,WBCIC,MI,EEGNet,3,1,ERM,0.0,0.0379865848331022,0.1655045226130653,0.130733877721943,0.04,0.7317446608040201,0.7314592168740881,42ee32ab3bb286ff569ede88ee79c10c939ac7508c87977311c50d7ae714fa87,28,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.7771109532828283,0.7761603202871534
S3,WBCIC,MI,EEGNet,3,2,ERM,0.0,0.0335452436768146,0.1477005025125628,0.1121880234505862,0.04,0.7354852386934674,0.7349254930399088,3b98ba390c13890a763df22b4bd5bd7295b3bc2c3122e683f0a90e8174aeeb1f,20,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.7815648674242425,0.7797668247388269
S3,WBCIC,MI,EEGNet,4,0,ERM,0.0,0.0276108733125572,0.1372162897822445,0.0997039545553856,0.0416666666666666,0.8247222222222221,0.8236457102728001,3c46b21ad8137a7cc8482d519ca38161d3b4b3bf6ac9565143a8e4ba997f644e,30,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.771875,0.7707464112671272
S3,WBCIC,MI,EEGNet,4,1,ERM,0.0,0.018025370067594,0.0977549204355108,0.0585268734979244,0.0416666666666666,0.8172222222222222,0.8154820511022798,22eac9213258b2328dffd3640a129f4fe3b9cddaa6cafcf488c40220d79c49bc,16,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.7781250000000001,0.7763020669920307
S3,WBCIC,MI,EEGNet,4,2,ERM,0.0,0.0217407729651899,0.1102528266331658,0.0715681669215643,0.0416666666666666,0.8172222222222223,0.8161081928043521,dbd06e6a6b598b76bda91e924a7aab333a583d2c1696b34e80bbc905859b888b,23,source_validation_mean_subject_BA_then_NLL,HISTORICALLY_OBSERVED,0.77125,0.770684738102133
S4,WBCIC,MI,EEGConformer,0,0,ERM,0.0,0.07130856200759172,0.21915043969849246,0.18520045881581823,0.041666666666666664,0.718125,0.7178155908057968,6f96b58b8428bf10bd776254d0055f77856b58b83341acb41eae40edd08bd7d3,23,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8127777777777778,0.8122927195218211
S4,WBCIC,MI,EEGConformer,0,1,ERM,0.0,0.0724969902826178,0.20559097571189278,0.1710514529167577,0.041666666666666664,0.723125,0.7212096818565814,51476bbeb54ca17ed57c5ade63af154799a5d9b649b85e451178a573df7c30ed,29,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.7922222222222222,0.7890316619882838
S4,WBCIC,MI,EEGConformer,0,2,ERM,0.0,0.05106947751719626,0.18255862646566162,0.14701769718155996,0.041666666666666664,0.7221875,0.720318008345245,a4aef7a25a602d182885d48431643b6483d12e7300ae05d78e572fb87945774e,25,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.7955555555555556,0.79484804429918
S4,WBCIC,MI,EEGConformer,1,0,ERM,0.0,0.07400362564871754,0.22302613065326632,0.19065221943048574,0.04,0.7721592336683416,0.7714007582181138,0db7ee1b77ddf9a2e98d0be75bf835a1dd9a08b3594bb1cbce24dd7b5ee89cc5,37,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.775625,0.7732137407976142
S4,WBCIC,MI,EEGConformer,1,1,ERM,0.0,0.07896825442206823,0.24085226130653264,0.20922110552763817,0.04,0.7793545854271356,0.7788631116234992,3b060792ce65828869ab129f2871ec17ded1d7b2bd0df645a818e0e7e38d91fc,45,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.784375,0.7835945865463024
S4,WBCIC,MI,EEGConformer,1,2,ERM,0.0,0.07953905921671778,0.22896231155778893,0.19683574120603015,0.04,0.7730621859296483,0.7699229157672512,54f1290b477c4e9dd91631b9d0f8f33c15476a13189a5a09dd59d0e87f2d96fd,24,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.780625,0.7767040140675032
