setting_id,dataset,task,backbone,fold,seed,method,lambda,source_identity,source_identity_raw_accuracy,source_identity_chance_normalized_accuracy,source_identity_chance_accuracy,source_validation_BA,source_validation_F1,checkpoint_sha256,training_epoch,selection_metric,outcome_status,ERM_outcome_competence_BA,ERM_outcome_competence_F1
S4,WBCIC,MI,EEGConformer,2,0,ERM,0.0,0.0835119333635661,0.23941055276381912,0.20771932579564492,0.04,0.8249293341708542,0.82451515998392,b28cdf472f863b15eb3cf9e12169386a38f2f842aefcd227225fcb151bff1338,31,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.75875,0.7580083253182346
S4,WBCIC,MI,EEGConformer,2,1,ERM,0.0,0.07784878692184272,0.23161557788944726,0.19959956030150755,0.04,0.8314949748743719,0.8297922249146672,dcf4d82c4549b87e5458d1bdbcacc28b62a1548d3ff3a0c7bd3d18c21dd4a48f,29,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.795,0.7941113703163667
S4,WBCIC,MI,EEGConformer,2,2,ERM,0.0,0.07688820012576669,0.25291457286432156,0.22178601340033496,0.04,0.8318184673366835,0.8294073769564962,2bca5a99603da2f6f7d7b5a572953c766820d1dca9a42c647ab7e4587d581f24,28,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.789375,0.7888846892477677
S4,WBCIC,MI,EEGConformer,3,0,ERM,0.0,0.08716338040707416,0.24480000000000002,0.21333333333333335,0.04,0.7467556532663316,0.7463689349666282,f266e3a9ad3b0387a4a1fb82be493a1ca5923b21b8ec9f42812a7bd44baca84c,33,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.7829774305555556,0.7814263665886316
S4,WBCIC,MI,EEGConformer,3,1,ERM,0.0,0.0881175746113203,0.24770904522613063,0.2163635887772194,0.04,0.7461667713567839,0.7436757001724048,d25def1c1331f050624e18a3f22d1c69f3f0e4fc7a58f8fad92b2a51bd17a466,55,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.7684840593434343,0.7631474550066508
S4,WBCIC,MI,EEGConformer,3,2,ERM,0.0,0.08779341538198238,0.24191658291457285,0.21032977386934673,0.04,0.7492870603015075,0.7474768883439292,03ee450cb91f93a9274e633c1bd3ffb3515ac8fd58acbbd26db485a24900ee45,40,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.7773011363636364,0.7737025400806129
S4,WBCIC,MI,EEGConformer,4,0,ERM,0.0,0.0811204581734215,0.21421587102177553,0.1800513436748962,0.041666666666666664,0.8247222222222221,0.8245060806055018,1b88c1b16b28f157da97e86fa280b0264aa45a68e61fa90d1e5ce7e85c9338cd,24,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.778125,0.7775885713326846
S4,WBCIC,MI,EEGConformer,4,1,ERM,0.0,0.07012086803466078,0.20235029313232833,0.1676698710946035,0.041666666666666664,0.8263888888888888,0.8259450317784363,992c39d4ccc73176d5f289bcff4e48daf9be874ecb4dccbd429ee37dd0123254,37,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.789375,0.7888833899748545
S4,WBCIC,MI,EEGConformer,4,2,ERM,0.0,0.06654068453432171,0.19859872278056953,0.1637551889884204,0.041666666666666664,0.8280555555555555,0.8264629240373681,493944f150623aad4208d279ccaf5fa28719591d1d8825bf8f7a7fb8853662ba,33,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.785625,0.7837323191024009
S5,OpenBMI,ERP,EEGNet,0,0,ERM,0.0,0.06800401422256974,0.22144360269360266,0.18759332454984626,0.041666666666666664,0.8332007575757576,0.796033730159875,5372fd0650d79572a7179162e35636dc732cad2a3c24d87c9c09814c9dfe3ca9,53,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8608712121212121,0.8125024031456558
S5,OpenBMI,ERP,EEGNet,0,1,ERM,0.0,0.06062247412703825,0.2224431818181818,0.1886363636363636,0.041666666666666664,0.8331439393939394,0.7980375982203587,46edb532298dec2312366e31c2a259b49913ee7a4aa6eebc82ab5ecf3e24627b,60,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8642045454545455,0.8149840392784302
S5,OpenBMI,ERP,EEGNet,0,2,ERM,0.0,0.06030539091485565,0.2186973905723906,0.18472771190162499,0.041666666666666664,0.8236553030303031,0.7897435285889668,a9dcc8e782634e0c2bd123c98144dbb15f8687a1481b4504b07dfdf7abe7b78d,37,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8583712121212121,0.8056396099705578
S5,OpenBMI,ERP,EEGNet,1,0,ERM,0.0,0.07419800371187968,0.24205597643097643,0.20910188844971453,0.041666666666666664,0.8726136363636363,0.8313660292819329,193f7e23c1090743299402cafa104f53a321b587d0c3ae2629e9c3e24d543784,54,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8324621212121213,0.7762354795886843
S5,OpenBMI,ERP,EEGNet,1,1,ERM,0.0,0.07243371002986576,0.23479587542087543,0.201526130873957,0.041666666666666664,0.8757575757575757,0.8322222433575939,ed60649abb0584d60f7588ca9067bc38f3e3d1de33ccef0afb5de5143759f9a6,55,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8407575757575758,0.7909802902126275
S5,OpenBMI,ERP,EEGNet,1,2,ERM,0.0,0.07668875367468964,0.24851641414141412,0.21584321475625823,0.041666666666666664,0.8681439393939394,0.8213978014753152,49722036981a23d65c3081fab5515509b7359f3eb7874fe9cc67c4e64f7d0731,58,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8414393939393939,0.7799099130301278
S5,OpenBMI,ERP,EEGNet,2,0,ERM,0.0,0.08013532704950688,0.27929292929292926,0.24795783926218706,0.041666666666666664,0.8464583333333333,0.8118022373546534,2b441261b2478649128768610086d0f5fa1a37769832463ca1d4399eec394c0d,53,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.861969696969697,0.8217751341240414
S5,OpenBMI,ERP,EEGNet,2,1,ERM,0.0,0.07287722747014747,0.25160984848484846,0.21907114624505927,0.041666666666666664,0.8426515151515152,0.8076448132184649,dbad57bf4ee27fe58f3886a866247414130ef8ddc8ed1ad2fbfec6b0b9d47fea,46,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8546212121212121,0.8117891832157234
S5,OpenBMI,ERP,EEGNet,2,2,ERM,0.0,0.060732017379482306,0.23265993265993268,0.19929732103645148,0.041666666666666664,0.8520454545454546,0.815605266119377,a5560ff78bf8b5c4a7a51fc49c19078c078cb6d932bf285facf4642ffff29d60,48,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8586363636363636,0.8109882299132334
S5,OpenBMI,ERP,EEGNet,3,0,ERM,0.0,0.06483113307834731,0.23465909090909093,0.2013833992094862,0.041666666666666664,0.930435606060606,0.8779957463927598,c1b9c2278e6857eae320e5d95a6da4d63a8070d87aee9768df82de6d760ab835,54,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8270075757575758,0.7820758275684345
S5,OpenBMI,ERP,EEGNet,3,1,ERM,0.0,0.06517512263083436,0.23247053872053872,0.19909969257795346,0.041666666666666664,0.9273674242424241,0.8726911116626784,d4b36d6c5d628447330ca214764c860a6c1edc8321c74ca8d6e8371ac7ba2af6,59,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8173484848484849,0.7732377165359716
S5,OpenBMI,ERP,EEGNet,3,2,ERM,0.0,0.06901556873452486,0.2379313973063973,0.2047979797979798,0.041666666666666664,0.9296022727272728,0.8804513159014288,f8dc4d695c5d73c98c277f58c74ea3aaf7551153a7fdaef945ad2d63620b6a2a,56,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8228030303030303,0.7842213466824115
S5,OpenBMI,ERP,EEGNet,4,0,ERM,0.0,0.07497304943257754,0.25480850168350166,0.22240887132191478,0.041666666666666664,0.8620265151515152,0.8107094140806521,b3d3948703b430a3166a36cd4e92ec3d1a626d7efcc86238fd98c446bbc1a6be,57,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.9018939393939394,0.8579422898739449
S5,OpenBMI,ERP,EEGNet,4,1,ERM,0.0,0.07299561394087473,0.24445496632996633,0.21160518225735617,0.041666666666666664,0.8603787878787879,0.7990646588129063,517b9eb4b597561b33f2567ddf444006fcda061a28f1b4771ba8c8f0e6481dbf,56,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.8993181818181818,0.8454139458844142
S5,OpenBMI,ERP,EEGNet,4,2,ERM,0.0,0.07343726435535647,0.2486637205387205,0.21599692577953442,0.041666666666666664,0.8666098484848485,0.8177365967437394,be3df130268b414f8628990d36bba78e7318711f5717f75e5693fa8d241e78c1,42,source_validation_mean_subject_BA_then_NLL,P4B_DIRECTION_UTILITY_SEALED,0.9035984848484848,0.8606947849733175
