dataset,K,same_auroc,same_auroc_ci95_l,same_auroc_ci95_u,same_spearman,same_spearman_ci95_l,same_spearman_ci95_u,different_auroc,same_minus_different_auroc,same_minus_different_auroc_ci95_l,same_minus_different_auroc_ci95_u,same_minus_different_spearman,same_minus_different_spearman_ci95_l,same_minus_different_spearman_ci95_u,subject_count,observation_count
OpenBMI,1,0.649804476245944,0.5703194774371597,0.7290144057576513,0.37172819122859413,0.2193926747865267,0.5148943095173666,0.45569514934686745,0.1941093268990765,0.08579716472158337,0.300505459121964,0.48451001053740783,0.2781282227089096,0.6817193077414034,54,220
OpenBMI,2,0.6998086363258175,0.6086848488160793,0.7858705225639212,0.44136975031415,0.2695569738407245,0.5949608112840292,0.45636076212663285,0.24344787419918462,0.13795831370650474,0.3523307424088173,0.5370437781396685,0.3303611615060672,0.7376533748116737,54,220
OpenBMI,4,0.7093768200349446,0.6305494516030066,0.786845872470504,0.47881304835374133,0.33505007967777345,0.6098608637822773,0.4395540394375572,0.2698227805973874,0.17059238389504733,0.36824928453727035,0.5995379318505829,0.40823759837889495,0.7818492942203707,54,220
WBCIC,1,0.5946490218642118,0.4985462399896206,0.695237412719058,0.2397299717219513,0.049772816192388256,0.4283950877736437,0.5614211737629459,0.03322784810126589,-0.08210185185185184,0.15625434819831113,0.11096925465247579,-0.13523424156143415,0.35316422276947695,41,167
WBCIC,2,0.6271576524741082,0.5261944930715976,0.7293983356257316,0.28888645542818175,0.08204568918882148,0.48325948117103645,0.5700517836593786,0.057105868814729566,-0.06546945138720653,0.1831423272998052,0.13727253402741307,-0.11098041015243523,0.36951996865831194,41,167
WBCIC,4,0.6636939010356732,0.5735285348486443,0.749288507001273,0.34955134853130276,0.14255884426855203,0.5401286668221246,0.5315017261219793,0.13219217491369384,0.017042262934659887,0.2478917589763177,0.2705886899894672,0.048053599122066686,0.4856597220246778,41,167
