dataset,fold,seed,epoch,step,subject_id,different_subject_id,permuted_subject_id,K,m_per_class,certificate_same,certificate_different,certificate_permuted,certificate_random,random_norm_error,certificate_pooled_group,harm_H,harm_label,L_out_before,L_out_after,delta_A_norm,task_gradient_norm,task_clip_scale,A_subject_count,B_meta_fold_subject_count,certificate_subject_id,outcome_subject_id,certificate_block_trials,outcome_block_trials
OpenBMI,0,0,1,1,1,5,54,1,16,0.0014723888598382473,0.000376809824956581,0.0004113627946935594,-3.891796222887933e-05,4.76837158203125e-07,0.00029644157621078193,0.0013366341590881348,1,0.5873717665672302,0.5887084007263184,0.005544671323150396,3.1061995029449463,1.0,32,9,1,1,128,32
OpenBMI,0,0,1,1,1,5,54,2,16,0.0012934759724885225,5.5996722949203104e-05,-1.375146530335769e-05,8.445448474958539e-05,9.5367431640625e-07,0.00029644157621078193,0.0013366341590881348,1,0.5873717665672302,0.5887084007263184,0.005544671323150396,3.1061995029449463,1.0,32,9,1,1,128,32
OpenBMI,0,0,1,1,1,5,54,4,16,0.0020015365444123745,-7.491039286833256e-05,0.0005166183109395206,-0.00032376369927078485,0.0,0.00029644157621078193,0.0013366341590881348,1,0.5873717665672302,0.5887084007263184,0.005544671323150396,3.1061995029449463,1.0,32,9,1,1,128,32
OpenBMI,0,0,1,1,18,26,7,1,16,0.0006040032021701336,0.0002713371650315821,0.00035592951462604105,6.308812589850277e-05,0.0,0.00029644157621078193,-0.000508725643157959,0,0.33412599563598633,0.33361726999282837,0.005544671323150396,3.1061995029449463,1.0,32,9,18,18,128,32
OpenBMI,0,0,1,1,18,26,7,2,16,-4.568378790281713e-05,0.00034383725142106414,0.0007638084352947772,0.00017299051978625357,1.6689300537109375e-06,0.00029644157621078193,-0.000508725643157959,0,0.33412599563598633,0.33361726999282837,0.005544671323150396,3.1061995029449463,1.0,32,9,18,18,128,32
OpenBMI,0,0,1,1,18,26,7,4,16,-4.734155663754791e-05,0.00013632926857098937,0.0001145347923738882,-0.00010789077350636944,2.384185791015625e-07,0.00029644157621078193,-0.000508725643157959,0,0.33412599563598633,0.33361726999282837,0.005544671323150396,3.1061995029449463,1.0,32,9,18,18,128,32
OpenBMI,0,0,1,1,26,31,18,1,16,0.0002713371650315821,0.00014068136806599796,0.0006040032021701336,9.230911382474005e-05,2.384185791015625e-07,0.00029644157621078193,0.0005207359790802002,1,0.3079717457294464,0.3084924817085266,0.005544671323150396,3.1061995029449463,1.0,32,9,26,26,128,32
OpenBMI,0,0,1,1,26,31,18,2,16,0.00034383725142106414,0.0003186192479915917,-4.568378790281713e-05,1.752121352183167e-05,1.430511474609375e-06,0.00029644157621078193,0.0005207359790802002,1,0.3079717457294464,0.3084924817085266,0.005544671323150396,3.1061995029449463,1.0,32,9,26,26,128,32
OpenBMI,0,0,1,1,26,31,18,4,16,0.00013632926857098937,4.767826612805948e-05,-4.734155663754791e-05,2.4004330043680966e-05,3.5762786865234375e-07,0.00029644157621078193,0.0005207359790802002,1,0.3079717457294464,0.3084924817085266,0.005544671323150396,3.1061995029449463,1.0,32,9,26,26,128,32
OpenBMI,0,0,1,1,31,37,26,1,16,0.00014068136806599796,6.21104845777154e-06,0.0002713371650315821,0.00016376761777792126,4.76837158203125e-07,0.00029644157621078193,0.00038732588291168213,1,0.1838449090719223,0.18423223495483398,0.005544671323150396,3.1061995029449463,1.0,32,9,31,31,128,32
OpenBMI,0,0,1,1,31,37,26,2,16,0.0003186192479915917,0.0002672236878424883,0.00034383725142106414,1.4748995454283431e-05,4.76837158203125e-07,0.00029644157621078193,0.00038732588291168213,1,0.1838449090719223,0.18423223495483398,0.005544671323150396,3.1061995029449463,1.0,32,9,31,31,128,32
OpenBMI,0,0,1,1,31,37,26,4,16,4.767826612805948e-05,-3.972541162511334e-05,0.00013632926857098937,-5.9602469264063984e-05,4.76837158203125e-07,0.00029644157621078193,0.00038732588291168213,1,0.1838449090719223,0.18423223495483398,0.005544671323150396,3.1061995029449463,1.0,32,9,31,31,128,32
OpenBMI,0,0,1,1,37,51,31,1,16,6.21104845777154e-06,-0.0012414074735715985,0.00014068136806599796,7.81019261921756e-05,0.0,0.00029644157621078193,0.001323789358139038,1,0.46194422245025635,0.4632680118083954,0.005544671323150396,3.1061995029449463,1.0,32,9,37,37,128,32
OpenBMI,0,0,1,1,37,51,31,2,16,0.0002672236878424883,-0.00011845264816656709,0.0003186192479915917,-9.252996096620336e-05,7.152557373046875e-07,0.00029644157621078193,0.001323789358139038,1,0.46194422245025635,0.4632680118083954,0.005544671323150396,3.1061995029449463,1.0,32,9,37,37,128,32
OpenBMI,0,0,1,1,37,51,31,4,16,-3.972541162511334e-05,1.3253884389996529e-05,4.767826612805948e-05,0.0001321365125477314,4.76837158203125e-07,0.00029644157621078193,0.001323789358139038,1,0.46194422245025635,0.4632680118083954,0.005544671323150396,3.1061995029449463,1.0,32,9,37,37,128,32
OpenBMI,0,0,1,1,5,7,1,1,16,0.000376809824956581,0.00035592951462604105,0.0014723888598382473,-6.086572466301732e-05,5.960464477539062e-07,0.00029644157621078193,-0.00014702975749969482,0,0.232884019613266,0.2327369898557663,0.005544671323150396,3.1061995029449463,1.0,32,9,5,5,128,32
OpenBMI,0,0,1,1,5,7,1,2,16,5.5996722949203104e-05,0.0007638084352947772,0.0012934759724885225,-3.8856152968946844e-05,2.384185791015625e-07,0.00029644157621078193,-0.00014702975749969482,0,0.232884019613266,0.2327369898557663,0.005544671323150396,3.1061995029449463,1.0,32,9,5,5,128,32
OpenBMI,0,0,1,1,5,7,1,4,16,-7.491039286833256e-05,0.0001145347923738882,0.0020015365444123745,-4.453428482520394e-05,3.5762786865234375e-07,0.00029644157621078193,-0.00014702975749969482,0,0.232884019613266,0.2327369898557663,0.005544671323150396,3.1061995029449463,1.0,32,9,5,5,128,32
OpenBMI,0,0,1,1,51,54,37,1,16,-0.0012414074735715985,0.0004113627946935594,6.21104845777154e-06,0.00011697301670210436,7.152557373046875e-07,0.00029644157621078193,-0.0014322549104690552,0,0.24622859060764313,0.24479633569717407,0.005544671323150396,3.1061995029449463,1.0,32,9,51,51,128,32
OpenBMI,0,0,1,1,51,54,37,2,16,-0.00011845264816656709,-1.375146530335769e-05,0.0002672236878424883,-0.000272204662906006,4.76837158203125e-07,0.00029644157621078193,-0.0014322549104690552,0,0.24622859060764313,0.24479633569717407,0.005544671323150396,3.1061995029449463,1.0,32,9,51,51,128,32
OpenBMI,0,0,1,1,51,54,37,4,16,1.3253884389996529e-05,0.0005166183109395206,-3.972541162511334e-05,-0.0001379557652398944,0.0,0.00029644157621078193,-0.0014322549104690552,0,0.24622859060764313,0.24479633569717407,0.005544671323150396,3.1061995029449463,1.0,32,9,51,51,128,32
OpenBMI,0,0,1,1,54,1,51,1,16,0.0004113627946935594,0.0014723888598382473,-0.0012414074735715985,0.00017121838754974306,1.430511474609375e-06,0.00029644157621078193,-0.00040414929389953613,0,0.4646467864513397,0.4642426371574402,0.005544671323150396,3.1061995029449463,1.0,32,9,54,54,128,32
OpenBMI,0,0,1,1,54,1,51,2,16,-1.375146530335769e-05,0.0012934759724885225,-0.00011845264816656709,-6.138392200227827e-05,1.430511474609375e-06,0.00029644157621078193,-0.00040414929389953613,0,0.4646467864513397,0.4642426371574402,0.005544671323150396,3.1061995029449463,1.0,32,9,54,54,128,32
