dataset,fold,K,subject_id,n_observations,harm_rate,mean_H,same_auroc,same_spearman,same_sign_accuracy,different_auroc,different_spearman,different_sign_accuracy,permuted_auroc,permuted_spearman,permuted_sign_accuracy,random_auroc,random_spearman,random_sign_accuracy
OpenBMI,4,2,22,1,0.0,-0.001196801662445,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,2,24,1,1.0,0.0014221668243408,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,2,25,1,0.0,-6.805360317230225e-05,,,0.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,2,26,1,0.0,-0.0008457005023956,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,2,27,1,0.0,-4.939734935760498e-05,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,2,28,1,0.0,-0.0008378475904464,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,2,29,1,0.0,-0.0004468262195587,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,2,32,1,0.0,-0.0002388656139373,,,0.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,2,33,1,0.0,-0.0002086162567138,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,2,34,1,0.0,-0.001559555530548,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,2,35,1,1.0,1.4826655387878418e-05,,,0.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,2,36,1,0.0,-8.151866495609283e-05,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,2,38,1,1.0,0.0003196597099304,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,2,4,1,1.0,0.0001387000083923,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,2,40,1,0.0,-0.0002239495515823,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,2,41,1,0.0,-0.0003128945827484,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,2,42,1,0.0,-0.0003166198730468,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,2,43,1,1.0,7.155537605285645e-05,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,4,2,44,1,1.0,0.0004986226558685,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,2,45,1,0.0,-4.163384437561035e-05,,,0.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,2,46,1,1.0,0.000438243150711,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,2,47,1,1.0,0.0002578943967819,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,2,48,1,1.0,2.6613473892211917e-05,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,2,5,1,1.0,6.040185689926148e-05,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,2,50,1,1.0,0.0006195306777954,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,2,51,1,0.0,-4.89652156829834e-05,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,2,52,1,1.0,0.0005919635295867,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,4,2,53,1,0.0,-0.0004435181617736,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,2,54,1,0.0,-0.000436246395111,,,0.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,2,6,1,0.0,-0.000919222831726,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,4,2,7,1,1.0,0.0002791583538055,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,2,9,1,0.0,-0.0013539195060729,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,4,4,1,1,0.0,-0.0008711516857147,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,4,10,1,0.0,-0.0006808042526245,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,4,13,1,1.0,0.000263512134552,,,0.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,4,14,1,0.0,-0.00179123878479,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,4,15,1,0.0,-0.0005055665969848,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,4,16,1,1.0,3.725290298461914e-05,,,0.0,,,0.0,,,1.0,,,0.0
OpenBMI,4,4,17,1,0.0,-0.0021030008792877,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,4,18,1,0.0,-4.583597183227539e-05,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,4,19,1,0.0,-0.0001031160354614,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,4,2,1,1.0,0.0002325773239135,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,4,20,1,1.0,1.5795230865478516e-05,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,4,4,21,1,0.0,-0.0002463459968566,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,4,4,22,1,0.0,-0.001196801662445,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,4,24,1,1.0,0.0014221668243408,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,4,4,25,1,0.0,-6.805360317230225e-05,,,0.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,4,26,1,0.0,-0.0008457005023956,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,4,27,1,0.0,-4.939734935760498e-05,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,4,28,1,0.0,-0.0008378475904464,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,4,29,1,0.0,-0.0004468262195587,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,4,4,32,1,0.0,-0.0002388656139373,,,0.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,4,33,1,0.0,-0.0002086162567138,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,4,4,34,1,0.0,-0.001559555530548,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,4,4,35,1,1.0,1.4826655387878418e-05,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,4,36,1,0.0,-8.151866495609283e-05,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,4,38,1,1.0,0.0003196597099304,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,4,4,4,1,1.0,0.0001387000083923,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,4,40,1,0.0,-0.0002239495515823,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,4,41,1,0.0,-0.0003128945827484,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,4,42,1,0.0,-0.0003166198730468,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,4,43,1,1.0,7.155537605285645e-05,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,4,44,1,1.0,0.0004986226558685,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,4,45,1,0.0,-4.163384437561035e-05,,,0.0,,,0.0,,,1.0,,,0.0
OpenBMI,4,4,46,1,1.0,0.000438243150711,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,4,47,1,1.0,0.0002578943967819,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,4,48,1,1.0,2.6613473892211917e-05,,,0.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,4,5,1,1.0,6.040185689926148e-05,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,4,50,1,1.0,0.0006195306777954,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,4,51,1,0.0,-4.89652156829834e-05,,,0.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,4,52,1,1.0,0.0005919635295867,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,4,53,1,0.0,-0.0004435181617736,,,0.0,,,1.0,,,0.0,,,1.0
OpenBMI,4,4,54,1,0.0,-0.000436246395111,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,4,6,1,0.0,-0.000919222831726,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,4,7,1,1.0,0.0002791583538055,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,4,4,9,1,0.0,-0.0013539195060729,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,0,1,11,1,1.0,0.0004379153251647,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,0,1,14,4,0.5,-2.2798776626586914e-06,0.5,0.2,0.5,0.5,-0.2,0.25,1.0,0.6,0.75,0.25,-0.4,0.25
WBCIC,0,1,17,4,0.25,-0.00010429322719572503,1.0,1.0,1.0,0.3333333333333333,-0.8,0.25,0.0,-1.0,0.0,0.3333333333333333,-0.4,0.25
WBCIC,0,1,27,1,0.0,-0.0001698732376098,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,0,1,32,4,0.25,2.111494541168681e-05,1.0,0.8,0.75,0.6666666666666666,0.8,0.5,0.0,-0.8,0.5,0.6666666666666666,0.0,0.5
WBCIC,0,1,34,1,0.0,-0.0005437135696411,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,0,1,41,1,0.0,-0.0001469254493713,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,0,1,42,1,0.0,-0.0002471208572387,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,0,1,44,4,0.75,2.8252601623524904e-05,0.0,-0.8,0.0,0.0,-0.8,0.25,0.3333333333333333,-0.4,0.25,1.0,0.8,0.5
WBCIC,0,1,47,1,1.0,7.045269012451172e-05,,,0.0,,,1.0,,,0.0,,,1.0
WBCIC,0,1,48,4,0.5,7.212162017818891e-05,1.0,0.8,1.0,0.5,-0.4,0.5,0.5,0.4,0.5,1.0,0.6,0.75
WBCIC,0,1,7,4,0.5,2.1465122699716116e-05,0.75,0.0,0.5,0.75,0.8,0.5,0.0,-0.8,0.25,0.75,0.4,0.5
WBCIC,0,1,9,1,0.0,-0.0004122257232666,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,0,2,11,1,1.0,0.0004379153251647,,,1.0,,,0.0,,,1.0,,,0.0
WBCIC,0,2,14,4,0.5,-2.2798776626586914e-06,0.5,0.2,0.5,1.0,0.8,0.75,0.5,-0.4,0.75,0.5,0.4,0.25
WBCIC,0,2,17,4,0.25,-0.00010429322719572503,0.3333333333333333,0.4,0.5,0.0,-1.0,0.5,0.0,-0.8,0.25,1.0,0.2,0.75
WBCIC,0,2,27,1,0.0,-0.0001698732376098,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,0,2,32,4,0.25,2.111494541168681e-05,1.0,1.0,1.0,0.6666666666666666,0.6,0.5,0.0,-1.0,0.75,1.0,1.0,0.75
WBCIC,0,2,34,1,0.0,-0.0005437135696411,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,0,2,41,1,0.0,-0.0001469254493713,,,0.0,,,1.0,,,0.0,,,1.0
WBCIC,0,2,42,1,0.0,-0.0002471208572387,,,1.0,,,1.0,,,0.0,,,0.0
WBCIC,0,2,44,4,0.75,2.8252601623524904e-05,0.0,-0.4,0.0,0.0,-0.8,0.25,0.3333333333333333,-0.4,0.5,0.6666666666666666,0.8,0.75
WBCIC,0,2,47,1,1.0,7.045269012451172e-05,,,0.0,,,1.0,,,0.0,,,1.0
WBCIC,0,2,48,4,0.5,7.212162017818891e-05,1.0,0.8,1.0,0.25,-0.8,0.25,0.75,0.8,0.5,0.0,-0.8,0.0
WBCIC,0,2,7,4,0.5,2.1465122699716116e-05,0.5,-0.4,0.25,0.75,0.8,0.5,0.0,-0.8,0.5,0.5,0.4,0.25
WBCIC,0,2,9,1,0.0,-0.0004122257232666,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,0,4,11,1,1.0,0.0004379153251647,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,0,4,14,4,0.5,-2.2798776626586914e-06,0.5,-0.2,0.75,1.0,0.6,0.75,0.0,-1.0,0.0,0.0,-0.8,0.25
WBCIC,0,4,17,4,0.25,-0.00010429322719572503,0.3333333333333333,0.2,0.5,0.3333333333333333,-0.8,0.5,0.0,-0.4,0.25,0.3333333333333333,-0.8,0.5
WBCIC,0,4,27,1,0.0,-0.0001698732376098,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,0,4,32,4,0.25,2.111494541168681e-05,1.0,0.8,1.0,0.3333333333333333,-0.4,0.75,0.0,-0.4,0.75,0.6666666666666666,-0.4,0.5
WBCIC,0,4,34,1,0.0,-0.0005437135696411,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,0,4,41,1,0.0,-0.0001469254493713,,,0.0,,,1.0,,,0.0,,,0.0
WBCIC,0,4,42,1,0.0,-0.0002471208572387,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,0,4,44,4,0.75,2.8252601623524904e-05,0.3333333333333333,0.4,0.25,0.0,-1.0,0.0,0.3333333333333333,-0.4,0.25,1.0,0.4,0.75
WBCIC,0,4,47,1,1.0,7.045269012451172e-05,,,1.0,,,1.0,,,0.0,,,0.0
WBCIC,0,4,48,4,0.5,7.212162017818891e-05,1.0,1.0,0.75,0.0,-1.0,0.25,0.5,0.2,0.75,0.5,0.4,0.5
WBCIC,0,4,7,4,0.5,2.1465122699716116e-05,0.5,-0.2,0.75,0.25,0.0,0.25,0.5,0.2,0.5,0.25,-0.4,0.25
WBCIC,0,4,9,1,0.0,-0.0004122257232666,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,1,1,1,1,1.0,0.0002531111240386,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,1,1,12,2,0.5,0.00013577938079834998,0.0,-1.0,0.0,0.0,-1.0,0.5,0.0,-1.0,0.5,1.0,1.0,1.0
WBCIC,1,1,17,1,1.0,8.943676948547363e-05,,,0.0,,,1.0,,,0.0,,,1.0
WBCIC,1,1,19,1,0.0,-0.0001071095466613,,,0.0,,,1.0,,,1.0,,,1.0
WBCIC,1,1,21,1,1.0,8.246302604675293e-05,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,1,1,22,1,1.0,0.0001973211765289,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,1,1,23,1,1.0,0.0001778230071067,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,1,1,24,1,0.0,-5.430728197097778e-05,,,0.0,,,0.0,,,0.0,,,0.0
WBCIC,1,1,25,1,1.0,0.0001671090722084,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,1,1,28,1,0.0,-6.657838821411133e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,1,1,29,1,1.0,3.3020973205566406e-05,,,0.0,,,1.0,,,1.0,,,1.0
WBCIC,1,1,3,2,0.0,-0.0014339908957481,,1.0,1.0,,-1.0,1.0,,1.0,0.0,,-1.0,0.0
WBCIC,1,1,30,1,0.0,-4.693865776062012e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,1,1,31,2,0.5,-0.00020113587379455003,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.0,-1.0,0.5
WBCIC,1,1,32,1,0.0,-0.0003462433815002,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,1,1,33,2,0.5,-0.0008535981178284,1.0,1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.5,1.0,1.0,1.0
WBCIC,1,1,34,2,0.5,-0.00011110305786129061,0.0,-1.0,0.0,1.0,1.0,0.5,0.0,-1.0,0.0,1.0,1.0,1.0
WBCIC,1,1,37,2,0.0,-0.0012252554297447,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0
WBCIC,1,1,42,1,0.0,-0.0009037852287292,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,1,1,47,1,0.0,-0.0001291334629058,,,1.0,,,1.0,,,0.0,,,0.0
WBCIC,1,1,48,1,0.0,-0.0001389384269714,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,1,1,49,1,1.0,0.000186800956726,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,1,1,5,2,0.0,-0.0006364732980728,,-1.0,1.0,,1.0,0.5,,1.0,0.5,,-1.0,0.0
WBCIC,1,1,50,1,1.0,0.0001078732311725,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,1,1,6,1,0.0,-4.0024518966674805e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,1,1,7,1,0.0,-0.0001475512981414,,,0.0,,,1.0,,,0.0,,,0.0
WBCIC,1,1,9,1,0.0,-0.0004769563674926,,,1.0,,,0.0,,,1.0,,,0.0
WBCIC,1,2,1,1,1.0,0.0002531111240386,,,1.0,,,1.0,,,0.0,,,0.0
WBCIC,1,2,12,2,0.5,0.00013577938079834998,0.0,-1.0,0.0,1.0,1.0,0.5,0.0,-1.0,0.5,0.0,-1.0,0.0
WBCIC,1,2,17,1,1.0,8.943676948547363e-05,,,0.0,,,1.0,,,0.0,,,1.0
WBCIC,1,2,19,1,0.0,-0.0001071095466613,,,0.0,,,1.0,,,1.0,,,1.0
WBCIC,1,2,21,1,1.0,8.246302604675293e-05,,,1.0,,,1.0,,,0.0,,,0.0
WBCIC,1,2,22,1,1.0,0.0001973211765289,,,1.0,,,0.0,,,1.0,,,0.0
WBCIC,1,2,23,1,1.0,0.0001778230071067,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,1,2,24,1,0.0,-5.430728197097778e-05,,,0.0,,,0.0,,,0.0,,,0.0
WBCIC,1,2,25,1,1.0,0.0001671090722084,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,1,2,28,1,0.0,-6.657838821411133e-05,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,1,2,29,1,1.0,3.3020973205566406e-05,,,0.0,,,1.0,,,1.0,,,1.0
WBCIC,1,2,3,2,0.0,-0.0014339908957481,,1.0,1.0,,1.0,1.0,,1.0,0.0,,-1.0,0.0
WBCIC,1,2,30,1,0.0,-4.693865776062012e-05,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,1,2,31,2,0.5,-0.00020113587379455003,0.0,-1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0
WBCIC,1,2,32,1,0.0,-0.0003462433815002,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,1,2,33,2,0.5,-0.0008535981178284,1.0,1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.5,1.0,1.0,0.5
WBCIC,1,2,34,2,0.5,-0.00011110305786129061,0.0,-1.0,0.0,1.0,1.0,0.5,0.0,-1.0,0.0,1.0,1.0,1.0
WBCIC,1,2,37,2,0.0,-0.0012252554297447,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,0.5
WBCIC,1,2,42,1,0.0,-0.0009037852287292,,,0.0,,,1.0,,,1.0,,,1.0
WBCIC,1,2,47,1,0.0,-0.0001291334629058,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,1,2,48,1,0.0,-0.0001389384269714,,,1.0,,,0.0,,,1.0,,,0.0
WBCIC,1,2,49,1,1.0,0.000186800956726,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,1,2,5,2,0.0,-0.0006364732980728,,1.0,1.0,,1.0,0.5,,1.0,0.5,,1.0,0.5
WBCIC,1,2,50,1,1.0,0.0001078732311725,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,1,2,6,1,0.0,-4.0024518966674805e-05,,,0.0,,,1.0,,,1.0,,,1.0
WBCIC,1,2,7,1,0.0,-0.0001475512981414,,,0.0,,,1.0,,,0.0,,,1.0
WBCIC,1,2,9,1,0.0,-0.0004769563674926,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,1,4,1,1,1.0,0.0002531111240386,,,1.0,,,1.0,,,0.0,,,0.0
WBCIC,1,4,12,2,0.5,0.00013577938079834998,0.0,-1.0,0.0,0.0,-1.0,0.5,0.0,-1.0,0.5,1.0,1.0,1.0
WBCIC,1,4,17,1,1.0,8.943676948547363e-05,,,1.0,,,1.0,,,0.0,,,0.0
WBCIC,1,4,19,1,0.0,-0.0001071095466613,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,1,4,21,1,1.0,8.246302604675293e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,1,4,22,1,1.0,0.0001973211765289,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,1,4,23,1,1.0,0.0001778230071067,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,1,4,24,1,0.0,-5.430728197097778e-05,,,0.0,,,0.0,,,0.0,,,0.0
WBCIC,1,4,25,1,1.0,0.0001671090722084,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,1,4,28,1,0.0,-6.657838821411133e-05,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,1,4,29,1,1.0,3.3020973205566406e-05,,,0.0,,,1.0,,,1.0,,,1.0
WBCIC,1,4,3,2,0.0,-0.0014339908957481,,1.0,1.0,,1.0,1.0,,1.0,0.0,,-1.0,0.0
WBCIC,1,4,30,1,0.0,-4.693865776062012e-05,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,1,4,31,2,0.5,-0.00020113587379455003,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
WBCIC,1,4,32,1,0.0,-0.0003462433815002,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,1,4,33,2,0.5,-0.0008535981178284,1.0,1.0,0.5,0.0,-1.0,0.5,0.0,-1.0,0.5,0.0,-1.0,0.5
WBCIC,1,4,34,2,0.5,-0.00011110305786129061,0.0,-1.0,0.5,1.0,1.0,0.5,0.0,-1.0,0.5,0.0,-1.0,0.0
WBCIC,1,4,37,2,0.0,-0.0012252554297447,,1.0,1.0,,1.0,1.0,,1.0,1.0,,-1.0,0.0
WBCIC,1,4,42,1,0.0,-0.0009037852287292,,,0.0,,,1.0,,,0.0,,,0.0
WBCIC,1,4,47,1,0.0,-0.0001291334629058,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,1,4,48,1,0.0,-0.0001389384269714,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,1,4,49,1,1.0,0.000186800956726,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,1,4,5,2,0.0,-0.0006364732980728,,1.0,1.0,,1.0,0.5,,1.0,1.0,,-1.0,0.0
WBCIC,1,4,50,1,1.0,0.0001078732311725,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,1,4,6,1,0.0,-4.0024518966674805e-05,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,1,4,7,1,0.0,-0.0001475512981414,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,1,4,9,1,0.0,-0.0004769563674926,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,2,1,1,1,0.0,-0.0001197159290313,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,2,1,11,1,1.0,0.0001818537712097,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,2,1,12,1,0.0,-1.1920928955078125e-07,,,1.0,,,1.0,,,0.0,,,1.0
WBCIC,2,1,13,1,1.0,4.047155380249024e-05,,,0.0,,,1.0,,,1.0,,,1.0
WBCIC,2,1,14,2,0.0,-0.0001577138900756375,,-1.0,0.5,,1.0,1.0,,-1.0,0.5,,1.0,1.0
WBCIC,2,1,16,1,1.0,2.562999725341797e-05,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,2,1,17,2,0.5,-1.8425285816177638e-05,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.0,-1.0,0.0
WBCIC,2,1,18,1,1.0,0.0003417134284973,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,2,1,19,1,0.0,-7.82012939453125e-05,,,1.0,,,0.0,,,1.0,,,0.0
WBCIC,2,1,2,2,0.5,-1.8060207366898826e-05,1.0,1.0,0.5,0.0,-1.0,0.5,1.0,1.0,1.0,0.0,-1.0,0.0
WBCIC,2,1,21,1,1.0,9.88692045211792e-05,,,1.0,,,1.0,,,0.0,,,0.0
WBCIC,2,1,24,1,1.0,1.8641352653503415e-05,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,2,1,27,1,0.0,-0.0001345872879028,,,0.0,,,0.0,,,1.0,,,1.0
WBCIC,2,1,28,1,1.0,0.0001029968261718,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,2,1,3,2,0.5,-2.5210902094800007e-05,0.0,-1.0,0.5,0.0,-1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0
WBCIC,2,1,30,1,0.0,-2.3365020751953125e-05,,,0.0,,,1.0,,,0.0,,,1.0
WBCIC,2,1,31,2,0.5,0.00011481344699855646,0.0,-1.0,0.5,1.0,1.0,1.0,0.0,-1.0,0.5,0.0,-1.0,0.0
WBCIC,2,1,32,1,0.0,-1.0013580322265623e-05,,,0.0,,,1.0,,,0.0,,,0.0
WBCIC,2,1,33,2,1.0,0.00015364959836,,1.0,0.5,,-1.0,0.5,,1.0,1.0,,1.0,1.0
WBCIC,2,1,36,1,0.0,-0.0001111328601837,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,2,1,38,1,1.0,0.0001040697097778,,,0.0,,,1.0,,,1.0,,,1.0
WBCIC,2,1,41,1,1.0,3.74913215637207e-05,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,2,1,44,1,1.0,0.0001290440559387,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,2,1,45,1,0.0,-2.568960189819336e-05,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,2,1,47,1,1.0,8.890032768249512e-05,,,0.0,,,1.0,,,1.0,,,0.0
WBCIC,2,1,48,2,0.5,-9.926036000247676e-05,1.0,1.0,1.0,1.0,1.0,0.5,0.0,-1.0,0.0,1.0,1.0,1.0
WBCIC,2,1,5,1,0.0,-1.424551010131836e-05,,,0.0,,,0.0,,,1.0,,,1.0
WBCIC,2,2,1,1,0.0,-0.0001197159290313,,,1.0,,,1.0,,,1.0,,,0.0
WBCIC,2,2,11,1,1.0,0.0001818537712097,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,2,2,12,1,0.0,-1.1920928955078125e-07,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,2,2,13,1,1.0,4.047155380249024e-05,,,1.0,,,1.0,,,0.0,,,0.0
WBCIC,2,2,14,2,0.0,-0.0001577138900756375,,1.0,0.5,,1.0,0.5,,-1.0,0.0,,-1.0,0.5
WBCIC,2,2,16,1,1.0,2.562999725341797e-05,,,1.0,,,0.0,,,0.0,,,0.0
WBCIC,2,2,17,2,0.5,-1.8425285816177638e-05,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,-1.0,0.0
WBCIC,2,2,18,1,1.0,0.0003417134284973,,,0.0,,,0.0,,,1.0,,,0.0
WBCIC,2,2,19,1,0.0,-7.82012939453125e-05,,,1.0,,,1.0,,,1.0,,,1.0
WBCIC,2,2,2,2,0.5,-1.8060207366898826e-05,1.0,1.0,0.5,0.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
WBCIC,2,2,21,1,1.0,9.88692045211792e-05,,,1.0,,,0.0,,,0.0,,,1.0
WBCIC,2,2,24,1,1.0,1.8641352653503415e-05,,,0.0,,,0.0,,,0.0,,,0.0
WBCIC,2,2,27,1,0.0,-0.0001345872879028,,,1.0,,,0.0,,,1.0,,,1.0
WBCIC,2,2,28,1,1.0,0.0001029968261718,,,0.0,,,0.0,,,0.0,,,1.0
WBCIC,2,2,3,2,0.5,-2.5210902094800007e-05,0.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBCIC,2,2,30,1,0.0,-2.3365020751953125e-05,,,0.0,,,1.0,,,1.0,,,0.0
