fold,seed,task,block,dimensions,persistence_supported,n_unique_subjects,n_split_observations,bootstrap_hierarchy,u_abs_mean,u_abs_CI95,u_abs_sign_probability,u_spec_mean,u_spec_CI95,u_spec_sign_probability,raw_BA_change,same_rank_random_BA_change,u_abs_bootstrap,u_spec_bootstrap,random_interventions
0,1,mi,0,1,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.00024270368714836984,"[6.183025078448715e-05, 0.0004327876810000417]",0.9963,-0.00570835889284502,"[-0.006389607401722921, -0.005059743451403562]",0.0,-0.0005371093749999998,-0.00994921875,"{'mean': 0.00024270368714836984, 'ci95': [6.183025078448715e-05, 0.0004327876810000417], 'sign_probability': 0.9963, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.00570835889284502, 'ci95': [-0.006389607401722921, -0.005059743451403562], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
0,1,mi,1,1,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.00015558644607917456,"[-0.0010916357047842647, 0.0008591579262255898]",0.3715,-0.005245470811323942,"[-0.006274526081759894, -0.004192750283646534]",0.0,0.0006835937500000002,-0.0077900390625,"{'mean': -0.00015558644607917456, 'ci95': [-0.0010916357047842647, 0.0008591579262255898], 'sign_probability': 0.3715, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.005245470811323942, 'ci95': [-0.006274526081759894, -0.004192750283646534], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
0,1,mi,2,3,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.00026923126502484515,"[-0.0012075687947043904, 0.0017736336007069095]",0.6276,-0.018577781796645355,"[-0.020873679105842268, -0.016255511980767745]",0.0,-0.0029052734374999997,-0.027964762369791667,"{'mean': 0.00026923126502484515, 'ci95': [-0.0012075687947043904, 0.0017736336007069095], 'sign_probability': 0.6276, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.018577781796645355, 'ci95': [-0.020873679105842268, -0.016255511980767745], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
0,1,mi,3,4,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.009588236675898091,"[0.004560099288858008, 0.01534759405977439]",0.9999,-0.016696496519576925,"[-0.02230935426303475, -0.010933082524669189]",0.0,-0.016849772135416666,-0.0376131591796875,"{'mean': 0.009588236675898091, 'ci95': [0.004560099288858008, 0.01534759405977439], 'sign_probability': 0.9999, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.016696496519576925, 'ci95': [-0.02230935426303475, -0.010933082524669189], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
0,1,mi,4,4,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.010162508136377988,"[0.005755611768050282, 0.014734816445916264]",1.0,-0.015467842687090535,"[-0.02030271882706997, -0.010870968152667077]",0.0,-0.020149739583333333,-0.03618473307291667,"{'mean': 0.010162508136377988, 'ci95': [0.005755611768050282, 0.014734816445916264], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.015467842687090535, 'ci95': [-0.02030271882706997, -0.010870968152667077], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
0,1,mi,5,4,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.05341028172185962,"[0.04458177142584429, 0.06325627701276738]",1.0,0.03706641014211885,"[0.02809421239041678, 0.04719482421910088]",1.0,-0.07344563802083334,-0.024919514973958334,"{'mean': 0.05341028172185962, 'ci95': [0.04458177142584429, 0.06325627701276738], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': 0.03706641014211885, 'ci95': [0.02809421239041678, 0.04719482421910088], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}",100
0,1,mi,6,3,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.054691323664181876,"[0.04607302007291415, 0.06371058067433087]",1.0,0.04262770368889032,"[0.033329805868604956, 0.05170882482235308]",1.0,-0.07285970052083332,-0.018185343424479167,"{'mean': 0.054691323664181876, 'ci95': [0.04607302007291415, 0.06371058067433087], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': 0.04262770368889032, 'ci95': [0.033329805868604956, 0.05170882482235308], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}",100
0,1,erp,0,1,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.001556405124382489,"[0.0006114363347540715, 0.0024825855082685703]",0.9995,-0.0004720329093522303,"[-0.001299259519057399, 0.0003504572808664178]",0.1344,-0.00435791015625,-0.0038924153645833333,"{'mean': 0.001556405124382489, 'ci95': [0.0006114363347540715, 0.0024825855082685703], 'sign_probability': 0.9995, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.0004720329093522303, 'ci95': [-0.001299259519057399, 0.0003504572808664178], 'sign_probability': 0.1344, 'draws': 10000, 'n_unique_subjects': 32}",100
0,1,erp,1,1,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-4.531840716815518e-05,"[-0.00021439493109786715, 0.0001343291877100042]",0.3084,-0.0024822591561341764,"[-0.0029027618992450853, -0.002048881483390358]",0.0,0.0003377278645833332,-0.005057657877604167,"{'mean': -4.531840716815518e-05, 'ci95': [-0.00021439493109786715, 0.0001343291877100042], 'sign_probability': 0.3084, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.0024822591561341764, 'ci95': [-0.0029027618992450853, -0.002048881483390358], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
0,1,erp,2,3,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.0017451648859540393,"[0.0006626864802391676, 0.0028372127680298177]",0.9995,-0.005543468373942288,"[-0.007211329044659934, -0.003877871081498849]",0.0,-0.0059773763020833336,-0.012977986653645832,"{'mean': 0.0017451648859540393, 'ci95': [0.0006626864802391676, 0.0028372127680298177], 'sign_probability': 0.9995, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.005543468373942288, 'ci95': [-0.007211329044659934, -0.003877871081498849], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
