dataset,method_id,subjects,mean_subject_BA,Delta_BA_vs_B_STRONG,CI95_L,CI95_U,accuracy,macro_f1,NLL,Brier,ECE,positive_subject_fraction,nonnegative_subject_fraction,worst_subject_delta,switch_rate,rescue_count,harm_count,rescue_precision,harm_rate,OUTER_TEST_USED,positive_fold_fraction,WBCIC_B_STRONG,Delta_BA_vs_WBCIC_B_STRONG,CI95_L_vs_WBCIC_B_STRONG,CI95_U_vs_WBCIC_B_STRONG,positive_subject_fraction_vs_WBCIC_B_STRONG,nonnegative_subject_fraction_vs_WBCIC_B_STRONG,worst_subject_delta_vs_WBCIC_B_STRONG
WBCIC_NEMAR_nm000348_authorized_development_S3,W1_RAW_LINEAR,41,0.8067887718649914,0.0031630327666913,-0.0018369672333086,0.0081733955407735,0.8067114093959732,0.8032346743953254,0.381460902040139,0.126281300910772,0.0179189214373334,0.4390243902439024,0.6585365853658537,-0.0349999999999999,0.0549115314215985,238,212,0.5288888888888889,0.4711111111111111,False,0.8,,,,,,,
WBCIC_NEMAR_nm000348_authorized_development_S3,W1_DEEPSETS_KEEP,41,0.8055718773096823,0.0019461382113821,-0.003790650406504,0.0074390243902438,0.8054911531421598,0.8029913861413635,0.3814717269871159,0.1267078999673286,0.0134064027635619,0.3658536585365853,0.6341463414634146,-0.065,0.0439292251372788,188,172,0.5222222222222223,0.4777777777777778,False,0.6,,,,,,,
WBCIC_NEMAR_nm000348_authorized_development_S3,W1_MASKED_POOL_SHRUNK_THR,41,0.8019273527962552,-0.0016983863020448,-0.0073170731707316,0.0034146341463414,0.80183038438072,0.8000844022382595,0.3811534814179312,0.126910227048179,0.0175564737663717,0.3658536585365853,0.5365853658536586,-0.065,0.0302623550945698,117,131,0.4717741935483871,0.5282258064516129,False,0.2,W0_STATIC_ALL_PROBABILITY_MEAN,-0.0016983863020448,-0.0073170731707316,0.0034146341463414,0.3658536585365853,0.5365853658536586,-0.065
