dataset,method_id,subjects,mean_subject_BA,Delta_BA_vs_B_STRONG,CI95_L,CI95_U,accuracy,macro_f1,NLL,Brier,ECE,positive_subject_fraction,nonnegative_subject_fraction,worst_subject_delta,switch_rate,rescue_count,harm_count,rescue_precision,harm_rate,OUTER_TEST_USED,positive_fold_fraction
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,52,0.8509615384615383,0.0045192307692307,0.0020192307692307,0.0072115384615384,0.8509615384615384,0.8494798153192711,0.3529391127498543,0.1093313752461143,0.0172762266740616,0.5,0.8269230769230769,-0.0149999999999999,0.0127884615384615,90,43,0.6766917293233082,0.3233082706766917,False,1.0
OpenBMI_SSVEP_NEMAR_nm000273_offline,A2_KEEP_ACTION_NO_PERSIST,52,0.8464423076923077,-6.405132834375904e-18,-0.0038461538461538,0.0037499999999999,0.8464423076923077,0.8450636661910493,0.3523482924113308,0.1096854422011908,0.0160021404970386,0.4038461538461538,0.6538461538461539,-0.04,0.0246153846153846,128,128,0.5,0.5,False,0.6
OpenBMI_SSVEP_NEMAR_nm000273_offline,A3_KEEP_ACTION_PERSIST,52,0.845576923076923,-0.0008653846153846,-0.0047115384615384,0.0026923076923076,0.8455769230769231,0.8441038792628925,0.353638427132902,0.1102040506186146,0.0147683317999473,0.3846153846153846,0.6346153846153846,-0.0449999999999999,0.0235576923076923,118,127,0.4816326530612245,0.5183673469387755,False,0.6
