fold,seed,task,block,dimensions,persistence_supported,n_unique_subjects,n_split_observations,bootstrap_hierarchy,u_abs_mean,u_abs_CI95,u_abs_sign_probability,u_spec_mean,u_spec_CI95,u_spec_sign_probability,raw_BA_change,same_rank_random_BA_change,u_abs_bootstrap,u_spec_bootstrap,random_interventions
2,0,mi,0,1,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,3.5511067070388935e-05,"[-0.0005952881349078175, 0.0006350962794154372]",0.5443,-0.004964367375263258,"[-0.005909306504456203, -0.004032287362805649]",0.0,0.0033318014705882347,-0.007351983762254901,"{'mean': 3.5511067070388935e-05, 'ci95': [-0.0005952881349078175, 0.0006350962794154372], 'sign_probability': 0.5443, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.004964367375263258, 'ci95': [-0.005909306504456203, -0.004032287362805649], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
2,0,mi,1,1,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.00037526162114299516,"[-0.0021004472087535865, 0.0012181394148560155]",0.3276,-0.005276887217192968,"[-0.007172481823962876, -0.003641050510472088]",0.0,-0.0023935355392156864,-0.006117110906862745,"{'mean': -0.00037526162114299516, 'ci95': [-0.0021004472087535865, 0.0012181394148560155], 'sign_probability': 0.3276, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.005276887217192968, 'ci95': [-0.007172481823962876, -0.003641050510472088], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
2,0,mi,2,2,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.0011785027906108334,"[-0.0005056729162141727, 0.002800020405634112]",0.9183,-0.010853257443923589,"[-0.014253925516308654, -0.008164670899067137]",0.0,-0.0014169730392156862,-0.01663583792892157,"{'mean': 0.0011785027906108334, 'ci95': [-0.0005056729162141727, 0.002800020405634112], 'sign_probability': 0.9183, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.010853257443923589, 'ci95': [-0.014253925516308654, -0.008164670899067137], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
2,0,mi,3,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.015172938225139751,"[0.006278089473003319, 0.025501711522661268]",0.9999,-0.00645676642460121,"[-0.01524298460154183, 0.0027373204479392457]",0.0803,-0.02688419117647059,-0.029482230392156864,"{'mean': 0.015172938225139751, 'ci95': [0.006278089473003319, 0.025501711522661268], 'sign_probability': 0.9999, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.00645676642460121, 'ci95': [-0.01524298460154183, 0.0027373204479392457], 'sign_probability': 0.0803, 'draws': 10000, 'n_unique_subjects': 34}",100
2,0,mi,4,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.013884256875139578,"[0.007557364037485903, 0.02109989991617955]",1.0,-0.008510803880114808,"[-0.014814540483497708, -0.002113858061974939]",0.0045,-0.015050551470588236,-0.03128370098039216,"{'mean': 0.013884256875139578, 'ci95': [0.007557364037485903, 0.02109989991617955], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.008510803880114808, 'ci95': [-0.014814540483497708, -0.002113858061974939], 'sign_probability': 0.0045, 'draws': 10000, 'n_unique_subjects': 34}",100
2,0,mi,5,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.031305653017826986,"[0.02416925524384646, 0.03888782554782844]",1.0,0.011882603931543475,"[0.005338983615299961, 0.018793794935820948]",1.0,-0.04532398897058824,-0.026025965073529417,"{'mean': 0.031305653017826986, 'ci95': [0.02416925524384646, 0.03888782554782844], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': 0.011882603931543475, 'ci95': [0.005338983615299961, 0.018793794935820948], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}",100
2,0,mi,6,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.03864520489247871,"[0.028312555835667587, 0.0521773564447538]",1.0,0.02306195573371203,"[0.01034980706053707, 0.03914838869225115]",0.9999,-0.05229396446078431,-0.02336435355392157,"{'mean': 0.03864520489247871, 'ci95': [0.028312555835667587, 0.0521773564447538], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': 0.02306195573371203, 'ci95': [0.01034980706053707, 0.03914838869225115], 'sign_probability': 0.9999, 'draws': 10000, 'n_unique_subjects': 34}",100
2,0,erp,0,1,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.0017509790377663336,"[0.0008080278155393213, 0.0026330115061989]",0.9996,-0.0007203916492637912,"[-0.0016857783659468646, 0.00021868181630606742]",0.0639,0.0015893075980392155,-0.0043215762867647054,"{'mean': 0.0017509790377663336, 'ci95': [0.0008080278155393213, 0.0026330115061989], 'sign_probability': 0.9996, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.0007203916492637912, 'ci95': [-0.0016857783659468646, 0.00021868181630606742], 'sign_probability': 0.0639, 'draws': 10000, 'n_unique_subjects': 34}",100
2,0,erp,1,1,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.00023732822242513295,"[-0.0007128347717928376, 0.0002574142907484609]",0.1644,-0.0026800329583466197,"[-0.0032779005342634267, -0.0021174796004436694]",0.0,-0.0003255208333333335,-0.004010991115196079,"{'mean': -0.00023732822242513295, 'ci95': [-0.0007128347717928376, 0.0002574142907484609], 'sign_probability': 0.1644, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.0026800329583466197, 'ci95': [-0.0032779005342634267, -0.0021174796004436694], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
2,0,erp,2,2,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.0004376465943234764,"[-0.0005606886562858742, 0.0015320928804739113]",0.7897,-0.005139312335677301,"[-0.006269640743169017, -0.003916770770127707]",0.0,-0.0018765318627450983,-0.009896982230392155,"{'mean': 0.0004376465943234764, 'ci95': [-0.0005606886562858742, 0.0015320928804739113], 'sign_probability': 0.7897, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.005139312335677301, 'ci95': [-0.006269640743169017, -0.003916770770127707], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
