fold,seed,subject_id,method,perturbation,draw,BA,logit_RMS,margin_RMS
0,0,15,A2_SOURCE_ONLY,channel_dropout,4,0.87,1.3509790897369385,2.4140398502349854
0,0,15,PUD_SOURCE_ONLY,channel_dropout,4,0.72,1.2144705057144165,2.2987189292907715
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,4,0.8500000000000001,1.1298842430114746,2.153637409210205
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,4,0.88,1.1401934623718262,2.1708319187164307
0,0,15,B0_VANILLA_EEGNET,channel_dropout,5,0.78,1.143555760383606,2.1627285480499268
0,0,15,A2_SOURCE_ONLY,channel_dropout,5,0.88,1.2901283502578735,2.315577507019043
0,0,15,PUD_SOURCE_ONLY,channel_dropout,5,0.68,1.2848321199417114,2.4761219024658203
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,5,0.8200000000000001,1.0970221757888794,2.122703790664673
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,5,0.8200000000000001,1.1533936262130737,2.213548183441162
0,0,15,B0_VANILLA_EEGNET,channel_dropout,6,0.65,1.4099732637405396,2.7565207481384277
0,0,15,A2_SOURCE_ONLY,channel_dropout,6,0.8200000000000001,1.231170892715454,2.1589343547821045
0,0,15,PUD_SOURCE_ONLY,channel_dropout,6,0.6799999999999999,1.2074533700942993,2.293301582336426
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,6,0.69,1.1885281801223755,2.2915122509002686
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,6,0.69,1.2532720565795898,2.421304702758789
0,0,15,B0_VANILLA_EEGNET,channel_dropout,7,0.66,1.1764483451843262,2.2734885215759277
0,0,15,A2_SOURCE_ONLY,channel_dropout,7,0.76,1.3007142543792725,2.362459182739258
0,0,15,PUD_SOURCE_ONLY,channel_dropout,7,0.65,1.3131788969039917,2.5311684608459473
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,7,0.64,1.2782995700836182,2.490640163421631
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,7,0.65,1.367104411125183,2.669581413269043
0,0,15,B0_VANILLA_EEGNET,channel_dropout,8,0.8999999999999999,1.0764211416244507,2.0671117305755615
0,0,15,A2_SOURCE_ONLY,channel_dropout,8,0.9,1.297978401184082,2.371004343032837
0,0,15,PUD_SOURCE_ONLY,channel_dropout,8,0.8,1.1721798181533813,2.232778549194336
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,8,0.8500000000000001,1.115739345550537,2.1485302448272705
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,8,0.8899999999999999,1.0838614702224731,2.0778005123138428
0,0,15,B0_VANILLA_EEGNET,channel_dropout,9,0.8400000000000001,1.1020315885543823,2.1146528720855713
0,0,15,A2_SOURCE_ONLY,channel_dropout,9,0.9,1.3699374198913574,2.4966940879821777
0,0,15,PUD_SOURCE_ONLY,channel_dropout,9,0.69,1.322230339050293,2.5456807613372803
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,9,0.83,1.0937957763671875,2.067063570022583
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,9,0.86,1.1591079235076904,2.2107489109039307
0,0,15,B0_VANILLA_EEGNET,channel_dropout,10,0.86,1.1751036643981934,2.2417922019958496
0,0,15,A2_SOURCE_ONLY,channel_dropout,10,0.8500000000000001,1.3639601469039917,2.5591299533843994
0,0,15,PUD_SOURCE_ONLY,channel_dropout,10,0.66,1.2329227924346924,2.3839282989501953
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,10,0.77,1.110892415046692,2.1469125747680664
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,10,0.78,1.1331415176391602,2.1880857944488525
0,0,15,B0_VANILLA_EEGNET,channel_dropout,11,0.84,1.1588302850723267,2.228991985321045
0,0,15,A2_SOURCE_ONLY,channel_dropout,11,0.84,1.2775213718414307,2.3358283042907715
0,0,15,PUD_SOURCE_ONLY,channel_dropout,11,0.76,1.1356983184814453,2.1730458736419678
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,11,0.81,1.0398920774459839,1.974238395690918
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,11,0.8500000000000001,1.0582720041275024,2.017226219177246
0,0,15,B0_VANILLA_EEGNET,channel_dropout,12,0.81,1.1961623430252075,2.282008409500122
0,0,15,A2_SOURCE_ONLY,channel_dropout,12,0.9099999999999999,1.2725967168807983,2.3023481369018555
0,0,15,PUD_SOURCE_ONLY,channel_dropout,12,0.8,1.1724618673324585,2.236833333969116
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,12,0.9,1.144490361213684,2.1921210289001465
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,12,0.89,1.1619888544082642,2.2040164470672607
0,0,15,B0_VANILLA_EEGNET,channel_dropout,13,0.8,1.1012284755706787,2.12142014503479
0,0,15,A2_SOURCE_ONLY,channel_dropout,13,0.87,1.216569423675537,2.2046053409576416
0,0,15,PUD_SOURCE_ONLY,channel_dropout,13,0.8500000000000001,1.1049071550369263,2.1082756519317627
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,13,0.85,1.0777944326400757,2.06087589263916
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,13,0.8400000000000001,1.0720847845077515,2.032806396484375
0,0,15,B0_VANILLA_EEGNET,channel_dropout,14,0.88,1.1807392835617065,2.2932822704315186
0,0,15,A2_SOURCE_ONLY,channel_dropout,14,0.81,1.2545764446258545,2.2299275398254395
0,0,15,PUD_SOURCE_ONLY,channel_dropout,14,0.65,1.165196180343628,2.2158634662628174
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,14,0.6699999999999999,1.1056489944458008,2.1240336894989014
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,14,0.71,1.0412133932113647,1.9940283298492432
0,0,15,B0_VANILLA_EEGNET,channel_dropout,15,0.77,1.0473337173461914,2.0036489963531494
0,0,15,A2_SOURCE_ONLY,channel_dropout,15,0.8600000000000001,1.2771449089050293,2.299318552017212
0,0,15,PUD_SOURCE_ONLY,channel_dropout,15,0.76,1.1678582429885864,2.20990252494812
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,15,0.8200000000000001,1.1389564275741577,2.1566174030303955
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,15,0.85,1.1615617275238037,2.2003228664398193
0,0,15,B0_VANILLA_EEGNET,channel_dropout,16,0.75,0.995442807674408,1.896875023841858
0,0,15,A2_SOURCE_ONLY,channel_dropout,16,0.78,1.173693299293518,2.0631842613220215
0,0,15,PUD_SOURCE_ONLY,channel_dropout,16,0.63,1.301999568939209,2.492034673690796
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,16,0.8,1.0134276151657104,1.9341539144515991
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,16,0.79,0.9916064739227295,1.8879281282424927
0,0,15,B0_VANILLA_EEGNET,channel_dropout,17,0.75,1.1817052364349365,2.2733542919158936
0,0,15,A2_SOURCE_ONLY,channel_dropout,17,0.8200000000000001,1.270558476448059,2.2769439220428467
0,0,15,PUD_SOURCE_ONLY,channel_dropout,17,0.82,1.1441497802734375,2.172658681869507
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,17,0.77,1.1177817583084106,2.145759105682373
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,17,0.79,1.130728006362915,2.159691095352173
0,0,15,B0_VANILLA_EEGNET,channel_dropout,18,0.8600000000000001,1.0995750427246094,2.119905710220337
0,0,15,A2_SOURCE_ONLY,channel_dropout,18,0.8,1.2737278938293457,2.2297165393829346
0,0,15,PUD_SOURCE_ONLY,channel_dropout,18,0.6699999999999999,1.184570074081421,2.2425484657287598
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,18,0.75,1.1088004112243652,2.1349098682403564
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,18,0.8,1.0774130821228027,2.0602643489837646
0,0,15,B0_VANILLA_EEGNET,channel_dropout,19,0.74,1.098559021949768,2.0913429260253906
0,0,15,A2_SOURCE_ONLY,channel_dropout,19,0.75,1.471498727798462,2.7559852600097656
0,0,15,PUD_SOURCE_ONLY,channel_dropout,19,0.71,1.2033296823501587,2.306096315383911
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,19,0.78,1.2066925764083862,2.337099552154541
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,19,0.77,1.2607203722000122,2.4386823177337646
0,0,15,B0_VANILLA_EEGNET,channel_dropout,20,0.88,1.0522664785385132,1.9779531955718994
0,0,15,A2_SOURCE_ONLY,channel_dropout,20,0.8400000000000001,1.2387830018997192,2.270909070968628
0,0,15,PUD_SOURCE_ONLY,channel_dropout,20,0.73,1.1613105535507202,2.2046775817871094
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,20,0.78,1.048893690109253,2.0053155422210693
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,20,0.8,1.095550537109375,2.0962576866149902
0,0,15,B0_VANILLA_EEGNET,channel_dropout,21,0.8500000000000001,1.0354012250900269,1.969807505607605
0,0,15,A2_SOURCE_ONLY,channel_dropout,21,0.86,1.2081515789031982,2.1313860416412354
0,0,15,PUD_SOURCE_ONLY,channel_dropout,21,0.72,1.1289774179458618,2.1347317695617676
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,21,0.81,1.0221550464630127,1.9479238986968994
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,21,0.85,1.0596352815628052,2.0265886783599854
0,0,15,B0_VANILLA_EEGNET,channel_dropout,22,0.9099999999999999,1.1045595407485962,2.105512857437134
0,0,15,A2_SOURCE_ONLY,channel_dropout,22,0.8799999999999999,1.2591488361358643,2.2987823486328125
0,0,15,PUD_SOURCE_ONLY,channel_dropout,22,0.75,1.080675721168518,2.059523820877075
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,22,0.78,1.1766748428344727,2.262782335281372
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,22,0.79,1.276487112045288,2.45585298538208
0,0,15,B0_VANILLA_EEGNET,channel_dropout,23,0.73,1.0740455389022827,2.0503768920898438
0,0,15,A2_SOURCE_ONLY,channel_dropout,23,0.65,1.3589438199996948,2.523772716522217
0,0,15,PUD_SOURCE_ONLY,channel_dropout,23,0.72,1.2272183895111084,2.342228412628174
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,23,0.72,1.196836233139038,2.323390483856201
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,23,0.69,1.2319700717926025,2.395228624343872
0,0,15,B0_VANILLA_EEGNET,channel_dropout,24,0.87,1.1349579095840454,2.190627336502075
0,0,15,A2_SOURCE_ONLY,channel_dropout,24,0.85,1.2878769636154175,2.3437016010284424
0,0,15,PUD_SOURCE_ONLY,channel_dropout,24,0.79,1.1757887601852417,2.233825922012329
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,24,0.8,1.0814443826675415,2.054701566696167
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,24,0.8200000000000001,1.0943862199783325,2.0712697505950928
0,0,15,B0_VANILLA_EEGNET,channel_dropout,25,0.76,1.208092212677002,2.332930564880371
0,0,15,A2_SOURCE_ONLY,channel_dropout,25,0.8,1.3282586336135864,2.3525428771972656
0,0,15,PUD_SOURCE_ONLY,channel_dropout,25,0.79,1.1714205741882324,2.2107603549957275
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,25,0.81,1.0787299871444702,2.0571091175079346
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,25,0.8200000000000001,1.094853401184082,2.0711944103240967
0,0,15,B0_VANILLA_EEGNET,channel_dropout,26,0.87,1.10234534740448,2.1157772541046143
0,0,15,A2_SOURCE_ONLY,channel_dropout,26,0.83,1.2512331008911133,2.197533369064331
0,0,15,PUD_SOURCE_ONLY,channel_dropout,26,0.81,1.1874362230300903,2.2498693466186523
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,26,0.8200000000000001,1.140257716178894,2.1630780696868896
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,26,0.84,1.1491343975067139,2.1767802238464355
0,0,15,B0_VANILLA_EEGNET,channel_dropout,27,0.84,1.0946630239486694,2.119131088256836
0,0,15,A2_SOURCE_ONLY,channel_dropout,27,0.73,1.2694004774093628,2.2708656787872314
0,0,15,PUD_SOURCE_ONLY,channel_dropout,27,0.72,1.2263091802597046,2.3445398807525635
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,27,0.75,1.0731079578399658,2.0699381828308105
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,27,0.76,1.0327200889587402,1.9708843231201172
0,0,15,B0_VANILLA_EEGNET,channel_dropout,28,0.83,1.149177074432373,2.2132151126861572
0,0,15,A2_SOURCE_ONLY,channel_dropout,28,0.78,1.2223471403121948,2.121173143386841
0,0,15,PUD_SOURCE_ONLY,channel_dropout,28,0.67,1.140775442123413,2.1558477878570557
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,28,0.76,1.0562641620635986,2.02690052986145
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,28,0.77,1.0549598932266235,2.006835699081421
0,0,15,B0_VANILLA_EEGNET,channel_dropout,29,0.8300000000000001,1.055151104927063,2.014631509780884
0,0,15,A2_SOURCE_ONLY,channel_dropout,29,0.77,1.2447868585586548,2.1805386543273926
0,0,15,PUD_SOURCE_ONLY,channel_dropout,29,0.77,1.1874603033065796,2.237708330154419
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,29,0.76,1.0636924505233765,1.9931496381759644
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,29,0.77,1.040717601776123,1.9358457326889038
0,0,15,B0_VANILLA_EEGNET,channel_dropout,30,0.8899999999999999,1.0565991401672363,2.0246241092681885
0,0,15,A2_SOURCE_ONLY,channel_dropout,30,0.86,1.2216838598251343,2.14426326751709
0,0,15,PUD_SOURCE_ONLY,channel_dropout,30,0.75,1.1428024768829346,2.162188768386841
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,30,0.81,1.0550537109375,1.9831935167312622
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,30,0.84,1.0411001443862915,1.941938877105713
0,0,15,B0_VANILLA_EEGNET,channel_dropout,31,0.88,1.0827319622039795,2.0838379859924316
0,0,15,A2_SOURCE_ONLY,channel_dropout,31,0.79,1.2716034650802612,2.254232406616211
0,0,15,PUD_SOURCE_ONLY,channel_dropout,31,0.6699999999999999,1.3810871839523315,2.670121908187866
0,0,15,IDENTITY_SOURCE_ONLY,channel_dropout,31,0.79,1.127038598060608,2.156651258468628
0,0,15,RANDOM_SOURCE_ONLY,channel_dropout,31,0.8,1.0585589408874512,2.016998291015625
0,0,15,B0_VANILLA_EEGNET,temporal_mask,0,0.85,1.2475247383117676,2.414008855819702
0,0,15,A2_SOURCE_ONLY,temporal_mask,0,0.87,1.4345756769180298,2.6285135746002197
0,0,15,PUD_SOURCE_ONLY,temporal_mask,0,0.8,1.3075872659683228,2.517033100128174
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,0,0.8200000000000001,1.2060129642486572,2.343674898147583
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,0,0.81,1.2262543439865112,2.3767004013061523
0,0,15,B0_VANILLA_EEGNET,temporal_mask,1,0.87,1.1815615892410278,2.2836921215057373
0,0,15,A2_SOURCE_ONLY,temporal_mask,1,0.9,1.3967598676681519,2.54744291305542
0,0,15,PUD_SOURCE_ONLY,temporal_mask,1,0.77,1.251182198524475,2.383881092071533
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,1,0.8300000000000001,1.1724544763565063,2.2596263885498047
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,1,0.8400000000000001,1.188740611076355,2.2963461875915527
0,0,15,B0_VANILLA_EEGNET,temporal_mask,2,0.77,1.112214207649231,2.1394472122192383
0,0,15,A2_SOURCE_ONLY,temporal_mask,2,0.78,1.3378080129623413,2.3639562129974365
0,0,15,PUD_SOURCE_ONLY,temporal_mask,2,0.73,1.1525629758834839,2.1833741664886475
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,2,0.79,1.0567524433135986,2.0195977687835693
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,2,0.74,1.0669598579406738,2.0493156909942627
0,0,15,B0_VANILLA_EEGNET,temporal_mask,3,0.83,1.1840046644210815,2.276242733001709
0,0,15,A2_SOURCE_ONLY,temporal_mask,3,0.8300000000000001,1.4241418838500977,2.5958144664764404
0,0,15,PUD_SOURCE_ONLY,temporal_mask,3,0.75,1.249382495880127,2.386165142059326
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,3,0.79,1.191611886024475,2.296205759048462
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,3,0.78,1.1993792057037354,2.3068013191223145
0,0,15,B0_VANILLA_EEGNET,temporal_mask,4,0.77,1.380733847618103,2.694161891937256
0,0,15,A2_SOURCE_ONLY,temporal_mask,4,0.77,1.6205980777740479,3.0255706310272217
0,0,15,PUD_SOURCE_ONLY,temporal_mask,4,0.7,1.3824881315231323,2.683516502380371
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,4,0.71,1.3260444402694702,2.593254804611206
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,4,0.73,1.3670341968536377,2.6766130924224854
0,0,15,B0_VANILLA_EEGNET,temporal_mask,5,0.87,1.1534887552261353,2.225449562072754
0,0,15,A2_SOURCE_ONLY,temporal_mask,5,0.8899999999999999,1.3887958526611328,2.502591609954834
0,0,15,PUD_SOURCE_ONLY,temporal_mask,5,0.79,1.2527741193771362,2.409306049346924
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,5,0.8300000000000001,1.1580499410629272,2.2474703788757324
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,5,0.8500000000000001,1.1677674055099487,2.2816474437713623
0,0,15,B0_VANILLA_EEGNET,temporal_mask,6,0.86,1.1586014032363892,2.228262186050415
0,0,15,A2_SOURCE_ONLY,temporal_mask,6,0.88,1.4063308238983154,2.6105079650878906
0,0,15,PUD_SOURCE_ONLY,temporal_mask,6,0.79,1.2390300035476685,2.3804640769958496
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,6,0.8,1.1859016418457031,2.276514768600464
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,6,0.83,1.2005505561828613,2.3021297454833984
0,0,15,B0_VANILLA_EEGNET,temporal_mask,7,0.85,0.8409916758537292,1.5812979936599731
0,0,15,A2_SOURCE_ONLY,temporal_mask,7,0.84,1.1057052612304688,1.8771929740905762
0,0,15,PUD_SOURCE_ONLY,temporal_mask,7,0.6799999999999999,0.8904916048049927,1.5949416160583496
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,7,0.78,0.8728455901145935,1.6084736585617065
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,7,0.8400000000000001,0.8649336099624634,1.593583345413208
0,0,15,B0_VANILLA_EEGNET,temporal_mask,8,0.8400000000000001,0.9311695098876953,1.774366855621338
0,0,15,A2_SOURCE_ONLY,temporal_mask,8,0.86,1.1955868005752563,2.0901832580566406
0,0,15,PUD_SOURCE_ONLY,temporal_mask,8,0.66,0.9505317807197571,1.7270487546920776
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,8,0.79,0.9626339673995972,1.7984843254089355
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,8,0.8,0.9847596287727356,1.8474987745285034
0,0,15,B0_VANILLA_EEGNET,temporal_mask,9,0.88,1.2195088863372803,2.3694796562194824
0,0,15,A2_SOURCE_ONLY,temporal_mask,9,0.89,1.4157263040542603,2.6247150897979736
0,0,15,PUD_SOURCE_ONLY,temporal_mask,9,0.8,1.2617716789245605,2.416818618774414
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,9,0.8300000000000001,1.2061611413955688,2.3248729705810547
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,9,0.8500000000000001,1.2075387239456177,2.3407797813415527
0,0,15,B0_VANILLA_EEGNET,temporal_mask,10,0.81,1.1461687088012695,2.207387924194336
0,0,15,A2_SOURCE_ONLY,temporal_mask,10,0.81,1.3552725315093994,2.3984389305114746
0,0,15,PUD_SOURCE_ONLY,temporal_mask,10,0.74,1.1823042631149292,2.2438135147094727
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,10,0.78,1.082911729812622,2.0751709938049316
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,10,0.74,1.0867055654525757,2.094761848449707
0,0,15,B0_VANILLA_EEGNET,temporal_mask,11,0.77,1.2815719842910767,2.4955849647521973
0,0,15,A2_SOURCE_ONLY,temporal_mask,11,0.75,1.4973756074905396,2.789329767227173
0,0,15,PUD_SOURCE_ONLY,temporal_mask,11,0.71,1.314525842666626,2.548415184020996
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,11,0.7,1.2743897438049316,2.4848484992980957
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,11,0.71,1.295737624168396,2.528515577316284
0,0,15,B0_VANILLA_EEGNET,temporal_mask,12,0.86,1.1657111644744873,2.2405145168304443
0,0,15,A2_SOURCE_ONLY,temporal_mask,12,0.88,1.4038573503494263,2.605536937713623
0,0,15,PUD_SOURCE_ONLY,temporal_mask,12,0.77,1.2369104623794556,2.3751845359802246
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,12,0.8,1.18683922290802,2.280700922012329
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,12,0.83,1.2009916305541992,2.304525852203369
0,0,15,B0_VANILLA_EEGNET,temporal_mask,13,0.84,1.2655078172683716,2.454340934753418
0,0,15,A2_SOURCE_ONLY,temporal_mask,13,0.87,1.4816300868988037,2.6974616050720215
0,0,15,PUD_SOURCE_ONLY,temporal_mask,13,0.77,1.300148367881775,2.500880479812622
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,13,0.81,1.224563479423523,2.380176305770874
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,13,0.8200000000000001,1.2456711530685425,2.4172868728637695
0,0,15,B0_VANILLA_EEGNET,temporal_mask,14,0.75,1.3278578519821167,2.5808753967285156
0,0,15,A2_SOURCE_ONLY,temporal_mask,14,0.77,1.5379928350448608,2.7862138748168945
0,0,15,PUD_SOURCE_ONLY,temporal_mask,14,0.7,1.3450887203216553,2.5735831260681152
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,14,0.71,1.2276320457458496,2.3835272789001465
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,14,0.75,1.2420532703399658,2.42407488822937
0,0,15,B0_VANILLA_EEGNET,temporal_mask,15,0.77,1.1096047163009644,2.133207321166992
0,0,15,A2_SOURCE_ONLY,temporal_mask,15,0.81,1.340197205543518,2.412230968475342
0,0,15,PUD_SOURCE_ONLY,temporal_mask,15,0.74,1.1414589881896973,2.1490349769592285
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,15,0.77,1.0256778001785278,1.9562662839889526
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,15,0.76,1.070177674293518,2.056229591369629
0,0,15,B0_VANILLA_EEGNET,temporal_mask,16,0.89,0.9903663396835327,1.8935619592666626
0,0,15,A2_SOURCE_ONLY,temporal_mask,16,0.9,1.2406738996505737,2.196054697036743
0,0,15,PUD_SOURCE_ONLY,temporal_mask,16,0.72,0.9845584034919739,1.804383635520935
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,16,0.8300000000000001,1.0056015253067017,1.8933422565460205
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,16,0.8400000000000001,1.0370008945465088,1.961746096611023
0,0,15,B0_VANILLA_EEGNET,temporal_mask,17,0.85,1.2231125831604004,2.3729190826416016
0,0,15,A2_SOURCE_ONLY,temporal_mask,17,0.81,1.3976949453353882,2.5631442070007324
0,0,15,PUD_SOURCE_ONLY,temporal_mask,17,0.72,1.2840518951416016,2.4642221927642822
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,17,0.76,1.192237138748169,2.309049129486084
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,17,0.8,1.2130541801452637,2.3498315811157227
0,0,15,B0_VANILLA_EEGNET,temporal_mask,18,0.88,1.2313121557235718,2.388692855834961
0,0,15,A2_SOURCE_ONLY,temporal_mask,18,0.87,1.437744140625,2.684389591217041
0,0,15,PUD_SOURCE_ONLY,temporal_mask,18,0.8200000000000001,1.2667986154556274,2.438725709915161
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,18,0.8300000000000001,1.2225666046142578,2.3537485599517822
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,18,0.85,1.2343534231185913,2.387929677963257
0,0,15,B0_VANILLA_EEGNET,temporal_mask,19,0.75,1.0407533645629883,1.9882022142410278
0,0,15,A2_SOURCE_ONLY,temporal_mask,19,0.78,1.274422526359558,2.2313404083251953
0,0,15,PUD_SOURCE_ONLY,temporal_mask,19,0.7,1.0548850297927856,1.9656373262405396
0,0,15,IDENTITY_SOURCE_ONLY,temporal_mask,19,0.75,0.9291738867759705,1.742561936378479
0,0,15,RANDOM_SOURCE_ONLY,temporal_mask,19,0.76,0.9948886632919312,1.8884499073028564
0,0,15,B0_VANILLA_EEGNET,temporal_mask,20,0.85,1.1523350477218628,2.209300994873047
0,0,15,A2_SOURCE_ONLY,temporal_mask,20,0.88,1.3863109350204468,2.5041182041168213
