fold_observed,seed_observed,fold,seed,direction,rho,persistence_correlation,permutation_p95,P_pass,utility_harm_mean,matched_random_utility_mean,utility_specific_mean,utility_specific_CI95_L,utility_specific_CI95_U,U_pass,D_finite,D_finite_matched_random_mean,D_finite_ratio,D_pass,PUD_pass,D_flip_used,identity_used,provenance
0,0,0,0,0,0.5774718602017341,0.8908998828910235,0.1776688653239462,True,-2.811351185633164e-05,0.0406806133277326,-0.040708726839589,-0.0532087871642972,-0.0308318663440031,False,0.0121865469952047,0.4843643087621666,0.0251598781635016,False,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-0\seed-0\certificate\PUD_CERTIFICATION.csv
0,0,0,0,1,0.2573407478395985,0.8477769590903217,0.0929806342042759,True,8.506683472915501e-05,0.0166905242050722,-0.016605457370343,-0.0201178323772827,-0.0135536418236986,False,0.1264480460885112,0.3186364852272531,0.3968410773748269,False,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-0\seed-0\certificate\PUD_CERTIFICATION.csv
0,0,0,0,2,0.1296405557277313,0.7439720093927845,0.0409790822172307,True,0.0053723629387581,0.0086968158276194,-0.0033244528888613,-0.0070733030767617,0.0004016827135929,False,0.2199576635447335,0.2348094048976675,0.9367498019961912,False,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-0\seed-0\certificate\PUD_CERTIFICATION.csv
0,0,0,0,3,0.1241563224789094,0.8960464454203224,0.0281659429204097,True,0.1116323487445246,0.0231535444589488,0.0884788042855757,0.0713158886530512,0.105459825777866,True,0.9170418902646882,0.4077117366691852,2.249240842945785,True,True,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-0\seed-0\certificate\PUD_CERTIFICATION.csv
0,0,0,0,4,0.1115469716206802,0.8060829007714394,0.0308062361165292,True,0.0223756359651036,0.0227051148389817,-0.000329478873878,-0.0079017043532408,0.0072145610721804,False,0.4095732061613902,0.3804684179097696,1.0764972514972924,True,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-0\seed-0\certificate\PUD_CERTIFICATION.csv
0,0,0,0,5,0.0954816281035822,0.8288982286033212,0.0319517471140417,True,0.0880871695122738,0.0185021758272387,0.069584993685035,0.0541059592173653,0.0868936539998551,True,0.8886452600199102,0.367821901995601,2.415966137955912,True,True,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-0\seed-0\certificate\PUD_CERTIFICATION.csv
0,0,0,0,6,0.0686605157915441,0.8185115710850238,0.0244954507214106,True,0.05889637950919,0.0154252144116292,0.0434711650975608,0.0317558978925165,0.0557606941810863,True,0.6493603019062958,0.3165326977893784,2.0514793777746827,True,True,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-0\seed-0\certificate\PUD_CERTIFICATION.csv
0,0,0,0,7,0.0608146553440501,0.6674573067341312,0.0283294607145196,True,0.0148560352470036,0.0065676038245149,0.0082884314224887,0.0028891856591827,0.0137986956355736,True,0.3465282425538945,0.2015253936553158,1.7195264391672054,True,True,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-0\seed-0\certificate\PUD_CERTIFICATION.csv
0,0,0,0,8,0.0481217564315635,0.6131426945372792,0.0182180208914096,True,-5.5644133942456896e-05,0.0043557185668166,-0.004411362700759,-0.0048004451116624,-0.004019870758663,False,0.0075991661283452,0.1662464505578386,0.0457102458599647,False,False,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-0\seed-0\certificate\PUD_CERTIFICATION.csv
0,0,0,0,9,0.0371617857860445,0.8306410533114137,0.0156897085967671,True,0.0728276682365227,0.0172989641500989,0.0555287040864237,0.0447094199692567,0.0664792635976702,True,0.7223730491925214,0.3336940673019101,2.1647764224077544,True,True,False,False,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_persist_net_final_v1\runtime\runs\fold-0\seed-0\certificate\PUD_CERTIFICATION.csv
