method,fold,seed,subject_id,protected_logit_RMS,adaptive_logit_RMS,protected_margin_RMS,adaptive_margin_RMS,R_P,prediction_disagreement,combined_BA,protected_only_BA,adaptive_only_BA,protected_erase_harm
IDENTITY_SOURCE_ONLY,1,1,40,0.8938437700271606,1.623971700668335,0.738391637802124,3.1514434814453125,0.18982595205307007,0.71,0.81,0.43000000000000005,0.8,0.010000000000000009
IDENTITY_SOURCE_ONLY,1,1,43,0.9212520122528076,1.5958220958709717,0.38872766494750977,3.0836448669433594,0.11194872111082077,0.37,0.9199999999999999,0.6,0.9299999999999999,-0.010000000000000009
IDENTITY_SOURCE_ONLY,1,1,44,0.9065287709236145,1.5572009086608887,0.33732080459594727,3.0411698818206787,0.09984363615512848,0.47,0.73,0.6699999999999999,0.72,0.010000000000000009
IDENTITY_SOURCE_ONLY,1,1,48,0.9143000841140747,1.2002700567245483,0.3455498516559601,2.2726051807403564,0.13198219239711761,0.48,0.7,0.55,0.69,0.010000000000000009
IDENTITY_SOURCE_ONLY,1,1,50,0.8927578926086426,1.05528724193573,0.26959070563316345,1.9932135343551636,0.11914008855819702,0.56,0.64,0.5800000000000001,0.64,0.0
RANDOM_SOURCE_ONLY,1,1,2,0.9345565438270569,1.5017178058624268,0.5990007519721985,2.9117469787597656,0.1706191450357437,0.6,0.8,0.5,0.8,0.0
RANDOM_SOURCE_ONLY,1,1,14,0.8872670531272888,1.3899215459823608,0.44273772835731506,2.665147542953491,0.1424562633037567,0.57,0.72,0.5,0.75,-0.030000000000000027
RANDOM_SOURCE_ONLY,1,1,34,1.0452646017074585,1.0854556560516357,1.2304282188415527,2.006822109222412,0.380084365606308,0.49,0.6499999999999999,0.61,0.66,-0.01000000000000012
RANDOM_SOURCE_ONLY,1,1,40,0.9042260646820068,1.5052381753921509,0.5141156315803528,2.890408992767334,0.15100952982902527,0.5,0.8,0.47,0.79,0.010000000000000009
RANDOM_SOURCE_ONLY,1,1,43,0.922652006149292,1.5490885972976685,0.4710182249546051,2.9825026988983154,0.13638782501220703,0.42,0.9199999999999999,0.59,0.89,0.029999999999999916
RANDOM_SOURCE_ONLY,1,1,44,0.880513608455658,1.521936058998108,0.3533865213394165,2.9627814292907715,0.1065647304058075,0.4,0.75,0.6,0.74,0.010000000000000009
RANDOM_SOURCE_ONLY,1,1,48,0.8862544298171997,1.210983157157898,0.3978423476219177,2.2984659671783447,0.1475507616996765,0.57,0.6699999999999999,0.5,0.69,-0.020000000000000018
RANDOM_SOURCE_ONLY,1,1,50,0.8811743855476379,1.037851095199585,0.33775055408477783,1.947792887687683,0.14777691662311554,0.57,0.65,0.53,0.62,0.030000000000000027
A2_SOURCE_ONLY,1,2,2,0.9925947189331055,1.0594501495361328,1.808555245399475,1.769728660583496,0.5054253339767456,0.43,0.74,0.7,0.69,0.050000000000000044
A2_SOURCE_ONLY,1,2,14,1.1667448282241821,1.0582733154296875,2.221947431564331,1.8643016815185547,0.5437620878219604,0.5,0.79,0.63,0.65,0.14
A2_SOURCE_ONLY,1,2,34,1.1234686374664307,1.0854190587997437,2.0776052474975586,1.953439712524414,0.5154011845588684,0.51,0.68,0.61,0.6599999999999999,0.02000000000000013
A2_SOURCE_ONLY,1,2,40,1.0496264696121216,0.9717907905578613,1.9054219722747803,1.610870361328125,0.5418838262557983,0.42,0.78,0.71,0.71,0.07000000000000006
A2_SOURCE_ONLY,1,2,43,1.055077075958252,1.201965093612671,1.9837911128997803,2.165760040283203,0.4780736267566681,0.4,0.9199999999999999,0.8,0.78,0.1399999999999999
A2_SOURCE_ONLY,1,2,44,1.4520862102508545,1.1347161531448364,2.815260171890259,1.9887104034423828,0.5860278010368347,0.4,0.8200000000000001,0.7,0.6599999999999999,0.16000000000000014
A2_SOURCE_ONLY,1,2,48,1.065197467803955,1.0943701267242432,2.0123791694641113,1.9382377862930298,0.5093835592269897,0.7,0.6799999999999999,0.6699999999999999,0.53,0.1499999999999999
A2_SOURCE_ONLY,1,2,50,0.8726165890693665,1.291323184967041,1.5091904401779175,2.3714752197265625,0.38889986276626587,0.39,0.56,0.64,0.51,0.050000000000000044
PUD_SOURCE_ONLY,1,2,2,1.2575311660766602,0.9160639047622681,2.437875747680664,1.4569358825683594,0.625929057598114,0.51,0.75,0.75,0.62,0.13
PUD_SOURCE_ONLY,1,2,14,1.1200705766677856,0.8194980025291443,2.176954984664917,1.3953535556793213,0.6093972325325012,0.48,0.76,0.74,0.56,0.19999999999999996
PUD_SOURCE_ONLY,1,2,34,1.0947558879852295,0.9559620022773743,2.110337495803833,1.7389954328536987,0.5482346415519714,0.54,0.63,0.54,0.62,0.010000000000000009
PUD_SOURCE_ONLY,1,2,40,1.3773765563964844,0.783672571182251,2.6524689197540283,1.338346004486084,0.664643406867981,0.37,0.78,0.79,0.64,0.14
PUD_SOURCE_ONLY,1,2,43,1.1420893669128418,0.7842854261398315,2.2209365367889404,1.372829556465149,0.6179969310760498,0.37,0.89,0.89,0.7,0.19000000000000006
PUD_SOURCE_ONLY,1,2,44,1.231741189956665,0.6741747856140137,2.404013156890869,1.1162993907928467,0.6828976273536682,0.39,0.76,0.8,0.65,0.10999999999999999
PUD_SOURCE_ONLY,1,2,48,1.074167251586914,0.7542519569396973,2.03651762008667,1.261418104171753,0.6175128221511841,0.57,0.65,0.74,0.49,0.16000000000000003
PUD_SOURCE_ONLY,1,2,50,1.1787524223327637,0.6837805509567261,2.234043598175049,1.0848817825317383,0.6731225848197937,0.47,0.58,0.59,0.56,0.019999999999999907
IDENTITY_SOURCE_ONLY,1,2,2,0.3693956434726715,1.712530493736267,0.4734155833721161,2.828524589538574,0.143374964594841,0.56,0.74,0.43000000000000005,0.75,-0.010000000000000009
IDENTITY_SOURCE_ONLY,1,2,14,0.4191683828830719,1.555616021156311,0.5066986680030823,2.7949867248535156,0.15346667170524597,0.54,0.77,0.6499999999999999,0.73,0.040000000000000036
IDENTITY_SOURCE_ONLY,1,2,34,0.549512505531311,1.4549692869186401,0.8195868134498596,2.577669858932495,0.24124960601329803,0.65,0.64,0.51,0.62,0.020000000000000018
IDENTITY_SOURCE_ONLY,1,2,40,0.3940785229206085,1.8334459066390991,0.525650680065155,3.4091429710388184,0.13359040021896362,0.61,0.72,0.48,0.73,-0.010000000000000009
IDENTITY_SOURCE_ONLY,1,2,43,0.374118834733963,1.7337952852249146,0.4672497808933258,3.267575740814209,0.12510618567466736,0.48,0.91,0.5800000000000001,0.88,0.030000000000000027
IDENTITY_SOURCE_ONLY,1,2,44,0.37071430683135986,1.4830644130706787,0.4656350910663605,2.6680800914764404,0.14858883619308472,0.37,0.77,0.73,0.76,0.010000000000000009
IDENTITY_SOURCE_ONLY,1,2,48,0.3958054184913635,1.3210232257843018,0.4347512423992157,2.3559346199035645,0.15578651428222656,0.46,0.69,0.53,0.69,0.0
IDENTITY_SOURCE_ONLY,1,2,50,0.44985830783843994,1.5065261125564575,0.5546579957008362,2.5657615661621094,0.1777510941028595,0.2,0.5700000000000001,0.49,0.55,0.020000000000000018
RANDOM_SOURCE_ONLY,1,2,2,0.5044669508934021,1.6482062339782715,0.8189880847930908,2.6127564907073975,0.23865064978599548,0.43,0.75,0.6100000000000001,0.74,0.010000000000000009
RANDOM_SOURCE_ONLY,1,2,14,0.5200700759887695,1.5010623931884766,0.7850127816200256,2.6051793098449707,0.2315540760755539,0.55,0.78,0.62,0.73,0.050000000000000044
RANDOM_SOURCE_ONLY,1,2,34,0.6915001273155212,1.3401501178741455,1.1855443716049194,2.2393531799316406,0.34615468978881836,0.51,0.6699999999999999,0.56,0.67,-1.1102230246251565e-16
RANDOM_SOURCE_ONLY,1,2,40,0.585623562335968,1.7283763885498047,0.8693663477897644,3.1569714546203613,0.2159198820590973,0.39,0.75,0.49,0.72,0.030000000000000027
RANDOM_SOURCE_ONLY,1,2,43,0.4095586836338043,1.6250417232513428,0.6243283748626709,3.0244059562683105,0.1711082011461258,0.28,0.91,0.75,0.89,0.020000000000000018
RANDOM_SOURCE_ONLY,1,2,44,0.456601083278656,1.4019618034362793,0.7110456824302673,2.447925090789795,0.22508776187896729,0.34,0.78,0.6699999999999999,0.75,0.030000000000000027
RANDOM_SOURCE_ONLY,1,2,48,0.4404781460762024,1.2586865425109863,0.6528734564781189,2.211347818374634,0.22794099152088165,0.43,0.69,0.52,0.71,-0.020000000000000018
RANDOM_SOURCE_ONLY,1,2,50,0.43304938077926636,1.490103006362915,0.5969856381416321,2.4061062335968018,0.19879034161567688,0.41,0.56,0.5599999999999999,0.55,0.010000000000000009
A2_SOURCE_ONLY,2,0,9,0.7193577885627747,0.8362849354743958,1.1776968240737915,1.3142658472061157,0.4725981056690216,0.39,0.6,0.61,0.56,0.039999999999999925
A2_SOURCE_ONLY,2,0,10,0.8628062009811401,0.8962634205818176,1.1599818468093872,1.4280019998550415,0.44821834564208984,0.45,0.69,0.5599999999999999,0.6699999999999999,0.020000000000000018
A2_SOURCE_ONLY,2,0,16,0.7867516279220581,1.210607647895813,1.3382710218429565,2.189272165298462,0.37937766313552856,0.24,0.8,0.8200000000000001,0.72,0.08000000000000007
A2_SOURCE_ONLY,2,0,21,0.8471059203147888,0.9122472405433655,1.5229800939559937,1.6035552024841309,0.487114280462265,0.43,0.87,0.74,0.79,0.07999999999999996
A2_SOURCE_ONLY,2,0,22,0.6220648288726807,0.8365126252174377,0.9785500168800354,1.370379090309143,0.41659408807754517,0.47,0.6799999999999999,0.6,0.63,0.04999999999999993
A2_SOURCE_ONLY,2,0,31,0.6880300641059875,1.0089035034179688,1.0999369621276855,1.7586627006530762,0.38478174805641174,0.36,0.8999999999999999,0.71,0.79,0.10999999999999988
A2_SOURCE_ONLY,2,0,45,0.7831578254699707,0.8837921619415283,1.2859156131744385,1.3940653800964355,0.47982266545295715,0.35,0.75,0.77,0.64,0.10999999999999999
A2_SOURCE_ONLY,2,0,53,0.8154773712158203,0.9225093722343445,1.3890564441680908,1.466143250465393,0.48650062084198,0.33,0.78,0.77,0.74,0.040000000000000036
PUD_SOURCE_ONLY,2,0,9,0.8868185877799988,0.6223418116569519,1.7247202396392822,0.9917530417442322,0.6349115371704102,0.44,0.5700000000000001,0.61,0.55,0.020000000000000018
PUD_SOURCE_ONLY,2,0,10,0.644950270652771,0.6132354140281677,1.2738456726074219,0.8775047659873962,0.5921144485473633,0.57,0.6699999999999999,0.6,0.65,0.019999999999999907
PUD_SOURCE_ONLY,2,0,16,1.6245636940002441,0.7069724202156067,3.231895685195923,1.0924601554870605,0.7473703622817993,0.29,0.8500000000000001,0.8200000000000001,0.75,0.10000000000000009
PUD_SOURCE_ONLY,2,0,21,1.2036851644515991,0.6016797423362732,2.3755860328674316,0.9341944456100464,0.7177472710609436,0.5,0.8200000000000001,0.79,0.53,0.29000000000000004
PUD_SOURCE_ONLY,2,0,22,0.9504093527793884,0.6006866693496704,1.8667895793914795,0.9389030933380127,0.6653578281402588,0.42,0.65,0.65,0.5700000000000001,0.07999999999999996
PUD_SOURCE_ONLY,2,0,31,1.2646849155426025,0.5718385577201843,2.4896926879882812,0.8841046690940857,0.7379496693611145,0.36,0.86,0.83,0.61,0.25
PUD_SOURCE_ONLY,2,0,45,0.734104573726654,0.5930943489074707,1.4263510704040527,0.9607681632041931,0.5975198149681091,0.38,0.7,0.7,0.62,0.07999999999999996
PUD_SOURCE_ONLY,2,0,53,0.9161951541900635,0.6528152227401733,1.8178725242614746,0.963939905166626,0.6534849405288696,0.49,0.76,0.7,0.61,0.15000000000000002
IDENTITY_SOURCE_ONLY,2,0,9,0.24258992075920105,1.2100807428359985,0.37038084864616394,2.1338016986846924,0.1479048877954483,0.46,0.69,0.59,0.65,0.039999999999999925
IDENTITY_SOURCE_ONLY,2,0,10,0.1421104520559311,1.214754581451416,0.2536279261112213,2.16774320602417,0.10474557429552078,0.52,0.72,0.5700000000000001,0.69,0.030000000000000027
IDENTITY_SOURCE_ONLY,2,0,16,0.2955441176891327,1.9230965375900269,0.5245989561080933,3.7095656394958496,0.12389668077230453,0.63,0.8200000000000001,0.44999999999999996,0.8200000000000001,0.0
IDENTITY_SOURCE_ONLY,2,0,21,0.2610083818435669,1.527524471282959,0.44338417053222656,2.8869423866271973,0.1331353485584259,0.29,0.96,0.75,0.94,0.020000000000000018
IDENTITY_SOURCE_ONLY,2,0,22,0.2216639369726181,1.3266217708587646,0.39628341794013977,2.490638017654419,0.13726851344108582,0.6,0.67,0.51,0.63,0.040000000000000036
IDENTITY_SOURCE_ONLY,2,0,31,0.22951428592205048,1.4811062812805176,0.3049587309360504,2.799382209777832,0.09823621809482574,0.47,0.87,0.61,0.86,0.010000000000000009
IDENTITY_SOURCE_ONLY,2,0,45,0.21591509878635406,1.159515380859375,0.290556937456131,2.096329927444458,0.1217305064201355,0.39,0.78,0.75,0.74,0.040000000000000036
IDENTITY_SOURCE_ONLY,2,0,53,0.23719540238380432,1.2620558738708496,0.42713069915771484,2.264232873916626,0.15870419144630432,0.44,0.75,0.5900000000000001,0.77,-0.020000000000000018
RANDOM_SOURCE_ONLY,2,0,9,0.4515332579612732,1.0706290006637573,0.8224267363548279,1.8759673833847046,0.30478379130363464,0.52,0.64,0.61,0.6100000000000001,0.029999999999999916
RANDOM_SOURCE_ONLY,2,0,10,0.2503494620323181,1.136029601097107,0.48896148800849915,2.0271575450897217,0.19433161616325378,0.56,0.7,0.62,0.7,0.0
RANDOM_SOURCE_ONLY,2,0,16,0.5947909951210022,1.9405711889266968,1.14879310131073,3.7547433376312256,0.23427850008010864,0.74,0.85,0.38,0.8,0.04999999999999993
RANDOM_SOURCE_ONLY,2,0,21,0.4963891804218292,1.1575162410736084,0.9543609023094177,2.0860848426818848,0.3138884902000427,0.33,0.9,0.8,0.81,0.08999999999999997
RANDOM_SOURCE_ONLY,2,0,22,0.39608392119407654,1.249843716621399,0.7636935710906982,2.339256763458252,0.24611853063106537,0.6,0.6799999999999999,0.54,0.64,0.039999999999999925
RANDOM_SOURCE_ONLY,2,0,31,0.45321938395500183,1.4096226692199707,0.7932718992233276,2.667245864868164,0.22923502326011658,0.55,0.87,0.51,0.8200000000000001,0.04999999999999993
RANDOM_SOURCE_ONLY,2,0,45,0.5098279714584351,1.1231160163879395,0.9555074572563171,2.0558886528015137,0.31729716062545776,0.61,0.73,0.62,0.63,0.09999999999999998
RANDOM_SOURCE_ONLY,2,0,53,0.3445826768875122,1.2215688228607178,0.656225323677063,2.2199175357818604,0.22816157341003418,0.49,0.75,0.71,0.72,0.030000000000000027
A2_SOURCE_ONLY,2,1,9,0.811702311038971,0.7465941309928894,1.5238597393035889,1.2562843561172485,0.5481225252151489,0.5,0.53,0.5599999999999999,0.6,-0.06999999999999995
A2_SOURCE_ONLY,2,1,10,0.5302452445030212,0.8009341359138489,0.942293643951416,1.2104753255844116,0.4377123713493347,0.45,0.6799999999999999,0.7,0.71,-0.030000000000000027
A2_SOURCE_ONLY,2,1,16,0.968902051448822,1.1234023571014404,1.8216421604156494,1.8780852556228638,0.49237197637557983,0.12,0.8200000000000001,0.81,0.79,0.030000000000000027
A2_SOURCE_ONLY,2,1,21,1.015236735343933,0.8085095882415771,1.9494820833206177,1.1675280332565308,0.6254333257675171,0.45,0.8500000000000001,0.79,0.6799999999999999,0.17000000000000015
A2_SOURCE_ONLY,2,1,22,0.6755410432815552,0.8866018056869507,1.1735610961914062,1.4089453220367432,0.45442718267440796,0.4,0.6599999999999999,0.71,0.55,0.10999999999999988
A2_SOURCE_ONLY,2,1,31,0.8718122839927673,0.9549731612205505,1.6307827234268188,1.566757321357727,0.5100116729736328,0.38,0.82,0.74,0.8,0.019999999999999907
A2_SOURCE_ONLY,2,1,45,0.7849101424217224,0.8336293697357178,1.4741743803024292,1.4892021417617798,0.4974644184112549,0.63,0.7,0.62,0.61,0.08999999999999997
A2_SOURCE_ONLY,2,1,53,0.7035301923751831,0.811491847038269,1.2672663927078247,1.324630618095398,0.4889339208602905,0.37,0.78,0.76,0.67,0.10999999999999999
PUD_SOURCE_ONLY,2,1,9,0.9511669874191284,0.7102981209754944,1.859549880027771,0.9496120810508728,0.6619589328765869,0.56,0.5800000000000001,0.5800000000000001,0.42,0.1600000000000001
PUD_SOURCE_ONLY,2,1,10,0.7863421440124512,0.6850847601890564,1.5547248125076294,0.8646539449691772,0.6426132321357727,0.5,0.6799999999999999,0.66,0.6,0.07999999999999996
PUD_SOURCE_ONLY,2,1,16,1.5173484086990356,0.9098061919212341,3.009676218032837,1.565839409828186,0.6577785611152649,0.36,0.81,0.72,0.72,0.09000000000000008
PUD_SOURCE_ONLY,2,1,21,1.262130856513977,0.7697705626487732,2.506838798522949,0.9492045044898987,0.7253493666648865,0.53,0.83,0.78,0.51,0.31999999999999995
PUD_SOURCE_ONLY,2,1,22,0.9427303671836853,0.7318340539932251,1.8514788150787354,1.1159740686416626,0.6239286065101624,0.42,0.6399999999999999,0.6000000000000001,0.6000000000000001,0.039999999999999813
PUD_SOURCE_ONLY,2,1,31,1.2180358171463013,0.7701830267906189,2.4002397060394287,1.0891789197921753,0.6878623962402344,0.46,0.86,0.72,0.72,0.14
PUD_SOURCE_ONLY,2,1,45,0.8715811967849731,0.8608362674713135,1.70778226852417,1.1586153507232666,0.5957939028739929,0.54,0.75,0.73,0.63,0.12
PUD_SOURCE_ONLY,2,1,53,0.8266316652297974,0.8525255918502808,1.623172640800476,1.137586236000061,0.5879443883895874,0.42,0.73,0.76,0.62,0.10999999999999999
IDENTITY_SOURCE_ONLY,2,1,9,0.2326277792453766,1.0028728246688843,0.4383090138435364,1.8795136213302612,0.18910376727581024,0.49,0.61,0.6,0.5900000000000001,0.019999999999999907
IDENTITY_SOURCE_ONLY,2,1,10,0.2945706248283386,1.1338173151016235,0.36670857667922974,2.084648847579956,0.14959409832954407,0.56,0.6699999999999999,0.55,0.67,-1.1102230246251565e-16
IDENTITY_SOURCE_ONLY,2,1,16,0.32049596309661865,1.799316644668579,0.5770041346549988,3.4003238677978516,0.1450733095407486,0.7,0.8200000000000001,0.38,0.8200000000000001,0.0
IDENTITY_SOURCE_ONLY,2,1,21,0.2841606140136719,1.1179704666137695,0.5309277176856995,2.1173791885375977,0.20047816634178162,0.25,0.8400000000000001,0.86,0.81,0.030000000000000027
IDENTITY_SOURCE_ONLY,2,1,22,0.3016447126865387,1.24775230884552,0.526129424571991,2.2554080486297607,0.18915057182312012,0.7,0.59,0.54,0.5800000000000001,0.009999999999999898
IDENTITY_SOURCE_ONLY,2,1,31,0.22120395302772522,1.5316710472106934,0.4120975434780121,2.8845064640045166,0.12500669062137604,0.49,0.87,0.56,0.8300000000000001,0.039999999999999925
IDENTITY_SOURCE_ONLY,2,1,45,0.1951163113117218,1.0269302129745483,0.3758470118045807,1.9278401136398315,0.16315020620822906,0.46,0.75,0.62,0.74,0.010000000000000009
IDENTITY_SOURCE_ONLY,2,1,53,0.28253960609436035,1.2038601636886597,0.3733300268650055,2.2376174926757812,0.14298641681671143,0.34,0.75,0.63,0.73,0.020000000000000018
RANDOM_SOURCE_ONLY,2,1,9,0.3166279196739197,0.9942956566810608,0.5816890597343445,1.8595699071884155,0.2382742166519165,0.48,0.62,0.55,0.61,0.010000000000000009
RANDOM_SOURCE_ONLY,2,1,10,0.39370566606521606,1.0715043544769287,0.6898810267448425,1.9932985305786133,0.2571132481098175,0.64,0.6599999999999999,0.56,0.66,-1.1102230246251565e-16
RANDOM_SOURCE_ONLY,2,1,16,0.4294910430908203,1.7396193742752075,0.7780130505561829,3.333512783050537,0.18922732770442963,0.64,0.85,0.38,0.8200000000000001,0.029999999999999916
RANDOM_SOURCE_ONLY,2,1,21,0.38392311334609985,1.1293359994888306,0.6912118196487427,2.1483254432678223,0.24342411756515503,0.5,0.8200000000000001,0.64,0.78,0.040000000000000036
RANDOM_SOURCE_ONLY,2,1,22,0.3860846161842346,1.1161184310913086,0.701052188873291,2.0063140392303467,0.25894251465797424,0.52,0.57,0.51,0.53,0.039999999999999925
RANDOM_SOURCE_ONLY,2,1,31,0.4242296814918518,1.4057790040969849,0.822418212890625,2.6428298950195312,0.23733313381671906,0.46,0.8500000000000001,0.58,0.8200000000000001,0.030000000000000027
RANDOM_SOURCE_ONLY,2,1,45,0.4191279709339142,1.0158597230911255,0.8141200542449951,1.9021738767623901,0.2997172176837921,0.61,0.76,0.5700000000000001,0.64,0.12
RANDOM_SOURCE_ONLY,2,1,53,0.34491899609565735,1.1538065671920776,0.5919055342674255,2.159581422805786,0.2151220589876175,0.38,0.77,0.63,0.73,0.040000000000000036
A2_SOURCE_ONLY,2,2,9,0.9655236601829529,0.8257168531417847,1.6909204721450806,1.3201922178268433,0.5615600347518921,0.5,0.5900000000000001,0.51,0.61,-0.019999999999999907
A2_SOURCE_ONLY,2,2,10,0.8199785351753235,0.8163967132568359,1.3107736110687256,1.1516847610473633,0.5323028564453125,0.4,0.6799999999999999,0.6799999999999999,0.6399999999999999,0.040000000000000036
A2_SOURCE_ONLY,2,2,16,1.0204074382781982,1.0538207292556763,1.876096487045288,1.8480411767959595,0.503766655921936,0.28,0.89,0.89,0.75,0.14
A2_SOURCE_ONLY,2,2,21,0.8930266499519348,1.039260745048523,1.5811083316802979,1.7950658798217773,0.468313604593277,0.35,0.85,0.6599999999999999,0.87,-0.020000000000000018
A2_SOURCE_ONLY,2,2,22,0.8051214218139648,0.8767378926277161,1.321309208869934,1.4872515201568604,0.4704577326774597,0.26,0.61,0.6,0.5800000000000001,0.029999999999999916
A2_SOURCE_ONLY,2,2,31,1.0959219932556152,1.1009552478790283,2.012291431427002,2.0508041381835938,0.49526065587997437,0.64,0.9,0.65,0.69,0.21000000000000008
A2_SOURCE_ONLY,2,2,45,0.8586513996124268,0.9624488949775696,1.5287847518920898,1.7640867233276367,0.46427100896835327,0.59,0.71,0.6,0.65,0.05999999999999994
A2_SOURCE_ONLY,2,2,53,0.8729757070541382,0.9085631966590881,1.4573200941085815,1.3833857774734497,0.5130133628845215,0.37,0.79,0.64,0.73,0.06000000000000005
PUD_SOURCE_ONLY,2,2,9,1.16645348072052,0.5385791063308716,1.7967491149902344,0.7684651613235474,0.7004284858703613,0.49,0.55,0.53,0.48000000000000004,0.07
PUD_SOURCE_ONLY,2,2,10,0.9956957101821899,0.7410181760787964,1.5916635990142822,0.7850095629692078,0.6697023510932922,0.54,0.66,0.63,0.57,0.09000000000000008
PUD_SOURCE_ONLY,2,2,16,1.6953290700912476,0.5777475237846375,3.2005536556243896,0.5690694451332092,0.8490381240844727,0.4,0.85,0.8300000000000001,0.61,0.24
PUD_SOURCE_ONLY,2,2,21,1.25863516330719,0.5460805892944336,2.0348076820373535,0.730808436870575,0.7357520461082458,0.37,0.77,0.77,0.72,0.050000000000000044
PUD_SOURCE_ONLY,2,2,22,1.2697501182556152,0.5597494840621948,2.226379156112671,0.5745171904563904,0.7948809266090393,0.51,0.63,0.57,0.52,0.10999999999999999
PUD_SOURCE_ONLY,2,2,31,1.3847968578338623,0.5254213809967041,2.3917574882507324,0.7630836367607117,0.7581229209899902,0.39,0.79,0.77,0.66,0.13
PUD_SOURCE_ONLY,2,2,45,1.056471347808838,0.559904932975769,1.5451747179031372,0.8515267968177795,0.6447088718414307,0.51,0.71,0.65,0.56,0.1499999999999999
PUD_SOURCE_ONLY,2,2,53,1.0803349018096924,0.6632896065711975,1.7861934900283813,0.7045735716819763,0.7171258926391602,0.37,0.72,0.76,0.63,0.08999999999999997
IDENTITY_SOURCE_ONLY,2,2,9,0.6819907426834106,0.9465509653091431,0.5193074941635132,1.6895865201950073,0.23509842157363892,0.5,0.53,0.57,0.53,0.0
IDENTITY_SOURCE_ONLY,2,2,10,0.566055417060852,1.1333922147750854,0.33008772134780884,1.9468400478363037,0.14497067034244537,0.54,0.6799999999999999,0.59,0.6699999999999999,0.010000000000000009
IDENTITY_SOURCE_ONLY,2,2,16,0.6547354459762573,1.8372905254364014,0.5276222825050354,3.512826919555664,0.13058505952358246,0.61,0.81,0.45,0.8200000000000001,-0.010000000000000009
IDENTITY_SOURCE_ONLY,2,2,21,0.686019241809845,1.1474406719207764,0.4665561616420746,2.120464563369751,0.18034496903419495,0.4,0.8200000000000001,0.6499999999999999,0.79,0.030000000000000027
IDENTITY_SOURCE_ONLY,2,2,22,0.6148914694786072,1.2541288137435913,0.3241657316684723,2.3211002349853516,0.12254560738801956,0.51,0.6000000000000001,0.6699999999999999,0.6,1.1102230246251565e-16
IDENTITY_SOURCE_ONLY,2,2,31,0.6830206513404846,1.4115819931030273,0.4427787959575653,2.6895835399627686,0.1413561850786209,0.57,0.8300000000000001,0.45,0.8400000000000001,-0.010000000000000009
IDENTITY_SOURCE_ONLY,2,2,45,0.6761832237243652,0.9985010027885437,0.42385849356651306,1.8574589490890503,0.18579548597335815,0.46,0.69,0.66,0.6799999999999999,0.010000000000000009
IDENTITY_SOURCE_ONLY,2,2,53,0.5766112804412842,1.1583104133605957,0.37037429213523865,1.9909950494766235,0.1568472534418106,0.45,0.7,0.62,0.65,0.04999999999999993
RANDOM_SOURCE_ONLY,2,2,9,0.7644526958465576,0.9738371968269348,0.9668223857879639,1.6769819259643555,0.3656936287879944,0.51,0.53,0.52,0.55,-0.020000000000000018
RANDOM_SOURCE_ONLY,2,2,10,0.6435753107070923,1.010701298713684,0.6545242071151733,1.5814759731292725,0.2927210032939911,0.51,0.7,0.56,0.65,0.04999999999999993
RANDOM_SOURCE_ONLY,2,2,16,1.0746288299560547,1.345589280128479,1.8597286939620972,2.4185519218444824,0.4346906542778015,0.35,0.85,0.69,0.88,-0.030000000000000027
RANDOM_SOURCE_ONLY,2,2,21,0.749340295791626,1.1390889883041382,0.9666579961776733,2.0370359420776367,0.3218230605125427,0.5,0.81,0.61,0.77,0.040000000000000036
RANDOM_SOURCE_ONLY,2,2,22,0.7915867567062378,0.9732860922813416,1.0914117097854614,1.6292080879211426,0.40116292238235474,0.34,0.5800000000000001,0.61,0.53,0.050000000000000044
RANDOM_SOURCE_ONLY,2,2,31,0.8587273955345154,1.1545404195785522,1.3189364671707153,2.0739712715148926,0.3887333869934082,0.37,0.8300000000000001,0.6799999999999999,0.87,-0.039999999999999925
RANDOM_SOURCE_ONLY,2,2,45,0.709617018699646,1.03361177444458,0.8453062772750854,1.8363037109375,0.3152233958244324,0.44,0.71,0.64,0.6799999999999999,0.030000000000000027
RANDOM_SOURCE_ONLY,2,2,53,0.7002407908439636,1.0595945119857788,0.869200587272644,1.594434380531311,0.352812260389328,0.43,0.68,0.62,0.67,0.010000000000000009
A2_SOURCE_ONLY,3,0,1,1.1653735637664795,0.8050317764282227,2.184863328933716,1.1579575538635254,0.6535986661911011,0.47,0.63,0.62,0.5700000000000001,0.05999999999999994
A2_SOURCE_ONLY,3,0,5,0.8798547387123108,0.8707953095436096,1.6194487810134888,1.3545458316802979,0.5445365309715271,0.39,0.6799999999999999,0.69,0.68,-1.1102230246251565e-16
A2_SOURCE_ONLY,3,0,6,1.356351375579834,0.8992792963981628,2.57258677482605,1.4850870370864868,0.6340053081512451,0.17,0.98,0.96,0.85,0.13
A2_SOURCE_ONLY,3,0,7,1.1480156183242798,1.0883883237838745,2.1756997108459473,1.610516905784607,0.5746368765830994,0.58,0.8200000000000001,0.78,0.56,0.26
A2_SOURCE_ONLY,3,0,20,1.358250617980957,1.05450439453125,2.577603340148926,1.7060860395431519,0.6017250418663025,0.54,0.8899999999999999,0.74,0.6599999999999999,0.22999999999999998
A2_SOURCE_ONLY,3,0,23,0.9358476996421814,0.8301241993904114,1.747387170791626,1.4959934949874878,0.5387548804283142,0.56,0.6799999999999999,0.65,0.55,0.1299999999999999
A2_SOURCE_ONLY,3,0,26,1.3649814128875732,1.01646888256073,2.622990846633911,1.6800585985183716,0.6095655560493469,0.28,0.86,0.81,0.73,0.13
