method,fold,seed,subject_id,NLL,Brier,ECE,confidence,entropy,margin_mean,margin_std,overconfident_error_fraction
PUD_SOURCE_ONLY,0,0,49,0.3949023167612124,0.2600019628689774,0.05575336813926697,0.8316090106964111,0.3818204998970032,0.33166369795799255,2.471837043762207,0.05
B0_VANILLA_EEGNET,0,1,15,0.3398521331794373,0.18611355739790372,0.10452951073646546,0.8154705166816711,0.41857975721359253,0.30391553044319153,2.261798858642578,0.03
B0_VANILLA_EEGNET,0,1,19,0.7079155204609094,0.4651805770231149,0.16502094626426694,0.8085985779762268,0.41462838649749756,-1.1629090309143066,1.9715473651885986,0.13
B0_VANILLA_EEGNET,0,1,32,0.6721634934913907,0.45971978617763426,0.1456702035665512,0.7856701016426086,0.4549557864665985,0.20893283188343048,1.9382809400558472,0.1
B0_VANILLA_EEGNET,0,1,33,0.5000447983224352,0.3416937440490262,0.09406243085861207,0.8240624070167542,0.36962267756462097,-1.2516697645187378,2.3025288581848145,0.08
B0_VANILLA_EEGNET,0,1,41,0.48670668838461056,0.3165088465612381,0.08124185264110564,0.8001220226287842,0.42649340629577637,-0.1673843413591385,2.1864938735961914,0.06
B0_VANILLA_EEGNET,0,1,46,0.7577228637068825,0.5071529940572238,0.19757592499256132,0.7975760102272034,0.4257112145423889,0.2498771697282791,2.2571403980255127,0.14
B0_VANILLA_EEGNET,0,1,47,0.2856110433865429,0.16838279067798095,0.109201974272728,0.822020411491394,0.4017554223537445,-0.17387467622756958,2.355590581893921,0.01
B0_VANILLA_EEGNET,0,1,49,0.29826831860858544,0.18368692399821032,0.029320216178894035,0.8495826125144958,0.3573014438152313,-0.43262186646461487,2.573784828186035,0.03
A2_SOURCE_ONLY,0,1,15,0.4139814476617694,0.2431225206375682,0.0871840465068817,0.8249775767326355,0.3987695574760437,0.3340342044830322,2.398975133895874,0.07
A2_SOURCE_ONLY,0,1,19,0.600609033947815,0.3822572767367771,0.12941027104854583,0.8145166039466858,0.403511643409729,-0.06418202817440033,2.312347650527954,0.1
A2_SOURCE_ONLY,0,1,32,0.7424857217570174,0.4620502400311339,0.1440465146303177,0.8029735684394836,0.4117279350757599,0.4275672435760498,2.4274449348449707,0.15
A2_SOURCE_ONLY,0,1,33,0.3305004773134497,0.20366209266199087,0.04280489683151244,0.8392050862312317,0.35673001408576965,-0.2224155068397522,2.604750633239746,0.03
A2_SOURCE_ONLY,0,1,41,0.43983429626883436,0.2937005848608896,0.10590645074844361,0.8198844194412231,0.3996848165988922,-0.2869589328765869,2.3913207054138184,0.08
A2_SOURCE_ONLY,0,1,46,0.786486853016379,0.5012163703473063,0.20396890044212343,0.8439688086509705,0.3522043526172638,0.8610792756080627,2.621922492980957,0.18
A2_SOURCE_ONLY,0,1,47,0.25086348551175125,0.14203104336300437,0.10436870872974395,0.835631251335144,0.3709854483604431,0.17009654641151428,2.489614486694336,0.01
A2_SOURCE_ONLY,0,1,49,0.32924147708693224,0.19426353891826387,0.06731397330760953,0.8512881994247437,0.350328266620636,-0.3200649917125702,2.6806867122650146,0.05
PUD_SOURCE_ONLY,0,1,15,0.5386640347961371,0.3399569348306244,0.05610828042030333,0.7825091481208801,0.4515012502670288,0.7769039869308472,1.9697363376617432,0.05
PUD_SOURCE_ONLY,0,1,19,0.6704293279640361,0.45628915530189834,0.15150745749473574,0.7812225818634033,0.4635941684246063,-0.18222002685070038,1.8658374547958374,0.14
PUD_SOURCE_ONLY,0,1,32,1.0032407490358302,0.6067674666605649,0.27648294866085055,0.8264829516410828,0.3672652542591095,0.8350920677185059,2.6977219581604004,0.21
PUD_SOURCE_ONLY,0,1,33,0.4273461314024713,0.2840271463417543,0.06670538663864137,0.8178665041923523,0.40476706624031067,-0.45853856205940247,2.2224197387695312,0.05
PUD_SOURCE_ONLY,0,1,41,0.4988375509069962,0.3423366474468451,0.10607412755489354,0.8160741925239563,0.3941139280796051,-0.12556514143943787,2.5184690952301025,0.09
PUD_SOURCE_ONLY,0,1,46,0.7317485647419671,0.5032664200006967,0.21419782757759095,0.8241978287696838,0.3888462781906128,0.4998953938484192,2.38665771484375,0.16
PUD_SOURCE_ONLY,0,1,47,0.25305304362750847,0.14321440372446484,0.08072827637195586,0.8392717242240906,0.37405240535736084,-0.33215275406837463,2.3975892066955566,0.01
PUD_SOURCE_ONLY,0,1,49,0.3514056088890142,0.21595369591987937,0.044297391176223756,0.853691577911377,0.33470267057418823,-0.037832245230674744,2.9025678634643555,0.04
B0_VANILLA_EEGNET,0,2,15,0.31514360094383503,0.17788850465775485,0.05631866693496704,0.840995192527771,0.37849900126457214,-0.15640361607074738,2.3978984355926514,0.04
B0_VANILLA_EEGNET,0,2,19,0.5610715728627569,0.35316507374536327,0.10905990421772004,0.8628913760185242,0.3172922432422638,-1.120308756828308,2.703249216079712,0.13
B0_VANILLA_EEGNET,0,2,32,0.726250475734391,0.4374576984767478,0.17361361086368565,0.8781754374504089,0.30130526423454285,0.01273001916706562,2.9117791652679443,0.19
B0_VANILLA_EEGNET,0,2,33,0.29883447518513895,0.1912963953836433,0.05032648861408232,0.8710809350013733,0.29190945625305176,-1.1537483930587769,3.002946138381958,0.04
B0_VANILLA_EEGNET,0,2,41,0.5498837003220877,0.3514565032910943,0.10213571965694428,0.8229045867919922,0.3874271810054779,-0.8353563547134399,2.3192520141601562,0.09
B0_VANILLA_EEGNET,0,2,46,0.7750709064295265,0.5078052475486706,0.22144110381603244,0.8608239889144897,0.33170267939567566,0.8579840660095215,2.6111538410186768,0.19
B0_VANILLA_EEGNET,0,2,47,0.17785170624483507,0.09668943791926882,0.0574122440814972,0.8925879001617432,0.2774803638458252,-0.07685182988643646,2.986488103866577,0.01
B0_VANILLA_EEGNET,0,2,49,0.31870540788383256,0.19491162489888564,0.04559457778930666,0.8660169839859009,0.3192320168018341,-0.9447548389434814,2.7909092903137207,0.06
A2_SOURCE_ONLY,0,2,15,0.38876239585707384,0.22304517400258525,0.08253219604492186,0.7982409000396729,0.4324291944503784,0.06488969177007675,2.255399465560913,0.03
A2_SOURCE_ONLY,0,2,19,0.6347310575134336,0.4092992958222812,0.14189204692840576,0.811892032623291,0.40832871198654175,-0.43403998017311096,2.243105888366699,0.09
A2_SOURCE_ONLY,0,2,32,0.7645879070419938,0.48887777268747656,0.18010324060916902,0.8250402808189392,0.39074933528900146,0.5063061714172363,2.3993923664093018,0.18
A2_SOURCE_ONLY,0,2,33,0.3696602481620051,0.2383108554460893,0.08276466608047486,0.8443034291267395,0.3420249819755554,-1.0137733221054077,2.690589189529419,0.04
A2_SOURCE_ONLY,0,2,41,0.4778723557388751,0.31453141920281363,0.056721377372741674,0.803577184677124,0.41161078214645386,-0.3639756143093109,2.335169553756714,0.06
A2_SOURCE_ONLY,0,2,46,0.6905864549723382,0.4473347227594065,0.14534819424152373,0.8125743865966797,0.39095538854599,0.6639970541000366,2.4793050289154053,0.15
A2_SOURCE_ONLY,0,2,47,0.23934270914798436,0.1310200868834052,0.08344357311725616,0.8365563750267029,0.3814520239830017,-0.3801287114620209,2.382539749145508,0.01
A2_SOURCE_ONLY,0,2,49,0.31842478115474476,0.18388076725770883,0.06658389806747433,0.8467835187911987,0.35590115189552307,-0.25765538215637207,2.5980117321014404,0.04
PUD_SOURCE_ONLY,0,2,15,0.4550210474290273,0.26884799091940065,0.09166501522064208,0.7819628119468689,0.46290871500968933,0.19704462587833405,1.9001703262329102,0.06
PUD_SOURCE_ONLY,0,2,19,0.651275477603467,0.4358149172208459,0.12374176681041718,0.7937415838241577,0.4453873038291931,-0.31452685594558716,1.929091215133667,0.12
PUD_SOURCE_ONLY,0,2,32,0.7509013005591431,0.5156049445993657,0.16186069190502167,0.7781428694725037,0.46164053678512573,0.038242168724536896,1.9210140705108643,0.16
PUD_SOURCE_ONLY,0,2,33,0.40505779756642846,0.2606046001440954,0.06023203611373901,0.8287315368652344,0.3761388063430786,-0.7270252108573914,2.4037094116210938,0.05
PUD_SOURCE_ONLY,0,2,41,0.5274115213807022,0.3471199861375397,0.0625747686624527,0.7907516360282898,0.4406644403934479,-0.04523532837629318,2.2142155170440674,0.08
PUD_SOURCE_ONLY,0,2,46,0.7184665677748514,0.4709284008400391,0.16357279717922213,0.8110371232032776,0.39827975630760193,0.40475425124168396,2.4603214263916016,0.16
PUD_SOURCE_ONLY,0,2,47,0.2281722997828149,0.1244541990905986,0.07340948283672331,0.8565905094146729,0.34994155168533325,0.06826625764369965,2.586965560913086,0.02
PUD_SOURCE_ONLY,0,2,49,0.34092939172688325,0.2025609831671577,0.06529917538166044,0.8134394884109497,0.4094682037830353,0.09327632188796997,2.2408928871154785,0.03
B0_VANILLA_EEGNET,1,0,2,0.6008774021927924,0.3804115015376402,0.13854722201824193,0.8467503190040588,0.34595268964767456,0.7516898512840271,2.725255012512207,0.13
B0_VANILLA_EEGNET,1,0,14,0.5518209968548666,0.3392767022589836,0.13148096501827244,0.8637844324111938,0.331701397895813,0.8496007323265076,2.566441774368286,0.15
B0_VANILLA_EEGNET,1,0,34,0.7674957105018926,0.478323872164013,0.15867646217346193,0.8186765313148499,0.38796931505203247,-0.5973172187805176,2.4427754878997803,0.17
B0_VANILLA_EEGNET,1,0,40,0.47325922294990524,0.27810623315997707,0.08735311150550845,0.8662953972816467,0.3225771188735962,-1.0453016757965088,2.72403883934021,0.1
B0_VANILLA_EEGNET,1,0,43,0.25756104342831393,0.15919021320141052,0.0496702712774277,0.9014495611190796,0.25539347529411316,-0.5906344652175903,3.213684558868408,0.03
B0_VANILLA_EEGNET,1,0,44,0.47987614875583484,0.2969107979201471,0.08248567879199983,0.8848474621772766,0.29213008284568787,1.3715317249298096,2.8721072673797607,0.13
B0_VANILLA_EEGNET,1,0,48,0.62504367678623,0.4272205031826688,0.12646446108818052,0.8048127889633179,0.42447277903556824,-0.9690636396408081,2.0504212379455566,0.1
B0_VANILLA_EEGNET,1,0,50,0.9535892345688094,0.5987301727886937,0.24813502192497255,0.8276522159576416,0.3821018636226654,-1.4559932947158813,2.0128610134124756,0.24
A2_SOURCE_ONLY,1,0,2,0.4839571721645262,0.31559162403732377,0.08411335825920105,0.8366555571556091,0.362293004989624,-0.2475251406431198,2.8912577629089355,0.1
A2_SOURCE_ONLY,1,0,14,0.5987045102505287,0.3730798147611478,0.08174943864345549,0.8149877786636353,0.4208337366580963,0.07636430114507675,2.2292346954345703,0.1
A2_SOURCE_ONLY,1,0,34,0.7315687400023559,0.4624835084279746,0.14121300637722017,0.8008432984352112,0.4209596514701843,-0.6053593158721924,2.327650547027588,0.13
A2_SOURCE_ONLY,1,0,40,0.46696676505673934,0.2861761008353064,0.11093436837196351,0.8614757061004639,0.3147851228713989,-1.2266323566436768,2.95633864402771,0.1
A2_SOURCE_ONLY,1,0,43,0.23996333662438687,0.14067965105882774,0.08046882629394532,0.8672902584075928,0.29963603615760803,0.7565264701843262,3.307265043258667,0.03
A2_SOURCE_ONLY,1,0,44,0.5720209372609957,0.35375140940180166,0.08322051525115969,0.8229846358299255,0.38156363368034363,0.4600919485092163,2.643885374069214,0.11
A2_SOURCE_ONLY,1,0,48,0.6534281335337979,0.4275265811126526,0.12494063973426814,0.8203105330467224,0.4000524878501892,0.7533793449401855,2.110929012298584,0.15
A2_SOURCE_ONLY,1,0,50,0.8070559964720182,0.5193219012102909,0.16610014915466312,0.776100218296051,0.46157610416412354,-0.417648583650589,1.9811674356460571,0.14
PUD_SOURCE_ONLY,1,0,2,0.5155934356514473,0.34546766276260216,0.1111416119337082,0.8411416411399841,0.3561479449272156,-0.7172714471817017,2.858774423599243,0.07
PUD_SOURCE_ONLY,1,0,14,0.5794553559010488,0.35213010778916826,0.10105907440185546,0.828692615032196,0.39056259393692017,0.18811874091625214,2.3824641704559326,0.11
PUD_SOURCE_ONLY,1,0,34,0.8606857142550711,0.4966469334788283,0.18849443376064304,0.840450644493103,0.3571881353855133,-0.8566829562187195,2.7198092937469482,0.19
PUD_SOURCE_ONLY,1,0,40,0.5673887761440234,0.31796038230072277,0.12446543514728546,0.8784163594245911,0.2757059931755066,-1.639430046081543,3.2039690017700195,0.12
PUD_SOURCE_ONLY,1,0,43,0.2213428188007994,0.13200848942048968,0.05564528644084932,0.8794800639152527,0.28597214818000793,0.3803555965423584,3.3389744758605957,0.03
PUD_SOURCE_ONLY,1,0,44,0.6067644461989135,0.3816060788917558,0.09963473439216615,0.8227433562278748,0.38800856471061707,0.6450173258781433,2.404635190963745,0.11
PUD_SOURCE_ONLY,1,0,48,0.5643729659589198,0.38058861615967926,0.08184383749961856,0.8109104037284851,0.42407146096229553,0.25510314106941223,2.1678502559661865,0.1
PUD_SOURCE_ONLY,1,0,50,0.8870962270039787,0.5755534721880987,0.20576339185237885,0.7857633233070374,0.4502052366733551,-0.9823558330535889,1.8781284093856812,0.2
B0_VANILLA_EEGNET,1,1,2,0.5061485114350266,0.3060560122956708,0.09093370914459228,0.8427931070327759,0.3568050265312195,-0.381979376077652,2.653752088546753,0.1
B0_VANILLA_EEGNET,1,1,14,0.6291586934707994,0.40665376910935325,0.16129170656204223,0.8270776271820068,0.38852107524871826,0.8953742384910583,2.224026918411255,0.14
B0_VANILLA_EEGNET,1,1,34,0.688049438189916,0.45034597562251266,0.13408923864364622,0.8040891885757446,0.42327290773391724,-0.3559061884880066,2.2251830101013184,0.13
B0_VANILLA_EEGNET,1,1,40,0.4423123934906952,0.2884970943919726,0.08614324867725372,0.8661432862281799,0.31261399388313293,-1.227272868156433,2.838322639465332,0.09
B0_VANILLA_EEGNET,1,1,43,0.28103722168615547,0.1672534006569468,0.035467433333396886,0.8645326495170593,0.3246314227581024,0.1468747854232788,2.8768258094787598,0.04
B0_VANILLA_EEGNET,1,1,44,0.5722643446566937,0.3670420312923316,0.11718226134777066,0.8541269898414612,0.3424413204193115,0.7600206136703491,2.6479132175445557,0.13
B0_VANILLA_EEGNET,1,1,48,0.5669573163794,0.37948279550982295,0.09820996403694153,0.800658643245697,0.4262748658657074,0.47214576601982117,2.1631078720092773,0.08
B0_VANILLA_EEGNET,1,1,50,0.8960730187764168,0.5766416651029442,0.20599174976348877,0.8059917688369751,0.4250515103340149,-1.2245984077453613,1.716467261314392,0.23
A2_SOURCE_ONLY,1,1,2,0.5416515497929562,0.32293273032906855,0.1451993215084076,0.8276883959770203,0.3606981635093689,0.1345691829919815,2.85426926612854,0.08
A2_SOURCE_ONLY,1,1,14,0.6158052815928339,0.37303415925362104,0.10523459434509277,0.8344867825508118,0.37476104497909546,0.2233031690120697,2.587514638900757,0.11
A2_SOURCE_ONLY,1,1,34,0.7711146840037997,0.4900044608359834,0.14715208590030668,0.7946246266365051,0.4269963204860687,-0.5875454545021057,2.2440361976623535,0.16
A2_SOURCE_ONLY,1,1,40,0.40879700676351716,0.2561378013799155,0.0719252586364746,0.8387743234634399,0.35016360878944397,-0.49642422795295715,2.785862922668457,0.05
A2_SOURCE_ONLY,1,1,43,0.26474887090613886,0.15078183023819433,0.05357934176921845,0.8673532009124756,0.30444809794425964,-0.5670052766799927,3.1699745655059814,0.02
A2_SOURCE_ONLY,1,1,44,0.3945238809963884,0.23919590820175002,0.07100528895854952,0.8935471177101135,0.2685069143772125,1.2909351587295532,3.1902668476104736,0.07
A2_SOURCE_ONLY,1,1,48,0.6577380795290881,0.467266431166175,0.16672977745532988,0.7767298221588135,0.45998936891555786,-0.8446042537689209,1.9374260902404785,0.09
A2_SOURCE_ONLY,1,1,50,0.9200775329123091,0.5745957789856933,0.22055179297924046,0.8205518126487732,0.402765154838562,-1.2032930850982666,2.098928689956665,0.2
PUD_SOURCE_ONLY,1,1,2,0.50662739193508,0.3172687342578346,0.0899422216415405,0.839942216873169,0.3510647118091583,-0.20399895310401917,3.1043601036071777,0.07
PUD_SOURCE_ONLY,1,1,14,0.6066640635075831,0.35918849066716374,0.11005879402160645,0.8248255848884583,0.39368751645088196,0.09395433217287064,2.4883179664611816,0.12
PUD_SOURCE_ONLY,1,1,34,0.9187725581690284,0.5292171210740324,0.1936398923397064,0.8236400485038757,0.3796040415763855,-0.3472400903701782,2.718597412109375,0.17
PUD_SOURCE_ONLY,1,1,40,0.5332516432525897,0.3033527977069422,0.093776969909668,0.8489905595779419,0.3176057040691376,-1.3027021884918213,3.1497511863708496,0.09
PUD_SOURCE_ONLY,1,1,43,0.342402663431659,0.20930091335881024,0.013235462903976435,0.8561073541641235,0.33394676446914673,0.2802247107028961,2.8448128700256348,0.04
PUD_SOURCE_ONLY,1,1,44,0.5209614250262891,0.33728708670915636,0.06560944318771361,0.810202956199646,0.4059251546859741,0.482627272605896,2.3661112785339355,0.09
PUD_SOURCE_ONLY,1,1,48,0.6139060407336266,0.4183836262582615,0.11605878233909607,0.7869316935539246,0.4598630964756012,0.09156051278114319,1.9831526279449463,0.1
PUD_SOURCE_ONLY,1,1,50,0.8101086150663815,0.5343894871640461,0.17674654901027678,0.7660320401191711,0.4767438769340515,-0.4540998041629791,1.7821122407913208,0.15
B0_VANILLA_EEGNET,1,2,2,0.4939457195764135,0.31535254025364934,0.1282876378297806,0.8482666015625,0.3505837321281433,0.3029573857784271,2.6188852787017822,0.11
B0_VANILLA_EEGNET,1,2,14,0.5179943095129398,0.323598503633561,0.08452081263065336,0.8402359485626221,0.37893444299697876,0.16595451533794403,2.4769794940948486,0.1
B0_VANILLA_EEGNET,1,2,34,0.873709384141213,0.5811844371655829,0.22361267149448397,0.7836126089096069,0.44001397490501404,-0.9613015055656433,1.9853236675262451,0.17
B0_VANILLA_EEGNET,1,2,40,0.33110617368177814,0.20698660484733203,0.05313867509365079,0.8388385772705078,0.3627319037914276,-0.3682754933834076,2.524447441101074,0.05
B0_VANILLA_EEGNET,1,2,43,0.27073325001498716,0.15706665461156766,0.03410805344581602,0.8951882123947144,0.27075934410095215,-0.20594780147075653,3.087191343307495,0.05
B0_VANILLA_EEGNET,1,2,44,0.7021838900793621,0.4416262613089119,0.18094052135944366,0.8573356866836548,0.3262915015220642,1.719484806060791,2.2329812049865723,0.17
B0_VANILLA_EEGNET,1,2,48,0.5894310362299677,0.39568036529146444,0.10621741116046904,0.7962172627449036,0.4268069863319397,0.46525707840919495,2.1480348110198975,0.1
B0_VANILLA_EEGNET,1,2,50,0.6394069997689074,0.42025856731888916,0.10107874214649203,0.7852571606636047,0.45272934436798096,0.04990079998970032,1.9592543840408325,0.11
A2_SOURCE_ONLY,1,2,2,0.5400104626746877,0.3279357979764457,0.13051548302173616,0.8324810266494751,0.3486193120479584,-0.09340593218803406,3.081846237182617,0.1
A2_SOURCE_ONLY,1,2,14,0.5706089128914044,0.35743532148667095,0.12856814384460447,0.8340093493461609,0.38130414485931396,0.2505652904510498,2.4664652347564697,0.11
A2_SOURCE_ONLY,1,2,34,0.7955489686634045,0.4696721383725,0.16629975318908694,0.814363420009613,0.39925307035446167,-0.7415779232978821,2.5437371730804443,0.14
A2_SOURCE_ONLY,1,2,40,0.5053428551392569,0.3381492236657538,0.1021494346857071,0.839430034160614,0.36482006311416626,-0.7793903350830078,2.5954675674438477,0.1
A2_SOURCE_ONLY,1,2,43,0.20684297548995867,0.12048093363472162,0.04169164061546331,0.8843501210212708,0.27520522475242615,-0.18845199048519135,3.4392333030700684,0.02
A2_SOURCE_ONLY,1,2,44,0.4877729088146576,0.2925783971520792,0.09296597540378572,0.8946093916893005,0.266024649143219,1.4856040477752686,3.1404333114624023,0.13
A2_SOURCE_ONLY,1,2,48,0.6193957912191004,0.4257390789482565,0.14369531869888302,0.7879995107650757,0.43891024589538574,-0.019984526559710503,2.185649871826172,0.11
A2_SOURCE_ONLY,1,2,50,1.2260400024875475,0.6922074635507007,0.29918738484382634,0.8562734127044678,0.32359349727630615,-2.362541437149048,2.2399771213531494,0.31
PUD_SOURCE_ONLY,1,2,2,0.49646118425031427,0.3181086267322102,0.08011136353015902,0.8196813464164734,0.3721555769443512,-0.2842176556587219,2.9081897735595703,0.06
PUD_SOURCE_ONLY,1,2,14,0.6213847563063627,0.3704201580890678,0.10295327663421633,0.8432936668395996,0.3639265298843384,0.7926928997039795,2.498220205307007,0.13
PUD_SOURCE_ONLY,1,2,34,0.8654458897001868,0.5205152648717699,0.18996950864791867,0.8199694156646729,0.380240797996521,-0.7669703960418701,2.6438651084899902,0.19
PUD_SOURCE_ONLY,1,2,40,0.5948991740273833,0.3339276180617485,0.1321505200862885,0.8723329901695251,0.30093005299568176,-1.6025396585464478,2.985185384750366,0.12
PUD_SOURCE_ONLY,1,2,43,0.23937215927654854,0.14374505729470552,0.05081062912940976,0.8707771897315979,0.3055761456489563,0.29133448004722595,3.0347049236297607,0.01
PUD_SOURCE_ONLY,1,2,44,0.4510475214225863,0.28898763808192307,0.09957937359809878,0.85957932472229,0.32552945613861084,0.9362614154815674,2.7206175327301025,0.09
PUD_SOURCE_ONLY,1,2,48,0.687971608072163,0.4675290666274801,0.15187820017337797,0.8018782138824463,0.42296120524406433,-0.38136136531829834,2.1958017349243164,0.15
PUD_SOURCE_ONLY,1,2,50,0.9339589961550471,0.5708701835615838,0.22327559769153593,0.8032755851745605,0.4025381803512573,-1.6079710721969604,2.114520788192749,0.19
B0_VANILLA_EEGNET,2,0,9,0.7161693460765691,0.45838310378770303,0.1785818022489548,0.8447009325027466,0.3519025444984436,-1.0662317276000977,2.539766788482666,0.17
B0_VANILLA_EEGNET,2,0,10,0.5845015902929661,0.39118538123547664,0.12454002380371094,0.8045399188995361,0.4193071126937866,-0.34620144963264465,2.252739191055298,0.08
B0_VANILLA_EEGNET,2,0,16,0.31338360135127713,0.19847064458021385,0.045607154369354266,0.8652962446212769,0.2867385745048523,-0.5194524526596069,3.733344793319702,0.04
B0_VANILLA_EEGNET,2,0,21,0.12392778954825098,0.06800759023189618,0.0534555447101593,0.9191845059394836,0.19685669243335724,-0.9106572866439819,3.8583221435546875,0.01
B0_VANILLA_EEGNET,2,0,22,0.6749597303197803,0.42241264456455063,0.11875098943710327,0.8187510967254639,0.3906066417694092,-0.6212925314903259,2.4297492504119873,0.14
B0_VANILLA_EEGNET,2,0,31,0.30062431549552304,0.18586561202418184,0.03568083941936493,0.8505697846412659,0.3332517147064209,-0.0600019171833992,2.8565030097961426,0.03
B0_VANILLA_EEGNET,2,0,45,0.38868013282320446,0.24701543111318972,0.07843615770339966,0.7710776329040527,0.4709714651107788,0.2926037609577179,1.9756121635437012,0.02
B0_VANILLA_EEGNET,2,0,53,0.4605198872716664,0.2935399643753182,0.07581030547618868,0.8465567231178284,0.34849345684051514,-0.06185971200466156,2.706369638442993,0.1
A2_SOURCE_ONLY,2,0,9,0.8073588365309596,0.5387986742245972,0.1922521460056305,0.7922521829605103,0.44178345799446106,-0.04355345666408539,2.053117275238037,0.18
A2_SOURCE_ONLY,2,0,10,0.5943859124365042,0.40446959063702775,0.08687626481056211,0.7765685319900513,0.45655620098114014,0.5474314093589783,1.9821522235870361,0.08
A2_SOURCE_ONLY,2,0,16,0.41142327368087955,0.27388763385192133,0.0710675495862961,0.8710675835609436,0.3000350892543793,-0.2193470001220703,3.244363784790039,0.09
A2_SOURCE_ONLY,2,0,21,0.30766948967371094,0.18938395861917706,0.08482512295246125,0.8314095139503479,0.3877429664134979,-0.1482551246881485,2.383192539215088,0.02
A2_SOURCE_ONLY,2,0,22,0.644226531713993,0.4369746133638791,0.09054130136966705,0.7679286003112793,0.4751182794570923,-0.26699185371398926,1.9175328016281128,0.11
A2_SOURCE_ONLY,2,0,31,0.3638692876409068,0.21894926915449048,0.08533290624618532,0.8330051302909851,0.3800486624240875,0.5749170780181885,2.3787262439727783,0.06
