fold,seed,block,dimensions,coordinate_ids,persistence_supported,u_abs_mean,u_spec_mean,u_abs_CI95_low,u_spec_CI95_low,outer_test_used
1,1,0,4,"[0, 1, 2, 3]",True,0.017489204253474312,-0.01876971069784292,0.01626589150165845,-0.022654021200241424,False
1,1,1,4,"[4, 5, 6, 7]",True,0.039385262601817496,0.008502065996274387,0.03789930535440418,0.0054535542184275644,False
1,1,2,4,"[8, 9, 10, 11]",True,0.08096061270696864,0.0577803028036285,0.07416661311428356,0.05307544774649649,False
1,1,3,4,"[12, 13, 14, 15]",False,0.008008953075187142,-0.028022728756092137,0.006674476779788829,-0.031285006591370304,False
1,1,4,4,"[16, 17, 18, 19]",False,0.014654124978358784,-0.019748753607113253,0.013691942467769036,-0.021577183611025577,False
