fold,seed,task,block,dimensions,persistence_supported,n_unique_subjects,n_split_observations,bootstrap_hierarchy,u_abs_mean,u_abs_CI95,u_abs_sign_probability,u_spec_mean,u_spec_CI95,u_spec_sign_probability,raw_BA_change,same_rank_random_BA_change,u_abs_bootstrap,u_spec_bootstrap,random_interventions
1,0,mi,0,1,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.00022645660770705353,"[-0.000644440627114606, 0.00016995593527779112]",0.1382,-0.004869286141010277,"[-0.00543083649255668, -0.0043124909545740496]",0.0,0.002470128676470588,-0.007058440563725489,"{'mean': -0.00022645660770705353, 'ci95': [-0.000644440627114606, 0.00016995593527779112], 'sign_probability': 0.1382, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.004869286141010277, 'ci95': [-0.00543083649255668, -0.0043124909545740496], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,mi,1,2,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.00027443209925327646,"[-0.0007186252329685505, 0.0013652652550609384]",0.6996,-0.009135021292152119,"[-0.011350493330146668, -0.007254380714459519]",0.0,0.001129748774509804,-0.014193282781862744,"{'mean': 0.00027443209925327646, 'ci95': [-0.0007186252329685505, 0.0013652652550609384], 'sign_probability': 0.6996, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.009135021292152119, 'ci95': [-0.011350493330146668, -0.007254380714459519], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,mi,2,2,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.0009952624387691653,"[-0.002777875690120864, 0.0008581538180893673]",0.1394,-0.011648868531453915,"[-0.013018638399978867, -0.010296396469698873]",0.0,0.0029105392156862746,-0.01674402573529412,"{'mean': -0.0009952624387691653, 'ci95': [-0.002777875690120864, 0.0008581538180893673], 'sign_probability': 0.1394, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.011648868531453915, 'ci95': [-0.013018638399978867, -0.010296396469698873], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,mi,3,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.003351397638687443,"[0.0011358708261264541, 0.005603099877777794]",0.9988,-0.019386215431866107,"[-0.022874774566719925, -0.015851527284100282]",0.0,-0.012542126225490195,-0.034684819240196084,"{'mean': 0.003351397638687443, 'ci95': [0.0011358708261264541, 0.005603099877777794], 'sign_probability': 0.9988, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.019386215431866107, 'ci95': [-0.022874774566719925, -0.015851527284100282], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,mi,4,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.04697764560303524,"[0.031835393775687504, 0.06377303160437059]",1.0,0.03482002092103424,"[0.018937109773046912, 0.05153072628068993]",1.0,-0.07490808823529412,-0.020271331188725494,"{'mean': 0.04697764560303524, 'ci95': [0.031835393775687504, 0.06377303160437059], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': 0.03482002092103424, 'ci95': [0.018937109773046912, 0.05153072628068993], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,mi,5,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.018972114249677517,"[0.014715644643610252, 0.023438770010565935]",1.0,-0.00033518638089879976,"[-0.004507030034050784, 0.003906314046991628]",0.4392,-0.042068780637254895,-0.02902018229166667,"{'mean': 0.018972114249677517, 'ci95': [0.014715644643610252, 0.023438770010565935], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.00033518638089879976, 'ci95': [-0.004507030034050784, 0.003906314046991628], 'sign_probability': 0.4392, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,mi,6,3,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.028868198707177096,"[0.021718113671850305, 0.03667855446481691]",1.0,0.01886570190450086,"[0.009654154853998417, 0.028599203842358978]",0.9998,-0.03697533700980392,-0.01708352481617647,"{'mean': 0.028868198707177096, 'ci95': [0.021718113671850305, 0.03667855446481691], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': 0.01886570190450086, 'ci95': [0.009654154853998417, 0.028599203842358978], 'sign_probability': 0.9998, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,erp,0,1,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.000769929996939436,"[0.00014498059913450848, 0.0014645120746035664]",0.9935,-0.0018668953990183122,"[-0.002586738468766228, -0.001055261745224208]",0.0,-0.0006127450980392158,-0.00627508425245098,"{'mean': 0.000769929996939436, 'ci95': [0.00014498059913450848, 0.0014645120746035664], 'sign_probability': 0.9935, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.0018668953990183122, 'ci95': [-0.002586738468766228, -0.001055261745224208], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,erp,1,2,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.00014171664264968006,"[-0.0006963355780692735, 0.0009315609320023856]",0.6229,-0.004349560850942945,"[-0.005537315084298551, -0.003204208007622399]",0.0,0.00021063112745098027,-0.009748008578431373,"{'mean': 0.00014171664264968006, 'ci95': [-0.0006963355780692735, 0.0009315609320023856], 'sign_probability': 0.6229, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.004349560850942945, 'ci95': [-0.005537315084298551, -0.003204208007622399], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,erp,2,2,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.0006771834683382758,"[0.00019980324215926069, 0.0011837654775276594]",0.998,-0.004873464428713858,"[-0.005652868611134876, -0.004081067207840686]",0.0,-0.00530407475490196,-0.0108773743872549,"{'mean': 0.0006771834683382758, 'ci95': [0.00019980324215926069, 0.0011837654775276594], 'sign_probability': 0.998, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.004873464428713858, 'ci95': [-0.005652868611134876, -0.004081067207840686], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,erp,3,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.00021765137061963862,"[-0.000947084068612723, 0.0013290602848112325]",0.6638,-0.011344216974359073,"[-0.013239724143941638, -0.00949417089233939]",0.0,0.0017807904411764703,-0.022107460171568626,"{'mean': 0.00021765137061963862, 'ci95': [-0.000947084068612723, 0.0013290602848112325], 'sign_probability': 0.6638, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.011344216974359073, 'ci95': [-0.013239724143941638, -0.00949417089233939], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,erp,4,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.0019450881122174033,"[0.0007671548177673569, 0.0031637344945255955]",0.9982,-0.009293515749075262,"[-0.010724401597798515, -0.007879560768912325]",0.0,-0.009210324754901961,-0.021769301470588236,"{'mean': 0.0019450881122174033, 'ci95': [0.0007671548177673569, 0.0031637344945255955], 'sign_probability': 0.9982, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.009293515749075262, 'ci95': [-0.010724401597798515, -0.007879560768912325], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
1,0,erp,5,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.025067175219572992,"[0.021290059017444775, 0.028758387781949994]",1.0,0.018878206608394954,"[0.015282279809923537, 0.0224546267195063]",1.0,-0.048828125,-0.012525658700980392,"{'mean': 0.025067175219572992, 'ci95': [0.021290059017444775, 0.028758387781949994], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': 0.018878206608394954, 'ci95': [0.015282279809923537, 0.0224546267195063], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}",100
