epoch,method_strict_inductive_BA,control_strict_inductive_BA,method_loss,control_loss,geometry_loss,drift_loss,steps,elapsed_seconds
0,0.7544444444444445,0.755,1.385687104413207,0.392649899066334,3.31040402197502,5.0017733163228105e-05,71,1.7964496612548828
1,0.7544444444444445,0.7572222222222222,1.2577584343896786,0.37690155963662647,2.937195405154161,0.0004948111583846031,71,3.0962343215942383
2,0.7544444444444445,0.7555555555555555,1.2388398915949002,0.3775460648704583,2.8713987914609236,0.0016974790266085363,71,4.357799768447876
3,0.7488888888888889,0.7533333333333334,1.1832258138858096,0.37579978792600227,2.6940254241647854,0.003987724092644705,71,5.6511006355285645
4,0.7472222222222222,0.7538888888888889,1.1621615063976234,0.3786175311870978,2.6078326131256535,0.00819911182084134,71,6.959478378295898
5,0.74,0.7494444444444445,1.1417075429164187,0.3709126906075948,2.559668014586811,0.014815397062142131,71,8.251504182815552
6,0.7427777777777778,0.7527777777777778,1.0168861306049455,0.36392105297303534,2.1643544099700285,0.02343082660153298,71,9.537292718887329
7,0.7422222222222222,0.7544444444444445,1.0645422683635228,0.38484338261711765,2.2462877152671274,0.03305286434019955,71,10.829192161560059
8,0.7394444444444445,0.7494444444444444,0.9408945067667626,0.3652322758251513,1.8996022721411476,0.04510567452706082,71,12.089954614639282
9,0.7383333333333333,0.7527777777777778,0.9084286824078627,0.365225526228757,1.7789743639213937,0.06517267804330504,71,13.352729320526123
10,0.7416666666666667,0.755,0.9226827617262451,0.3720572995887676,1.7930963488531784,0.0799380213441983,71,14.651588439941406
11,0.741111111111111,0.7516666666666667,0.9141171536814998,0.3795955477046295,1.7343831935399014,0.10174543908993963,71,15.93744683265686
12,0.741111111111111,0.7533333333333334,0.8118391515503467,0.35805943566308895,1.447677493095398,0.11936951932353033,71,17.227678537368774
13,0.7383333333333333,0.75,0.8625747078741101,0.38774940308550715,1.5225048426171424,0.13750512121428907,71,18.518222093582153
14,0.7405555555555556,0.755,0.8166174338737004,0.37654917970509594,1.4024539073588143,0.16737094815348236,71,19.788815021514893
15,0.7394444444444445,0.7533333333333333,0.7709420646580172,0.37753925021265594,1.2372353282612814,0.19323191340540496,71,21.049015522003174
16,0.7394444444444443,0.7505555555555556,0.7490421147413657,0.3677769502703573,1.1847889070779505,0.2243652532637959,71,22.34811544418335
17,0.7416666666666667,0.7533333333333333,0.6876176557910274,0.352974255320052,1.0225582278110612,0.25472550996592347,71,23.618876934051514
18,0.7388888888888889,0.7505555555555555,0.7946361655920324,0.3812449108546888,1.2754152198912392,0.2644389036675574,71,24.913923501968384
19,0.7405555555555556,0.7488888888888889,0.664425253028601,0.3597655311016969,0.9080924555449419,0.29290019437460835,71,26.20573854446411
20,0.74,0.7511111111111111,0.7677130275209185,0.3702784621379745,1.2115751248849949,0.30606948825674996,71,27.487709522247314
21,0.7438888888888888,0.7477777777777778,0.6834840426142786,0.35671313589727377,0.9637598424730166,0.33986510252448876,71,28.75628900527954
22,0.7433333333333333,0.7488888888888889,0.7297175438471244,0.37102538515144673,1.0650841958925759,0.3540760853760679,71,30.060726642608643
23,0.7433333333333334,0.7522222222222221,0.7268181271116498,0.36558074241792654,1.0620164501834923,0.3716384252192269,71,31.323779821395874
