final_heldout_accessed,finite_P,finite_normmatched_random,finite_random,fold,interaction_P,interaction_random,local_P,local_random,local_ratio,model,seed,subject_id,task,training_performed
False,"{'BA_change': 0.07999999999999996, 'CE_change': 0.22152765095233917, 'JS': 0.07184706628322601, 'TV': 0.1655900627374649, 'centered_logit_rms': 2.2094173431396484, 'flip_rate': 0.14, 'true_margin_change': 2.3155341148376465}","{'BA_change': 0.07609999999999995, 'CE_change': 0.3212052935361862, 'JS': 0.060526236649602654, 'TV': 0.1374971705675125, 'centered_logit_rms': 2.044847069978714, 'flip_rate': 0.1148, 'true_margin_change': 1.9819525229930877}","{'BA_change': 0.06499999999999997, 'CE_change': 0.2745736435195431, 'JS': 0.057052451735362414, 'TV': 0.1301452035829425, 'centered_logit_rms': 1.794276843070984, 'flip_rate': 0.1092, 'true_margin_change': 1.845253878235817}",2,8.734369885132764e-07,8.557632020256279e-07,0.8157986998558044,0.7063838490843772,1.1548943268072338,EEGNet,0,8,OpenBMI_SSVEP,False
False,"{'BA_change': 0.010000000000000009, 'CE_change': 0.06431863456964493, 'JS': 0.012699924409389496, 'TV': 0.03164608031511307, 'centered_logit_rms': 1.4086123704910278, 'flip_rate': 0.02, 'true_margin_change': 2.026801109313965}","{'BA_change': 0.013300000000000011, 'CE_change': 0.04629646330839023, 'JS': 0.011994971480453387, 'TV': 0.03025821170769632, 'centered_logit_rms': 1.2441228973865508, 'flip_rate': 0.021599999999999998, 'true_margin_change': 1.7949440306425095}","{'BA_change': 0.008600000000000007, 'CE_change': 0.054132797296042555, 'JS': 0.014267035742523148, 'TV': 0.0362541499058716, 'centered_logit_rms': 1.2898993974924087, 'flip_rate': 0.017700000000000004, 'true_margin_change': 2.008482523560524}",2,7.777327368785336e-07,8.31708089208405e-07,0.8157986998558044,0.7063838490843772,1.1548943268072338,EEGNet,0,11,OpenBMI_SSVEP,False
False,"{'BA_change': 0.15, 'CE_change': 1.6365618705749512, 'JS': 0.20949529111385345, 'TV': 0.4409160315990448, 'centered_logit_rms': 2.811239242553711, 'flip_rate': 0.47, 'true_margin_change': 1.8973777294158936}","{'BA_change': 0.04709999999999998, 'CE_change': 0.8582426721975207, 'JS': 0.17743347249925137, 'TV': 0.3937146073579788, 'centered_logit_rms': 2.5629255604743957, 'flip_rate': 0.4247999999999999, 'true_margin_change': 0.899029635284096}","{'BA_change': 0.027099999999999985, 'CE_change': 0.7497606967017054, 'JS': 0.16118423651903868, 'TV': 0.3619912841916084, 'centered_logit_rms': 2.3468310737609865, 'flip_rate': 0.3821, 'true_margin_change': 0.7696159660257399}",2,9.300728720518237e-07,7.867874245448547e-07,0.8157986998558044,0.7063838490843772,1.1548943268072338,EEGNet,0,23,OpenBMI_SSVEP,False
False,"{'BA_change': 0.07000000000000006, 'CE_change': 0.36121875047683716, 'JS': 0.05688352510333061, 'TV': 0.13687096536159515, 'centered_logit_rms': 1.9281209707260132, 'flip_rate': 0.11, 'true_margin_change': 2.0968270301818848}","{'BA_change': 0.06670000000000006, 'CE_change': 0.3414300122857094, 'JS': 0.05447700705379248, 'TV': 0.13293642815202475, 'centered_logit_rms': 1.7913486397266387, 'flip_rate': 0.1279, 'true_margin_change': 1.7591918674111366}","{'BA_change': 0.08170000000000005, 'CE_change': 0.3780083319917321, 'JS': 0.06135412069503218, 'TV': 0.14315853983163834, 'centered_logit_rms': 1.756893362402916, 'flip_rate': 0.13469999999999996, 'true_margin_change': 1.9338869354873895}",2,8.762287393437873e-07,8.549199264962226e-07,0.8157986998558044,0.7063838490843772,1.1548943268072338,EEGNet,0,30,OpenBMI_SSVEP,False
False,"{'BA_change': 0.020000000000000018, 'CE_change': 0.03159717842936516, 'JS': 0.007948881946504116, 'TV': 0.021427009254693985, 'centered_logit_rms': 1.457640290260315, 'flip_rate': 0.02, 'true_margin_change': 2.1410176753997803}","{'BA_change': 0.014000000000000012, 'CE_change': 0.042696909484802745, 'JS': 0.008968246186850593, 'TV': 0.021684795236214995, 'centered_logit_rms': 1.3584143042564392, 'flip_rate': 0.014000000000000002, 'true_margin_change': 1.885866515636444}","{'BA_change': 0.026500000000000003, 'CE_change': 0.07565014575564419, 'JS': 0.019359077850094764, 'TV': 0.04571977239334956, 'centered_logit_rms': 1.3603920006752015, 'flip_rate': 0.0265, 'true_margin_change': 2.1018706262111664}",2,8.468987857668253e-07,8.693774503854001e-07,0.8157986998558044,0.7063838490843772,1.1548943268072338,EEGNet,0,48,OpenBMI_SSVEP,False
False,"{'BA_change': 0.019999999999999907, 'CE_change': 0.11870945245027542, 'JS': 0.04624456539750099, 'TV': 0.10620614141225815, 'centered_logit_rms': 1.939139723777771, 'flip_rate': 0.08, 'true_margin_change': 2.064359188079834}","{'BA_change': 0.058199999999999946, 'CE_change': 0.19401773287914692, 'JS': 0.04529809320345521, 'TV': 0.10552943643182516, 'centered_logit_rms': 1.803412458896637, 'flip_rate': 0.09209999999999999, 'true_margin_change': 1.8533025246858597}","{'BA_change': 0.07309999999999996, 'CE_change': 0.2556975827761926, 'JS': 0.054409361043944955, 'TV': 0.12085811004042625, 'centered_logit_rms': 1.7261278223991394, 'flip_rate': 0.10460000000000001, 'true_margin_change': 1.894940814077854}",2,8.463044878226356e-07,8.56903542398868e-07,0.8157986998558044,0.7063838490843772,1.1548943268072338,EEGNet,0,50,OpenBMI_SSVEP,False
False,"{'BA_change': 0.13, 'CE_change': 0.7376300692558289, 'JS': 0.10431040078401566, 'TV': 0.23577667772769928, 'centered_logit_rms': 2.24031662940979, 'flip_rate': 0.25, 'true_margin_change': 2.570401191711426}","{'BA_change': 0.06619999999999995, 'CE_change': 0.4359625822491944, 'JS': 0.08531596150249243, 'TV': 0.1987153812497854, 'centered_logit_rms': 2.0708941447734834, 'flip_rate': 0.19049999999999997, 'true_margin_change': 1.7269947159290313}","{'BA_change': 0.07019999999999994, 'CE_change': 0.3765039571095258, 'JS': 0.07624549116939307, 'TV': 0.18086582958698272, 'centered_logit_rms': 1.8653666305541992, 'flip_rate': 0.17199999999999996, 'true_margin_change': 1.6273566318303347}",2,8.630730121694796e-07,8.545416443439535e-07,0.8157986998558044,0.7063838490843772,1.1548943268072338,EEGNet,0,52,OpenBMI_SSVEP,False
False,"{'BA_change': 0.3899999999999999, 'CE_change': 1.0589698553085327, 'JS': 0.24280650913715363, 'TV': 0.4916149377822876, 'centered_logit_rms': 3.0099093914031982, 'flip_rate': 0.39, 'true_margin_change': 6.008798122406006}","{'BA_change': 0.30060000000000003, 'CE_change': 0.7094201135635376, 'JS': 0.17120334096252918, 'TV': 0.3573835301399231, 'centered_logit_rms': 2.8010425639152525, 'flip_rate': 0.30060000000000003, 'true_margin_change': 5.166743338108063}","{'BA_change': 0.12030000000000002, 'CE_change': 0.34510439675301313, 'JS': 0.08616403681226074, 'TV': 0.1929389088973403, 'centered_logit_rms': 2.0361596477031707, 'flip_rate': 0.12029999999999999, 'true_margin_change': 3.448271504640579}",3,8.230932166952698e-07,8.314329971881307e-07,1.138385534286499,0.5725003528594971,1.9884451225235862,EEGNet,0,10,OpenBMI_SSVEP,False
False,"{'BA_change': 0.16000000000000003, 'CE_change': 0.5556721687316895, 'JS': 0.18015311658382416, 'TV': 0.40263697504997253, 'centered_logit_rms': 2.9974799156188965, 'flip_rate': 0.17, 'true_margin_change': 6.229860305786133}","{'BA_change': 0.2094, 'CE_change': 0.49820214077830316, 'JS': 0.14511782616376878, 'TV': 0.3209588088095188, 'centered_logit_rms': 2.857918989658356, 'flip_rate': 0.21539999999999998, 'true_margin_change': 6.0304080629348755}","{'BA_change': 0.03290000000000001, 'CE_change': 0.13485247087432073, 'JS': 0.04547434243373573, 'TV': 0.11230994486715645, 'centered_logit_rms': 1.87200769841671, 'flip_rate': 0.0363, 'true_margin_change': 3.575128769874573}",3,8.673365528011345e-07,8.498680216462162e-07,1.138385534286499,0.5725003528594971,1.9884451225235862,EEGNet,0,16,OpenBMI_SSVEP,False
False,"{'BA_change': 0.38, 'CE_change': 1.1563389301300049, 'JS': 0.24030718207359314, 'TV': 0.48982009291648865, 'centered_logit_rms': 2.899728536605835, 'flip_rate': 0.41, 'true_margin_change': 5.306654453277588}","{'BA_change': 0.2521, 'CE_change': 0.7030800610780716, 'JS': 0.1577452989667654, 'TV': 0.3325508703291416, 'centered_logit_rms': 2.6823259019851684, 'flip_rate': 0.27360000000000007, 'true_margin_change': 3.955068123340607}","{'BA_change': 0.1571, 'CE_change': 0.425589276481187, 'JS': 0.10141158420592547, 'TV': 0.22545443631708623, 'centered_logit_rms': 2.1019152545928956, 'flip_rate': 0.1765, 'true_margin_change': 2.92403599858284}",3,8.027069497984485e-07,8.365393318854331e-07,1.138385534286499,0.5725003528594971,1.9884451225235862,EEGNet,0,19,OpenBMI_SSVEP,False
False,"{'BA_change': 0.51, 'CE_change': 1.5147799253463745, 'JS': 0.32421875, 'TV': 0.6156358122825623, 'centered_logit_rms': 3.101149559020996, 'flip_rate': 0.64, 'true_margin_change': 4.183938026428223}","{'BA_change': 0.30690000000000006, 'CE_change': 1.055652289390564, 'JS': 0.20448437713086606, 'TV': 0.4223510740697384, 'centered_logit_rms': 2.7838487005233765, 'flip_rate': 0.4226, 'true_margin_change': 2.9460242652893065}","{'BA_change': 0.20480000000000004, 'CE_change': 0.6676029422879219, 'JS': 0.14384462006390095, 'TV': 0.3203501977026463, 'centered_logit_rms': 2.2342311835289, 'flip_rate': 0.3112, 'true_margin_change': 2.1600661730766295}",3,8.223979079957644e-07,8.072914886270155e-07,1.138385534286499,0.5725003528594971,1.9884451225235862,EEGNet,0,22,OpenBMI_SSVEP,False
False,"{'BA_change': 0.26, 'CE_change': 0.8312941193580627, 'JS': 0.21545946598052979, 'TV': 0.46061471104621887, 'centered_logit_rms': 3.1067237854003906, 'flip_rate': 0.27, 'true_margin_change': 6.6694769859313965}","{'BA_change': 0.2486, 'CE_change': 0.6004278145730495, 'JS': 0.1597847980633378, 'TV': 0.34663634017109873, 'centered_logit_rms': 2.9341195702552794, 'flip_rate': 0.25920000000000004, 'true_margin_change': 6.078795289993286}","{'BA_change': 0.04410000000000001, 'CE_change': 0.1992356673476752, 'JS': 0.05352079237229191, 'TV': 0.12661930360365659, 'centered_logit_rms': 1.923659416437149, 'flip_rate': 0.053000000000000005, 'true_margin_change': 3.572186963558197}",3,8.664503070576757e-07,8.453898243487856e-07,1.138385534286499,0.5725003528594971,1.9884451225235862,EEGNet,0,27,OpenBMI_SSVEP,False
False,"{'BA_change': 0.38, 'CE_change': 1.1132071018218994, 'JS': 0.2944503724575043, 'TV': 0.592974066734314, 'centered_logit_rms': 2.8401029109954834, 'flip_rate': 0.62, 'true_margin_change': 3.636202096939087}","{'BA_change': 0.24750000000000008, 'CE_change': 0.8249852061271667, 'JS': 0.1932109461724758, 'TV': 0.4110714453458786, 'centered_logit_rms': 2.5895158410072328, 'flip_rate': 0.4184999999999999, 'true_margin_change': 2.7232256758213045}","{'BA_change': 0.1691, 'CE_change': 0.5920102344453335, 'JS': 0.14725629929453135, 'TV': 0.3290200202167034, 'centered_logit_rms': 2.2257810437679293, 'flip_rate': 0.32830000000000004, 'true_margin_change': 2.1223752534389497}",3,7.770740921841934e-07,8.007074075067066e-07,1.138385534286499,0.5725003528594971,1.9884451225235862,EEGNet,0,34,OpenBMI_SSVEP,False
False,"{'BA_change': 0.38, 'CE_change': 0.927337110042572, 'JS': 0.21969671547412872, 'TV': 0.4769813120365143, 'centered_logit_rms': 2.874807357788086, 'flip_rate': 0.4, 'true_margin_change': 5.036340236663818}","{'BA_change': 0.25139999999999996, 'CE_change': 0.6252304181456566, 'JS': 0.15410502284765243, 'TV': 0.3438045388460159, 'centered_logit_rms': 2.6552148413658143, 'flip_rate': 0.27280000000000004, 'true_margin_change': 4.069618425369263}","{'BA_change': 0.1407, 'CE_change': 0.3937184411659837, 'JS': 0.09185964588075876, 'TV': 0.21312875885516405, 'centered_logit_rms': 2.046435097455978, 'flip_rate': 0.1616, 'true_margin_change': 2.835500785112381}",3,8.329856768796162e-07,8.364668497051752e-07,1.138385534286499,0.5725003528594971,1.9884451225235862,EEGNet,0,45,OpenBMI_SSVEP,False
False,"{'BA_change': 0.37, 'CE_change': 1.350462794303894, 'JS': 0.26424169540405273, 'TV': 0.5223861932754517, 'centered_logit_rms': 2.9251081943511963, 'flip_rate': 0.51, 'true_margin_change': 4.12144660949707}","{'BA_change': 0.20110000000000003, 'CE_change': 0.7961804616451263, 'JS': 0.17963303864002228, 'TV': 0.377873120456934, 'centered_logit_rms': 2.64247346162796, 'flip_rate': 0.35730000000000006, 'true_margin_change': 2.7671595788002015}","{'BA_change': 0.14060000000000009, 'CE_change': 0.5410440951935016, 'JS': 0.1375105869397521, 'TV': 0.30244323901832104, 'centered_logit_rms': 2.1927840757369994, 'flip_rate': 0.28509999999999996, 'true_margin_change': 2.1085325288772583}",3,8.466774943372002e-07,8.254992701495212e-07,1.138385534286499,0.5725003528594971,1.9884451225235862,EEGNet,0,49,OpenBMI_SSVEP,False
False,"{'BA_change': 0.35, 'CE_change': 0.9884517788887024, 'JS': 0.25486400723457336, 'TV': 0.5359574556350708, 'centered_logit_rms': 3.020534038543701, 'flip_rate': 0.36, 'true_margin_change': 5.733963489532471}","{'BA_change': 0.3513, 'CE_change': 0.8053761664032936, 'JS': 0.19842130750417708, 'TV': 0.42278236225247384, 'centered_logit_rms': 2.7883079433441162, 'flip_rate': 0.35850000000000004, 'true_margin_change': 5.16178649187088}","{'BA_change': 0.12570000000000003, 'CE_change': 0.3689391733705997, 'JS': 0.08717971389181912, 'TV': 0.20020522098988294, 'centered_logit_rms': 1.960627681016922, 'flip_rate': 0.1328, 'true_margin_change': 3.3307210487127303}",4,7.680926614739292e-07,7.85298122423228e-07,0.982125461101532,0.5220932327210903,1.8811304179960469,EEGNet,0,7,OpenBMI_SSVEP,False
False,"{'BA_change': 0.5, 'CE_change': 1.2223641872406006, 'JS': 0.2607867121696472, 'TV': 0.5263444185256958, 'centered_logit_rms': 2.8677639961242676, 'flip_rate': 0.5, 'true_margin_change': 5.347468852996826}","{'BA_change': 0.3391, 'CE_change': 0.7991000273823738, 'JS': 0.18236275412142278, 'TV': 0.3869782729446888, 'centered_logit_rms': 2.6223732590675355, 'flip_rate': 0.33909999999999996, 'true_margin_change': 4.421550545692444}","{'BA_change': 0.17820000000000003, 'CE_change': 0.4806297601759434, 'JS': 0.10515738479793071, 'TV': 0.23720162350684404, 'centered_logit_rms': 2.0025414848327636, 'flip_rate': 0.1782, 'true_margin_change': 3.170947060585022}",4,7.969646276251297e-07,7.794203344246852e-07,0.982125461101532,0.5220932327210903,1.8811304179960469,EEGNet,0,9,OpenBMI_SSVEP,False
False,"{'BA_change': 0.32999999999999996, 'CE_change': 1.1337676048278809, 'JS': 0.27011168003082275, 'TV': 0.5526309609413147, 'centered_logit_rms': 2.890817880630493, 'flip_rate': 0.48, 'true_margin_change': 4.476970195770264}","{'BA_change': 0.2842, 'CE_change': 0.8744216915965081, 'JS': 0.19880700118839742, 'TV': 0.4207935479283333, 'centered_logit_rms': 2.6604119992256163, 'flip_rate': 0.38739999999999997, 'true_margin_change': 3.8148213064670564}","{'BA_change': 0.1433, 'CE_change': 0.5062858146429062, 'JS': 0.12101785372942686, 'TV': 0.27965986452996733, 'centered_logit_rms': 2.0544202983379365, 'flip_rate': 0.23889999999999997, 'true_margin_change': 2.6985164254903795}",4,8.011638215066341e-07,7.816770624913261e-07,0.982125461101532,0.5220932327210903,1.8811304179960469,EEGNet,0,20,OpenBMI_SSVEP,False
False,"{'BA_change': 0.16999999999999993, 'CE_change': 0.6690166592597961, 'JS': 0.18393224477767944, 'TV': 0.4255997836589813, 'centered_logit_rms': 2.758676290512085, 'flip_rate': 0.2, 'true_margin_change': 4.675413608551025}","{'BA_change': 0.20209999999999995, 'CE_change': 0.5917267936468125, 'JS': 0.1592030930519104, 'TV': 0.3599255631864071, 'centered_logit_rms': 2.5896715760231017, 'flip_rate': 0.25510000000000005, 'true_margin_change': 4.369119312763214}","{'BA_change': 0.08879999999999993, 'CE_change': 0.32477409995161, 'JS': 0.086430883128196, 'TV': 0.20128138348460198, 'centered_logit_rms': 1.9483903968334197, 'flip_rate': 0.14040000000000002, 'true_margin_change': 2.8832402455806734}",4,7.82613142291666e-07,8.048618155953591e-07,0.982125461101532,0.5220932327210903,1.8811304179960469,EEGNet,0,21,OpenBMI_SSVEP,False
False,"{'BA_change': 0.2899999999999999, 'CE_change': 0.8748789429664612, 'JS': 0.2133551836013794, 'TV': 0.45228272676467896, 'centered_logit_rms': 2.774564027786255, 'flip_rate': 0.3, 'true_margin_change': 5.572231292724609}","{'BA_change': 0.23149999999999998, 'CE_change': 0.56460054397583, 'JS': 0.15305617179721595, 'TV': 0.33912902146577834, 'centered_logit_rms': 2.5879577708244326, 'flip_rate': 0.24880000000000002, 'true_margin_change': 4.845928862094879}","{'BA_change': 0.08569999999999997, 'CE_change': 0.26321993230376395, 'JS': 0.07358203954063355, 'TV': 0.1721254712343216, 'centered_logit_rms': 1.8959383738040925, 'flip_rate': 0.1057, 'true_margin_change': 3.2392811238765717}",4,7.757847697575926e-07,7.83153538463921e-07,0.982125461101532,0.5220932327210903,1.8811304179960469,EEGNet,0,41,OpenBMI_SSVEP,False
False,"{'BA_change': 0.13, 'CE_change': 0.5147345066070557, 'JS': 0.14832007884979248, 'TV': 0.3460752069950104, 'centered_logit_rms': 2.6584653854370117, 'flip_rate': 0.13, 'true_margin_change': 5.550014019012451}","{'BA_change': 0.155, 'CE_change': 0.4192187440395355, 'JS': 0.12023288201540709, 'TV': 0.28118253767490387, 'centered_logit_rms': 2.5297935724258425, 'flip_rate': 0.155, 'true_margin_change': 5.338959650993347}","{'BA_change': 0.04240000000000002, 'CE_change': 0.17351896265521646, 'JS': 0.04837010946124792, 'TV': 0.12157053524628282, 'centered_logit_rms': 1.822741476893425, 'flip_rate': 0.04239999999999999, 'true_margin_change': 3.624764782190323}",4,8.071743877735571e-07,8.04545766186493e-07,0.982125461101532,0.5220932327210903,1.8811304179960469,EEGNet,0,44,OpenBMI_SSVEP,False
False,"{'BA_change': 0.44999999999999996, 'CE_change': 1.1605331897735596, 'JS': 0.2578258216381073, 'TV': 0.5305361747741699, 'centered_logit_rms': 2.816504955291748, 'flip_rate': 0.49, 'true_margin_change': 4.99958610534668}","{'BA_change': 0.31299999999999994, 'CE_change': 0.7736949603259563, 'JS': 0.1795261300355196, 'TV': 0.3820884977281094, 'centered_logit_rms': 2.566500129699707, 'flip_rate': 0.3415000000000001, 'true_margin_change': 3.9478286397457123}","{'BA_change': 0.16069999999999993, 'CE_change': 0.4461114025861025, 'JS': 0.10586421448737383, 'TV': 0.24256488174200058, 'centered_logit_rms': 1.969599084854126, 'flip_rate': 0.1898, 'true_margin_change': 2.8235898286104204}",4,8.20882178231841e-07,7.814227717517496e-07,0.982125461101532,0.5220932327210903,1.8811304179960469,EEGNet,0,46,OpenBMI_SSVEP,False
False,"{'BA_change': 0.2899999999999999, 'CE_change': 0.7061202526092529, 'JS': 0.19383291900157928, 'TV': 0.4227624237537384, 'centered_logit_rms': 2.795856237411499, 'flip_rate': 0.29, 'true_margin_change': 5.657914638519287}","{'BA_change': 0.23090000000000002, 'CE_change': 0.5418779943883419, 'JS': 0.14763038441538812, 'TV': 0.32677562803030014, 'centered_logit_rms': 2.6238263487815856, 'flip_rate': 0.23090000000000002, 'true_margin_change': 5.235821831226349}","{'BA_change': 0.06080000000000002, 'CE_change': 0.21030727092176676, 'JS': 0.058684841822832824, 'TV': 0.14281049160286785, 'centered_logit_rms': 1.8576057481765746, 'flip_rate': 0.0608, 'true_margin_change': 3.481437122821808}",4,8.169444072336773e-07,7.922105146462854e-07,0.982125461101532,0.5220932327210903,1.8811304179960469,EEGNet,0,53,OpenBMI_SSVEP,False
False,"{'BA_change': 0.24, 'CE_change': 0.4067482650279999, 'JS': 0.09062802046537399, 'TV': 0.2941049635410309, 'centered_logit_rms': 1.4435129165649414, 'flip_rate': 0.28, 'true_margin_change': 2.328073501586914}","{'BA_change': 0.11840000000000003, 'CE_change': 0.20725077072158457, 'JS': 0.05052202047780156, 'TV': 0.1836633814498782, 'centered_logit_rms': 1.1543334728479386, 'flip_rate': 0.17080000000000006, 'true_margin_change': 1.2007880947738885}","{'BA_change': 0.09430000000000004, 'CE_change': 0.1866006945562549, 'JS': 0.042805165983736515, 'TV': 0.15343002401292324, 'centered_logit_rms': 0.8868698796629906, 'flip_rate': 0.15209999999999999, 'true_margin_change': 0.9881633973773569}",0,2.1658212290276424e-07,2.0051362568551666e-07,0.2939595580101013,0.11853478170931339,2.479943471199767,EEGConformer,0,3,OpenBMI_MI,False
False,"{'BA_change': 0.19999999999999996, 'CE_change': 0.11669076234102249, 'JS': 0.11669562011957169, 'TV': 0.35168159008026123, 'centered_logit_rms': 1.5243890285491943, 'flip_rate': 0.46, 'true_margin_change': 1.5211623907089233}","{'BA_change': 0.10120000000000001, 'CE_change': 0.10757831098046154, 'JS': 0.06284210624173284, 'TV': 0.21553195543587209, 'centered_logit_rms': 1.20922002017498, 'flip_rate': 0.2292, 'true_margin_change': 0.7995422955948743}","{'BA_change': 0.079, 'CE_change': 0.08490649196803134, 'JS': 0.05218619755003601, 'TV': 0.18020818285644055, 'centered_logit_rms': 0.9222725507616997, 'flip_rate': 0.1996, 'true_margin_change': 0.6783913975628093}",0,2.043332045786883e-07,1.972079988377118e-07,0.2939595580101013,0.11853478170931339,2.479943471199767,EEGConformer,0,5,OpenBMI_MI,False
False,"{'BA_change': 0.32999999999999996, 'CE_change': 0.44843342900276184, 'JS': 0.1052732840180397, 'TV': 0.30921581387519836, 'centered_logit_rms': 1.5213836431503296, 'flip_rate': 0.35, 'true_margin_change': 2.3580970764160156}","{'BA_change': 0.16229999999999997, 'CE_change': 0.22391908943653108, 'JS': 0.053492254009470344, 'TV': 0.18385328005999327, 'centered_logit_rms': 1.1590308684110642, 'flip_rate': 0.18090000000000003, 'true_margin_change': 1.2359651753306389}","{'BA_change': 0.14159999999999998, 'CE_change': 0.2028657688573003, 'JS': 0.046320054321549835, 'TV': 0.15800536435097456, 'centered_logit_rms': 0.9304461881518364, 'flip_rate': 0.15920000000000004, 'true_margin_change': 1.0783693452179433}",0,2.03200485771049e-07,1.944763543804129e-07,0.2939595580101013,0.11853478170931339,2.479943471199767,EEGConformer,0,6,OpenBMI_MI,False
False,"{'BA_change': 0.35, 'CE_change': 0.3503305912017822, 'JS': 0.10380370914936066, 'TV': 0.32879725098609924, 'centered_logit_rms': 1.402573585510254, 'flip_rate': 0.41, 'true_margin_change': 1.3862112760543823}","{'BA_change': 0.1925999999999999, 'CE_change': 0.2250934726279229, 'JS': 0.05803899796679616, 'TV': 0.2193670818954706, 'centered_logit_rms': 1.0835137617588044, 'flip_rate': 0.25499999999999995, 'true_margin_change': 0.7635970645287307}","{'BA_change': 0.13339999999999994, 'CE_change': 0.12969578807591461, 'JS': 0.04384530154056847, 'TV': 0.179701514095068, 'centered_logit_rms': 0.8368776205182076, 'flip_rate': 0.21580000000000002, 'true_margin_change': 0.5800492192804814}",0,2.1102400182826386e-07,1.873919926254075e-07,0.2939595580101013,0.11853478170931339,2.479943471199767,EEGConformer,0,15,OpenBMI_MI,False
False,"{'BA_change': 0.10999999999999999, 'CE_change': -0.5987695455551147, 'JS': 0.12498562783002853, 'TV': 0.35154151916503906, 'centered_logit_rms': 1.9796874523162842, 'flip_rate': 0.33, 'true_margin_change': 0.9798555970191956}","{'BA_change': 0.033800000000000024, 'CE_change': -0.307435942851007, 'JS': 0.06747841065749526, 'TV': 0.2042084924131632, 'centered_logit_rms': 1.60371337890625, 'flip_rate': 0.18939999999999993, 'true_margin_change': 0.3354386135120876}","{'BA_change': 0.03380000000000004, 'CE_change': -0.17959814421774353, 'JS': 0.05785824205027893, 'TV': 0.16609438646584748, 'centered_logit_rms': 1.2232917106151582, 'flip_rate': 0.17500000000000004, 'true_margin_change': 0.32366821369636456}",0,2.933157077222859e-07,2.65842825655227e-07,0.2939595580101013,0.11853478170931339,2.479943471199767,EEGConformer,0,32,OpenBMI_MI,False
False,"{'BA_change': 0.21999999999999997, 'CE_change': 0.4005339741706848, 'JS': 0.10012347996234894, 'TV': 0.30646592378616333, 'centered_logit_rms': 1.504865050315857, 'flip_rate': 0.3, 'true_margin_change': 2.300363063812256}","{'BA_change': 0.09649999999999993, 'CE_change': 0.19330640704371035, 'JS': 0.054635730143636464, 'TV': 0.19128011614084245, 'centered_logit_rms': 1.1904628300666809, 'flip_rate': 0.17129999999999998, 'true_margin_change': 1.1168324810825287}","{'BA_change': 0.07779999999999992, 'CE_change': 0.145171136748977, 'JS': 0.044329967033118006, 'TV': 0.15861289467662573, 'centered_logit_rms': 0.8804051864147187, 'flip_rate': 0.1668, 'true_margin_change': 0.9021716406522319}",0,2.1961145080240385e-07,1.96906656384499e-07,0.2939595580101013,0.11853478170931339,2.479943471199767,EEGConformer,0,33,OpenBMI_MI,False
False,"{'BA_change': 0.2600000000000001, 'CE_change': 0.3689185678958893, 'JS': 0.14235500991344452, 'TV': 0.4019199311733246, 'centered_logit_rms': 1.6010457277297974, 'flip_rate': 0.5, 'true_margin_change': 1.7794932126998901}","{'BA_change': 0.13270000000000004, 'CE_change': 0.19456460730347316, 'JS': 0.07085583897307515, 'TV': 0.2350148493796587, 'centered_logit_rms': 1.2000437605381011, 'flip_rate': 0.25489999999999996, 'true_margin_change': 0.7931532089132816}","{'BA_change': 0.12140000000000004, 'CE_change': 0.1301950454217149, 'JS': 0.05249366412870586, 'TV': 0.18569252524524926, 'centered_logit_rms': 0.8855114647746086, 'flip_rate': 0.21680000000000002, 'true_margin_change': 0.6928287167497911}",0,2.0699370395504957e-07,1.8600932051526796e-07,0.2939595580101013,0.11853478170931339,2.479943471199767,EEGConformer,0,38,OpenBMI_MI,False
False,"{'BA_change': 0.1399999999999999, 'CE_change': 0.2554858326911926, 'JS': 0.05392524227499962, 'TV': 0.21342428028583527, 'centered_logit_rms': 1.0307475328445435, 'flip_rate': 0.26, 'true_margin_change': 1.3179960250854492}","{'BA_change': 0.09139999999999997, 'CE_change': 0.14122111674398183, 'JS': 0.03081034677103162, 'TV': 0.15555691100656988, 'centered_logit_rms': 0.7954112130403519, 'flip_rate': 0.1806, 'true_margin_change': 0.6587948779109866}","{'BA_change': 0.08439999999999996, 'CE_change': 0.13121083652833476, 'JS': 0.029072525133378803, 'TV': 0.1493807278200984, 'centered_logit_rms': 0.6487837624549866, 'flip_rate': 0.1904, 'true_margin_change': 0.5301521451398731}",0,1.483305567262505e-07,1.3802565838716417e-07,0.2939595580101013,0.11853478170931339,2.479943471199767,EEGConformer,0,47,OpenBMI_MI,False
False,"{'BA_change': 0.020000000000000018, 'CE_change': 0.04412844032049179, 'JS': 0.050757236778736115, 'TV': 0.22112315893173218, 'centered_logit_rms': 0.8490166664123535, 'flip_rate': 0.28, 'true_margin_change': 0.5701286792755127}","{'BA_change': 0.037100000000000015, 'CE_change': 0.06620444645173848, 'JS': 0.02424480424262583, 'TV': 0.13716616846621035, 'centered_logit_rms': 0.6326339000463486, 'flip_rate': 0.1539, 'true_margin_change': 0.32917195092653856}","{'BA_change': 0.041900000000000014, 'CE_change': 0.036073182041582184, 'JS': 0.018481639965903015, 'TV': 0.11587262347340584, 'centered_logit_rms': 0.48200218588113786, 'flip_rate': 0.14830000000000002, 'true_margin_change': 0.27995983127504587}",1,1.1832726443117281e-07,1.1615381083629472e-07,0.11334651708602905,0.044411346884444355,2.552197243216916,EEGConformer,0,2,OpenBMI_MI,False
