task,dataset,fold,seed,selected_epoch,alpha_attn_selected,alpha_ffn_selected,selected_mean_attention_entropy,selected_normalized_attention_entropy,selected_entropy_p10,selected_entropy_p50,selected_entropy_p90,attention_selective
OpenBMI_SSVEP,OpenBMI,0,0,34,-0.04464215785264969,-0.052889879792928696,3.8040894269943237,0.9217265546321869,0.8473331332206726,0.9382598598798116,0.9727667371431986,True
OpenBMI_SSVEP,OpenBMI,1,0,26,-0.08135312795639038,-0.11204658448696136,3.569119850794474,0.8647937476634979,0.7305607000986735,0.8958389560381571,0.9563768605391184,True
OpenBMI_SSVEP,OpenBMI,2,0,32,-0.0047137136571109295,0.03637116029858589,4.029747883478801,0.9764033158620199,0.958620289961497,0.9797886808713278,0.9898288349310557,False
OpenBMI_SSVEP,OpenBMI,3,0,9,-0.013295392505824566,-0.005184259731322527,4.066073815027873,0.9852051039536794,0.9754620989163717,0.9869120518366495,0.9931154251098633,False
OpenBMI_SSVEP,OpenBMI,4,0,0,0.0,0.0,4.078046401341756,0.9881060322125753,0.9805737336476644,0.989306648572286,0.994194229443868,False
