fold,seed,task,block,dimensions,persistence_strength,geometry_primary,geometry_cross_session,u_abs,u_spec
2,0,mi,0,1,0.9073728919029236,0.5294117647058824,0.5294117647058824,3.5511067070388935e-05,-0.0049643673752632
2,0,mi,1,1,0.5783767700195312,-0.11764705882352941,-0.058823529411764705,-0.0003752616211429,-0.0052768872171929
2,0,mi,2,2,0.4169066846370697,0.367418629934285,0.38172773893633005,0.0011785027906108,-0.0108532574439235
2,0,mi,3,4,0.21656173467636108,0.5598391197472443,0.5640421637383883,0.0151729382251397,-0.0064567664246012
2,0,mi,4,4,0.11954610049724579,0.560683279548145,0.5668418609463096,0.0138842568751395,-0.0085108038801148
2,0,mi,5,4,0.057269129902124405,0.7090101921241281,0.7150768221463735,0.0313056530178269,0.0118826039315434
2,0,mi,6,4,0.015741679817438126,0.8546053387295356,0.8579358330813327,0.0386452048924787,0.023061955733712
2,0,erp,0,1,0.9073728919029236,0.38235294117647056,0.38235294117647056,0.0017509790377663,-0.0007203916492637
2,0,erp,1,1,0.5783767700195312,-0.058823529411764705,-0.058823529411764705,-0.0002373282224251,-0.0026800329583466
2,0,erp,2,2,0.4169066846370697,0.24293692301832545,0.275287792809097,0.0004376465943234,-0.0051393123356773
2,0,erp,3,4,0.21656173467636108,0.15254639595389682,0.202231373893625,0.001744325213276,-0.0104343453697618
2,0,erp,4,4,0.11954610049724579,0.3554981389662412,0.3945616904357171,0.0033810978229675,-0.0082193349669143
2,0,erp,5,4,0.057269129902124405,0.39820852250467453,0.4225813942730158,0.0026877776023737,-0.0089666585739212
2,0,erp,6,4,0.015741679817438126,0.7785358532913571,0.7850838136375756,0.0414855815783068,0.0389552244125942
2,0,ssvep,0,1,0.9073728919029236,0.5109243697478993,0.5100840336134456,-0.0007573367257747,-0.0043049688781672
2,0,ssvep,1,1,0.5783767700195312,0.24621848739495805,0.2722689075630252,-0.0007364130809544,-0.0043213572124358
2,0,ssvep,2,2,0.4169066846370697,0.5563025210084036,0.5235294117647059,0.0013004717578097,-0.00607281327928
2,0,ssvep,3,4,0.21656173467636108,0.7126050420168069,0.7126050420168069,0.0161750620265388,0.0039516807802715
2,0,ssvep,4,4,0.11954610049724579,0.6915966386554624,0.6764705882352943,0.0297071349015825,0.0209140618527845
2,0,ssvep,5,4,0.057269129902124405,0.8655462184873951,0.8655462184873951,0.0178375450284462,0.0046464764917037
2,0,ssvep,6,4,0.015741679817438126,0.4294117647058824,0.4495798319327731,0.0017604818917474,-0.0155062058785698
