model,fold,subject,status,protected_rank,PSWA_pp,checkpoint_sha256,protected_BA_S1,random_BA_S1,protected_BA_S2,random_BA_S2,protected_BA_S3,random_BA_S3,protected_WSBA,random_WSBA
EEGNet,0,sub-03,EMPTY_PROTECTED,0,,b2a394aa35c2f82d7b334f58c46ce00f947e186beef5340f7b5c25638b69778c,,,,,,,,
EEGNet,0,sub-12,EMPTY_PROTECTED,0,,b2a394aa35c2f82d7b334f58c46ce00f947e186beef5340f7b5c25638b69778c,,,,,,,,
EEGNet,0,sub-14,EMPTY_PROTECTED,0,,b2a394aa35c2f82d7b334f58c46ce00f947e186beef5340f7b5c25638b69778c,,,,,,,,
EEGNet,0,sub-21,EMPTY_PROTECTED,0,,b2a394aa35c2f82d7b334f58c46ce00f947e186beef5340f7b5c25638b69778c,,,,,,,,
EEGNet,0,sub-24,EMPTY_PROTECTED,0,,b2a394aa35c2f82d7b334f58c46ce00f947e186beef5340f7b5c25638b69778c,,,,,,,,
EEGNet,0,sub-26,EMPTY_PROTECTED,0,,b2a394aa35c2f82d7b334f58c46ce00f947e186beef5340f7b5c25638b69778c,,,,,,,,
EEGNet,1,sub-06,EMPTY_PROTECTED,0,,5af1a61a16b2f046a8f3e3017ad266b954006bfeb3f632b01557a567b51fb6e3,,,,,,,,
EEGNet,1,sub-09,EMPTY_PROTECTED,0,,5af1a61a16b2f046a8f3e3017ad266b954006bfeb3f632b01557a567b51fb6e3,,,,,,,,
EEGNet,1,sub-15,EMPTY_PROTECTED,0,,5af1a61a16b2f046a8f3e3017ad266b954006bfeb3f632b01557a567b51fb6e3,,,,,,,,
EEGNet,1,sub-17,EMPTY_PROTECTED,0,,5af1a61a16b2f046a8f3e3017ad266b954006bfeb3f632b01557a567b51fb6e3,,,,,,,,
EEGNet,1,sub-27,EMPTY_PROTECTED,0,,5af1a61a16b2f046a8f3e3017ad266b954006bfeb3f632b01557a567b51fb6e3,,,,,,,,
EEGNet,1,sub-28,EMPTY_PROTECTED,0,,5af1a61a16b2f046a8f3e3017ad266b954006bfeb3f632b01557a567b51fb6e3,,,,,,,,
EEGNet,2,sub-02,EMPTY_PROTECTED,0,,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,,,,,,,,
EEGNet,2,sub-07,EMPTY_PROTECTED,0,,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,,,,,,,,
EEGNet,2,sub-11,EMPTY_PROTECTED,0,,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,,,,,,,,
EEGNet,2,sub-18,EMPTY_PROTECTED,0,,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,,,,,,,,
EEGNet,2,sub-23,EMPTY_PROTECTED,0,,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,,,,,,,,
EEGNet,2,sub-29,EMPTY_PROTECTED,0,,6a95ba6ff8cd48d131f6a4952158e45cc2c30ce33e2faf794853e1d399b3b6fc,,,,,,,,
EEGNet,3,sub-05,VALID,5,-4.999999999999999,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,0.7,0.591,0.5,0.547,0.4,0.5185,0.4,0.45
EEGNet,3,sub-08,VALID,5,5.450000000000005,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,0.5,0.5335,0.5,0.49599999999999994,0.6499999999999999,0.5979999999999999,0.5,0.44549999999999995
EEGNet,3,sub-10,VALID,5,8.950000000000014,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,0.75,0.5555,0.7,0.687,0.6000000000000001,0.6,0.6000000000000001,0.5105
EEGNet,3,sub-19,VALID,5,1.5000000000000069,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,0.55,0.5169999999999999,0.7,0.564,0.45,0.4854999999999999,0.45,0.43499999999999994
EEGNet,3,sub-20,VALID,5,3.499999999999992,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,0.5,0.5579999999999999,0.55,0.502,0.6,0.5785,0.5,0.4650000000000001
EEGNet,3,sub-25,VALID,5,30.25000000000001,c8f27bb4959d7dd2772b9124468f7d7aa85cc3d19a2ae95dd787e3bf6bfdc679,0.8500000000000001,0.6780000000000002,0.95,0.7070000000000001,0.95,0.6365000000000001,0.8500000000000001,0.5475
EEGNet,4,sub-01,VALID,8,10.499999999999998,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,0.6499999999999999,0.6225,0.65,0.6405000000000001,0.75,0.629,0.6499999999999999,0.5449999999999999
EEGNet,4,sub-04,VALID,8,-4.70000000000001,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,0.6000000000000001,0.65,0.44999999999999996,0.518,0.7,0.6489999999999999,0.44999999999999996,0.49700000000000005
EEGNet,4,sub-13,VALID,8,23.5,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,0.75,0.6445000000000001,0.75,0.55,0.8,0.624,0.75,0.515
EEGNet,4,sub-16,VALID,8,6.699999999999995,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,0.55,0.5305000000000001,0.65,0.5715000000000001,0.55,0.6085,0.55,0.4830000000000001
EEGNet,4,sub-22,VALID,8,10.499999999999998,0edcf5d16cc0e54bceb04e5c7c9439433e828da4787bb2031745df8fabe2b505,0.7,0.5165000000000001,0.6,0.6539999999999999,0.7,0.602,0.6,0.495
SIRE-EEG,0,sub-03,VALID,4,1.4500000000000013,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,0.5,0.508,0.5,0.5185,0.55,0.5804999999999999,0.5,0.4855
SIRE-EEG,0,sub-12,VALID,4,2.7500000000000027,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,0.65,0.5780000000000001,0.5,0.5425,0.75,0.522,0.5,0.4725
SIRE-EEG,0,sub-14,VALID,4,5.5500000000000105,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,0.7,0.5930000000000001,0.55,0.5415,0.55,0.5794999999999999,0.55,0.49449999999999994
SIRE-EEG,0,sub-21,VALID,4,15.399999999999991,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,0.7,0.6415000000000001,0.7,0.605,0.7,0.6614999999999999,0.7,0.546
SIRE-EEG,0,sub-24,VALID,4,-26.499999999999996,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,0.65,0.624,0.15000000000000002,0.498,0.6,0.5565,0.15000000000000002,0.415
SIRE-EEG,0,sub-26,VALID,4,-26.050000000000008,44332f76d4da2b177e77bfc5539a75c6ede62b1216c62ea6d6a75f87ceb90a1f,0.25,0.5415,0.44999999999999996,0.6365000000000001,0.65,0.7354999999999998,0.25,0.5105000000000001
SIRE-EEG,1,sub-06,EMPTY_PROTECTED,0,,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,,,,,,,,
SIRE-EEG,1,sub-09,EMPTY_PROTECTED,0,,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,,,,,,,,
SIRE-EEG,1,sub-15,EMPTY_PROTECTED,0,,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,,,,,,,,
SIRE-EEG,1,sub-17,EMPTY_PROTECTED,0,,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,,,,,,,,
SIRE-EEG,1,sub-27,EMPTY_PROTECTED,0,,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,,,,,,,,
SIRE-EEG,1,sub-28,EMPTY_PROTECTED,0,,0393902ab83297fd20fbe7206ccbb72ac361e6aa19548641f9aca429e692e110,,,,,,,,
SIRE-EEG,2,sub-02,VALID,4,11.299999999999999,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,0.75,0.6625000000000001,0.8500000000000001,0.7055000000000001,0.7,0.647,0.7,0.587
SIRE-EEG,2,sub-07,VALID,4,11.40000000000001,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,0.6000000000000001,0.537,0.65,0.581,0.8500000000000001,0.6,0.6000000000000001,0.486
SIRE-EEG,2,sub-11,VALID,4,-15.449999999999998,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,0.6,0.638,0.3,0.579,0.6000000000000001,0.5684999999999999,0.3,0.45449999999999996
SIRE-EEG,2,sub-18,VALID,4,0.3500000000000003,296c49041d17a0b292aa7f4f3b737ca56f43e5bd77dcc9704aa583a508ec4c5e,0.6,0.551,0.5,0.5595,0.6,0.529,0.5,0.4965
