method,fold,seed,subject_id,protected_representation_drift,adaptive_representation_drift,protected_decision_logit_drift,adaptive_decision_logit_drift,protected_D_finite_after,combined_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2,adaptation_seed,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used,functional_distillation_RMSE_before,functional_distillation_correlation_before,functional_distillation_RMSE_after,functional_distillation_correlation_after
A2_DUAL_CONTROL,2,2,9,0.0,0.2256922423839569,0.0,0.17600325119884394,1.1956613211171738,0.5700000000000001,-0.04999999999999993,0.06000000000000005,0.0,0.05738643125564378,0.0,1399941284,False,False,False,,,,
A6_PUD_ALL_ADAPT,2,2,9,0.13111788034439087,0.24663792550563812,0.3172319270933935,0.32001008413179954,1.3186131497963296,0.53,-0.020000000000000018,-0.020000000000000018,0.05089005337776926,0.05121826178509597,69.29753721913109,1399941284,False,False,False,0.6428064665914329,0.7776486417003866,0.7072247298519726,0.7361119267513689
A7_IDENTITY_PROTECTED,2,2,9,0.0,0.26320192217826843,0.0,0.18916722288091362,0.36720584432960873,0.53,-0.010000000000000009,-0.039999999999999925,0.0,0.0550881133142656,0.0,1399941284,False,False,False,,,,
A8_RANDOM_PROTECTED,2,2,9,0.0,0.21112382411956787,0.0,0.16543907951106518,0.6836466819467677,0.5900000000000001,-0.009999999999999898,0.07000000000000006,0.0,0.05030158527638593,0.0,1399941284,False,False,False,,,,
A10_FULL_PUD_FREEZE,2,2,9,0.0,0.23093394935131073,0.0,0.2473178916485191,1.270493520664288,0.56,0.010000000000000009,0.030000000000000027,0.0,0.05754139478368914,0.0,1399941284,False,False,False,0.6428064665914329,0.7776486417003866,0.6428064665914329,0.7776486417003866
A2_DUAL_CONTROL,2,2,10,0.0,0.23628036677837372,0.0,0.21857376638170217,0.9268569636496412,0.73,0.08000000000000007,0.050000000000000044,0.0,0.07560293143823567,0.0,3747459762,False,False,False,,,,
A6_PUD_ALL_ADAPT,2,2,10,0.1944994330406189,0.23182523250579834,0.6863028274035092,0.25911697053979726,1.1388069986413494,0.68,0.040000000000000036,0.050000000000000044,0.048450816185223566,0.046439737153276636,69.29392647003954,3747459762,False,False,False,0.541674294983844,0.8370258641899911,0.7706859217281657,0.647886555538029
A7_IDENTITY_PROTECTED,2,2,10,0.0,0.24194230139255524,0.0,0.23330389908242377,0.23340726049470464,0.71,0.050000000000000044,0.12,0.0,0.04970166837180512,0.0,3747459762,False,False,False,,,,
A8_RANDOM_PROTECTED,2,2,10,0.0,0.23237663507461548,0.0,0.18084598791061385,0.46281850601109953,0.71,0.029999999999999916,0.1499999999999999,0.0,0.049976644670553814,0.0,3747459762,False,False,False,,,,
A10_FULL_PUD_FREEZE,2,2,10,0.0,0.22186660766601562,0.0,0.11873348946428665,1.1254761240520714,0.66,0.040000000000000036,0.030000000000000027,0.0,0.06051385380205601,0.0,3747459762,False,False,False,0.541674294983844,0.8370258641899911,0.541674294983844,0.8370258641899911
A2_DUAL_CONTROL,2,2,16,0.0,0.1804862767457962,0.0,0.16829182942033327,1.326600567746476,0.88,0.14,-0.010000000000000009,0.0,0.05401963372805342,0.0,1993396372,False,False,False,,,,
A6_PUD_ALL_ADAPT,2,2,16,0.06648324429988861,0.2212136685848236,0.12390649180615233,0.12239670490787537,2.211590549732493,0.86,0.29999999999999993,-0.010000000000000009,0.051298652886789746,0.046953997746523174,69.28250029190855,1993396372,False,False,False,0.4458557469811635,0.9615091935024114,0.46164125587672883,0.9582107823343657
A7_IDENTITY_PROTECTED,2,2,16,0.0,0.1899503767490387,0.0,0.1672688635871475,0.37308530063672957,0.8200000000000001,0.0,0.37000000000000005,0.0,0.051414394580703786,0.0,1993396372,False,False,False,,,,
A8_RANDOM_PROTECTED,2,2,16,0.0,0.18194781243801117,0.0,0.16377778192313514,1.31502683491396,0.85,-0.010000000000000009,0.16000000000000003,0.0,0.05378434141229386,0.0,1993396372,False,False,False,,,,
A10_FULL_PUD_FREEZE,2,2,16,0.0,0.21523012220859528,0.0,0.12325918211782594,2.263133108836625,0.84,0.29999999999999993,0.009999999999999898,0.0,0.050432518234172836,0.0,1993396372,False,False,False,0.4458557469811635,0.9615091935024114,0.4458557469811635,0.9615091935024114
A2_DUAL_CONTROL,2,2,21,0.0,0.14539054036140442,0.0,0.11076268461020623,1.118012453085954,0.86,0.010000000000000009,0.20000000000000007,0.0,0.057986375573862964,0.0,3468805950,False,False,False,,,,
A6_PUD_ALL_ADAPT,2,2,21,0.11699996143579483,0.15212072432041168,0.4443101078190566,0.17217788921897278,1.373801727759066,0.82,0.13,0.06999999999999995,0.060767857041204666,0.06174160698642477,69.2931765512872,3468805950,False,False,False,0.7025243712903404,0.843781878461466,0.7306355047675438,0.8315829474054425
A7_IDENTITY_PROTECTED,2,2,21,0.0,0.29925698041915894,0.0,0.47805682269029365,0.32990501342795575,0.8400000000000001,0.040000000000000036,0.19000000000000017,0.0,0.06204063166194055,0.0,3468805950,False,False,False,,,,
A8_RANDOM_PROTECTED,2,2,21,0.0,0.1915542334318161,0.0,0.2833542934871593,0.6835304802840525,0.8300000000000001,0.06000000000000005,0.22000000000000008,0.0,0.057942544890340876,0.0,3468805950,False,False,False,,,,
A10_FULL_PUD_FREEZE,2,2,21,0.0,0.2115580141544342,0.0,0.27370196167587035,1.4388263241623236,0.8300000000000001,0.19000000000000006,0.06000000000000005,0.0,0.07061833801148248,0.0,3468805950,False,False,False,0.7025243712903404,0.843781878461466,0.7025243712903404,0.843781878461466
A2_DUAL_CONTROL,2,2,22,0.0,0.34626638889312744,0.0,0.2428425563834456,0.9343067448674782,0.6,0.05999999999999994,0.0,0.0,0.04911399536807196,0.0,3397368495,False,False,False,,,,
A6_PUD_ALL_ADAPT,2,2,22,0.1763191968202591,0.20798246562480927,0.47293435661768013,0.26176020139470957,1.350263071828553,0.5599999999999999,0.08999999999999991,0.009999999999999898,0.04832697839612476,0.04856170646986642,69.37529187761155,3397368495,False,False,False,0.6640109277003794,0.8269718725494849,0.6634392986076096,0.814350098102124
A7_IDENTITY_PROTECTED,2,2,22,0.0,0.39974164962768555,0.0,0.491881152953609,0.22921980806626596,0.55,0.0,-0.11999999999999988,0.0,0.048422013772115656,0.0,3397368495,False,False,False,,,,
A8_RANDOM_PROTECTED,2,2,22,0.0,0.2482694834470749,0.0,0.19400419803441693,0.7717446714569751,0.5900000000000001,0.020000000000000018,-0.019999999999999907,0.0,0.04796026297629773,0.0,3397368495,False,False,False,,,,
A10_FULL_PUD_FREEZE,2,2,22,0.0,0.224542498588562,0.0,0.29608225819032546,1.5742877217842266,0.59,0.10999999999999999,0.020000000000000018,0.0,0.04882895686508053,0.0,3397368495,False,False,False,0.6640109277003794,0.8269718725494849,0.6640109277003794,0.8269718725494849
A2_DUAL_CONTROL,2,2,31,0.0,0.2470153123140335,0.0,0.15319622729313861,1.4229049104972895,0.9,0.20000000000000007,0.25,0.0,0.0544183870050539,0.0,394130503,False,False,False,,,,
A6_PUD_ALL_ADAPT,2,2,31,0.17514635622501373,0.2363581508398056,0.3031327531305574,0.2329716682429202,1.7657411095786102,0.8,0.07000000000000006,0.020000000000000018,0.054160715040495216,0.05145755948623328,69.30067980465002,394130503,False,False,False,0.6019932544681807,0.8659044019570927,0.6228273618480663,0.8668571268828219
A7_IDENTITY_PROTECTED,2,2,31,0.0,0.3460279405117035,0.0,0.24784131357708103,0.31309190796188313,0.85,0.019999999999999907,0.39999999999999997,0.0,0.051851302078432436,0.0,394130503,False,False,False,,,,
A8_RANDOM_PROTECTED,2,2,31,0.0,0.2502274215221405,0.0,0.1657504914286788,0.9326289077218637,0.8200000000000001,-0.039999999999999925,0.14000000000000012,0.0,0.04997679402388001,0.0,394130503,False,False,False,,,,
A10_FULL_PUD_FREEZE,2,2,31,0.0,0.23829016089439392,0.0,0.22199016880788988,1.691227800139812,0.81,0.1100000000000001,0.040000000000000036,0.0,0.05475765569999564,0.0,394130503,False,False,False,0.6019932544681807,0.8659044019570927,0.6019932544681807,0.8659044019570927
A2_DUAL_CONTROL,2,2,45,0.0,0.371762216091156,0.0,0.4135840246554112,1.0810140892630091,0.78,0.050000000000000044,0.18000000000000005,0.0,0.05514285634903147,0.0,3139826472,False,False,False,,,,
