method,fold,seed,subject_id,strategy,trainable_parameter_names,trainable_parameters,parameter_update_l2,adaptation_time_s,adaptation_seed,all_adapt,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2
B2_STRONG_GENERIC,2,2,9,full,"['encoder.temporal.weight', 'encoder.bn1.weight', 'encoder.bn1.bias', 'encoder.spatial.weight', 'encoder.bn2.weight', 'encoder.bn2.bias', 'encoder.depth.weight', 'encoder.point.weight', 'encoder.bn3.weight', 'encoder.bn3.bias', 'encoder.embedding.0.weight', 'encoder.embedding.0.bias', 'encoder.embedding.2.weight', 'encoder.embedding.2.bias', 'head.weight', 'head.bias']",34162,0.06969876166612256,1.3156626999843866,,,,,
A2_DUAL_CONTROL,2,2,9,full,"['adaptive.temporal.weight', 'adaptive.bn1.weight', 'adaptive.bn1.bias', 'adaptive.spatial.weight', 'adaptive.bn2.weight', 'adaptive.bn2.bias', 'adaptive.depth.weight', 'adaptive.point.weight', 'adaptive.bn3.weight', 'adaptive.bn3.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",19622,,1.295277299999725,1399941284.0,False,0.0,0.05738643125564378,0.0
A6_PUD_ALL_ADAPT,2,2,9,full,"['protected.temporal.weight', 'protected.bn1.weight', 'protected.bn1.bias', 'protected.spatial.weight', 'protected.bn2.weight', 'protected.bn2.bias', 'protected.depth.weight', 'protected.point.weight', 'protected.bn3.weight', 'protected.bn3.bias', 'protected.embedding.0.weight', 'protected.embedding.0.bias', 'protected.embedding.2.weight', 'protected.embedding.2.bias', 'adaptive.temporal.weight', 'adaptive.bn1.weight', 'adaptive.bn1.bias', 'adaptive.spatial.weight', 'adaptive.bn2.weight', 'adaptive.bn2.bias', 'adaptive.depth.weight', 'adaptive.point.weight', 'adaptive.bn3.weight', 'adaptive.bn3.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'protected_head.weight', 'protected_head.bias', 'adaptive_head.weight', 'adaptive_head.bias']",39244,,1.7063098999788053,1399941284.0,True,0.05089005337776926,0.05121826178509597,69.29753721913109
A7_IDENTITY_PROTECTED,2,2,9,full,"['adaptive.temporal.weight', 'adaptive.bn1.weight', 'adaptive.bn1.bias', 'adaptive.spatial.weight', 'adaptive.bn2.weight', 'adaptive.bn2.bias', 'adaptive.depth.weight', 'adaptive.point.weight', 'adaptive.bn3.weight', 'adaptive.bn3.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",19622,,1.2705096999998204,1399941284.0,False,0.0,0.0550881133142656,0.0
A8_RANDOM_PROTECTED,2,2,9,full,"['adaptive.temporal.weight', 'adaptive.bn1.weight', 'adaptive.bn1.bias', 'adaptive.spatial.weight', 'adaptive.bn2.weight', 'adaptive.bn2.bias', 'adaptive.depth.weight', 'adaptive.point.weight', 'adaptive.bn3.weight', 'adaptive.bn3.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",19622,,1.1466554999933578,1399941284.0,False,0.0,0.05030158527638593,0.0
A10_FULL_PUD_FREEZE,2,2,9,full,"['adaptive.temporal.weight', 'adaptive.bn1.weight', 'adaptive.bn1.bias', 'adaptive.spatial.weight', 'adaptive.bn2.weight', 'adaptive.bn2.bias', 'adaptive.depth.weight', 'adaptive.point.weight', 'adaptive.bn3.weight', 'adaptive.bn3.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",19622,,1.2428633000236005,1399941284.0,False,0.0,0.05754139478368914,0.0
B2_STRONG_GENERIC,2,2,10,full,"['encoder.temporal.weight', 'encoder.bn1.weight', 'encoder.bn1.bias', 'encoder.spatial.weight', 'encoder.bn2.weight', 'encoder.bn2.bias', 'encoder.depth.weight', 'encoder.point.weight', 'encoder.bn3.weight', 'encoder.bn3.bias', 'encoder.embedding.0.weight', 'encoder.embedding.0.bias', 'encoder.embedding.2.weight', 'encoder.embedding.2.bias', 'head.weight', 'head.bias']",34162,0.0627801223886869,1.2421609000302851,,,,,
A2_DUAL_CONTROL,2,2,10,full,"['adaptive.temporal.weight', 'adaptive.bn1.weight', 'adaptive.bn1.bias', 'adaptive.spatial.weight', 'adaptive.bn2.weight', 'adaptive.bn2.bias', 'adaptive.depth.weight', 'adaptive.point.weight', 'adaptive.bn3.weight', 'adaptive.bn3.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",19622,,1.272947399993427,3747459762.0,False,0.0,0.07560293143823567,0.0
A6_PUD_ALL_ADAPT,2,2,10,full,"['protected.temporal.weight', 'protected.bn1.weight', 'protected.bn1.bias', 'protected.spatial.weight', 'protected.bn2.weight', 'protected.bn2.bias', 'protected.depth.weight', 'protected.point.weight', 'protected.bn3.weight', 'protected.bn3.bias', 'protected.embedding.0.weight', 'protected.embedding.0.bias', 'protected.embedding.2.weight', 'protected.embedding.2.bias', 'adaptive.temporal.weight', 'adaptive.bn1.weight', 'adaptive.bn1.bias', 'adaptive.spatial.weight', 'adaptive.bn2.weight', 'adaptive.bn2.bias', 'adaptive.depth.weight', 'adaptive.point.weight', 'adaptive.bn3.weight', 'adaptive.bn3.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'protected_head.weight', 'protected_head.bias', 'adaptive_head.weight', 'adaptive_head.bias']",39244,,1.9344993000268005,3747459762.0,True,0.048450816185223566,0.046439737153276636,69.29392647003954
A7_IDENTITY_PROTECTED,2,2,10,full,"['adaptive.temporal.weight', 'adaptive.bn1.weight', 'adaptive.bn1.bias', 'adaptive.spatial.weight', 'adaptive.bn2.weight', 'adaptive.bn2.bias', 'adaptive.depth.weight', 'adaptive.point.weight', 'adaptive.bn3.weight', 'adaptive.bn3.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",19622,,1.4163883000146598,3747459762.0,False,0.0,0.04970166837180512,0.0
A8_RANDOM_PROTECTED,2,2,10,full,"['adaptive.temporal.weight', 'adaptive.bn1.weight', 'adaptive.bn1.bias', 'adaptive.spatial.weight', 'adaptive.bn2.weight', 'adaptive.bn2.bias', 'adaptive.depth.weight', 'adaptive.point.weight', 'adaptive.bn3.weight', 'adaptive.bn3.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",19622,,1.1292394999763928,3747459762.0,False,0.0,0.049976644670553814,0.0
A10_FULL_PUD_FREEZE,2,2,10,full,"['adaptive.temporal.weight', 'adaptive.bn1.weight', 'adaptive.bn1.bias', 'adaptive.spatial.weight', 'adaptive.bn2.weight', 'adaptive.bn2.bias', 'adaptive.depth.weight', 'adaptive.point.weight', 'adaptive.bn3.weight', 'adaptive.bn3.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",19622,,1.3961142000043765,3747459762.0,False,0.0,0.06051385380205601,0.0
B2_STRONG_GENERIC,2,2,16,full,"['encoder.temporal.weight', 'encoder.bn1.weight', 'encoder.bn1.bias', 'encoder.spatial.weight', 'encoder.bn2.weight', 'encoder.bn2.bias', 'encoder.depth.weight', 'encoder.point.weight', 'encoder.bn3.weight', 'encoder.bn3.bias', 'encoder.embedding.0.weight', 'encoder.embedding.0.bias', 'encoder.embedding.2.weight', 'encoder.embedding.2.bias', 'head.weight', 'head.bias']",34162,0.06604379531315611,1.04727040004218,,,,,
A2_DUAL_CONTROL,2,2,16,full,"['adaptive.temporal.weight', 'adaptive.bn1.weight', 'adaptive.bn1.bias', 'adaptive.spatial.weight', 'adaptive.bn2.weight', 'adaptive.bn2.bias', 'adaptive.depth.weight', 'adaptive.point.weight', 'adaptive.bn3.weight', 'adaptive.bn3.bias', 'adaptive.embedding.0.weight', 'adaptive.embedding.0.bias', 'adaptive.embedding.2.weight', 'adaptive.embedding.2.bias', 'adaptive_head.weight', 'adaptive_head.bias']",19622,,1.1154836000059731,1993396372.0,False,0.0,0.05401963372805342,0.0
