method,fold,seed,subject_id,BA,macro_f1,n_trials,source_model_noadapt_BA,adaptation_delta_BA,negative_transfer,adaptation_time_s,target_trainable_parameters,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used
B0_VANILLA_EEGNET,2,2,9,0.61,0.6096486838154338,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,2,9,0.61,0.6096486838154338,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,2,9,0.6599999999999999,0.6578099838969405,100,0.61,0.04999999999999993,False,1.3156626999843866,34162,False,False,False
A2_DUAL_CONTROL,2,2,9,0.5700000000000001,0.5664885573142454,100,0.5900000000000001,-0.020000000000000018,True,1.295277299999725,19622,False,False,False
A6_PUD_ALL_ADAPT,2,2,9,0.53,0.52995299529953,100,0.55,-0.020000000000000018,True,1.7063098999788053,39244,False,False,False
A7_IDENTITY_PROTECTED,2,2,9,0.53,0.5288220551378446,100,0.53,0.0,False,1.2705096999998204,19622,False,False,False
A8_RANDOM_PROTECTED,2,2,9,0.5900000000000001,0.5896306676008407,100,0.53,0.06000000000000005,False,1.1466554999933578,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,9,0.56,0.5571658615136876,100,0.55,0.010000000000000009,False,1.2428633000236005,19622,False,False,False
B0_VANILLA_EEGNET,2,2,10,0.7,0.6998799519807923,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,2,10,0.7,0.6998799519807923,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,2,10,0.74,0.7312939231087227,100,0.7,0.040000000000000036,False,1.2421609000302851,34162,False,False,False
A2_DUAL_CONTROL,2,2,10,0.73,0.7266929851199515,100,0.6799999999999999,0.050000000000000044,False,1.272947399993427,19622,False,False,False
A6_PUD_ALL_ADAPT,2,2,10,0.68,0.6753246753246753,100,0.66,0.020000000000000018,False,1.9344993000268005,39244,False,False,False
A7_IDENTITY_PROTECTED,2,2,10,0.71,0.7097387648883995,100,0.6799999999999999,0.030000000000000027,False,1.4163883000146598,19622,False,False,False
A8_RANDOM_PROTECTED,2,2,10,0.71,0.7092731829573935,100,0.7,0.010000000000000009,False,1.1292394999763928,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,10,0.66,0.6598639455782312,100,0.66,0.0,False,1.3961142000043765,19622,False,False,False
B0_VANILLA_EEGNET,2,2,16,0.8200000000000001,0.8199279711884754,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,2,16,0.8200000000000001,0.8199279711884754,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,2,16,0.84,0.8399359743897559,100,0.8200000000000001,0.019999999999999907,False,1.04727040004218,34162,False,False,False
A2_DUAL_CONTROL,2,2,16,0.88,0.8798076923076923,100,0.89,-0.010000000000000009,True,1.1154836000059731,19622,False,False,False
A6_PUD_ALL_ADAPT,2,2,16,0.86,0.8599439775910365,100,0.85,0.010000000000000009,False,1.4681649000267498,39244,False,False,False
A7_IDENTITY_PROTECTED,2,2,16,0.8200000000000001,0.8199279711884754,100,0.81,0.010000000000000009,False,1.138334000017494,19622,False,False,False
A8_RANDOM_PROTECTED,2,2,16,0.85,0.84998499849985,100,0.85,0.0,False,1.167764600017108,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,16,0.84,0.84,100,0.85,-0.010000000000000009,True,1.30605579999974,19622,False,False,False
B0_VANILLA_EEGNET,2,2,21,0.9099999999999999,0.9099189270343309,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,2,21,0.9099999999999999,0.9099189270343309,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,2,21,0.8400000000000001,0.839421918908069,100,0.9099999999999999,-0.06999999999999984,True,1.1491856000502594,34162,False,False,False
A2_DUAL_CONTROL,2,2,21,0.86,0.86,100,0.85,0.010000000000000009,False,1.3544243999640457,19622,False,False,False
A6_PUD_ALL_ADAPT,2,2,21,0.82,0.82,100,0.77,0.04999999999999993,False,1.8249761000042781,39244,False,False,False
A7_IDENTITY_PROTECTED,2,2,21,0.8400000000000001,0.839421918908069,100,0.8200000000000001,0.020000000000000018,False,1.0471531999646686,19622,False,False,False
A8_RANDOM_PROTECTED,2,2,21,0.8300000000000001,0.8298468621759583,100,0.81,0.020000000000000018,False,1.107642799965106,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,21,0.8300000000000001,0.8291628982011858,100,0.77,0.06000000000000005,False,1.2099448000080884,19622,False,False,False
B0_VANILLA_EEGNET,2,2,22,0.6699999999999999,0.6683750376846548,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,2,22,0.6699999999999999,0.6683750376846548,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,2,22,0.63,0.6236395076797885,100,0.6699999999999999,-0.039999999999999925,True,1.231409200001508,34162,False,False,False
A2_DUAL_CONTROL,2,2,22,0.6,0.5604395604395604,100,0.61,-0.010000000000000009,True,1.3235440000426024,19622,False,False,False
A6_PUD_ALL_ADAPT,2,2,22,0.5599999999999999,0.5280995280995281,100,0.63,-0.07000000000000006,True,1.8445552999619395,39244,False,False,False
A7_IDENTITY_PROTECTED,2,2,22,0.55,0.5248653785239151,100,0.6000000000000001,-0.050000000000000044,True,1.1406303000403568,19622,False,False,False
A8_RANDOM_PROTECTED,2,2,22,0.5900000000000001,0.5746446726838883,100,0.5800000000000001,0.010000000000000009,False,1.142269599949941,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,22,0.59,0.5670995670995671,100,0.63,-0.040000000000000036,True,1.2397623999859206,19622,False,False,False
B0_VANILLA_EEGNET,2,2,31,0.8200000000000001,0.8197115384615384,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,2,31,0.8200000000000001,0.8197115384615384,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,2,31,0.85,0.84998499849985,100,0.8200000000000001,0.029999999999999916,False,0.9766785000101663,34162,False,False,False
A2_DUAL_CONTROL,2,2,31,0.9,0.8999599839935974,100,0.9,0.0,False,1.1674366000224836,19622,False,False,False
A6_PUD_ALL_ADAPT,2,2,31,0.8,0.7999199679871949,100,0.79,0.010000000000000009,False,1.822039799997583,39244,False,False,False
A7_IDENTITY_PROTECTED,2,2,31,0.85,0.84998499849985,100,0.8300000000000001,0.019999999999999907,False,1.4054138999781571,19622,False,False,False
A8_RANDOM_PROTECTED,2,2,31,0.8200000000000001,0.8197115384615384,100,0.8300000000000001,-0.010000000000000009,True,1.1991517000133172,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,31,0.81,0.8099809980998101,100,0.79,0.020000000000000018,False,1.2893338999710977,19622,False,False,False
B0_VANILLA_EEGNET,2,2,45,0.76,0.7599039615846338,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,2,45,0.76,0.7599039615846338,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,2,45,0.76,0.7599039615846338,100,0.76,0.0,False,1.2018322999938391,34162,False,False,False
A2_DUAL_CONTROL,2,2,45,0.78,0.7799119647859143,100,0.71,0.07000000000000006,False,1.2462009000009857,19622,False,False,False
A6_PUD_ALL_ADAPT,2,2,45,0.71,0.7092731829573935,100,0.71,0.0,False,1.8870028000092134,39244,False,False,False
A7_IDENTITY_PROTECTED,2,2,45,0.6799999999999999,0.6798719487795117,100,0.69,-0.010000000000000009,True,1.1582424000371248,19622,False,False,False
A8_RANDOM_PROTECTED,2,2,45,0.6799999999999999,0.6794871794871795,100,0.71,-0.030000000000000027,True,1.1644789000274613,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,45,0.7,0.7,100,0.71,-0.010000000000000009,True,1.2404628000222147,19622,False,False,False
B0_VANILLA_EEGNET,2,2,53,0.8,0.7987117552334944,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,2,53,0.8,0.7987117552334944,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,2,53,0.73,0.7237851662404092,100,0.8,-0.07000000000000006,True,1.2585498000262305,34162,False,False,False
A2_DUAL_CONTROL,2,2,53,0.78,0.78,100,0.79,-0.010000000000000009,True,1.3753186999820173,19622,False,False,False
A6_PUD_ALL_ADAPT,2,2,53,0.74,0.7390606182256123,100,0.72,0.020000000000000018,False,1.749946900003124,39244,False,False,False
A7_IDENTITY_PROTECTED,2,2,53,0.6599999999999999,0.6594551282051282,100,0.7,-0.040000000000000036,True,1.2366883999784477,19622,False,False,False
A8_RANDOM_PROTECTED,2,2,53,0.6499999999999999,0.6491228070175439,100,0.68,-0.030000000000000138,True,1.2382542999694124,19622,False,False,False
A10_FULL_PUD_FREEZE,2,2,53,0.75,0.7487689679429204,100,0.72,0.030000000000000027,False,1.2138760999660008,19622,False,False,False
