P_t,U_t,D_t,I_t,history_BA_t,history_loss_t,coordinate_drift_t,protected_contribution_t,identity_contribution_t,G_surrogate_t,subject_id,source_fold,checkpoint,step
0.8846514489215183,-0.039999999999999925,0.04,0.08035267610426865,0.8300000000000001,0.3137087643942205,0.06727918279372254,0.19829792792649018,0.18899214468343903,0.013523079580567421,2,0,final,5
0.0,0.0,0.0,0.0,0.86,0.26751995283707797,0.0,0.0,0.0,0.0,20,0,t0,0
0.7917641760771513,0.0,0.0,0.005544460900256783,0.86,0.2647016412809486,0.01193107077231049,0.018785801487342654,0.01821775061733418,0.0017604212766159089,20,0,t1,1
0.790291371901384,0.0,0.0,0.010910639953289466,0.86,0.26199952823883177,0.023612759205864597,0.03699172681632391,0.03582766262676674,0.0034309771416225487,20,0,t2,2
0.7888242501719882,0.0,0.0,0.016102117113270004,0.86,0.25940763959363516,0.03505236881920253,0.054636219735795036,0.052844876352415956,0.005016813582004065,20,0,t3,3
0.787363885306782,0.0,0.0,0.021121054127429345,0.86,0.2569202336606957,0.04625719719988178,0.07173793184857968,0.06928503923922395,0.006522857935280901,20,0,t4,4
0.7859111785644262,0.010000000000000009,0.01,0.0259669388029487,0.87,0.254531807007393,0.057234507440365394,0.08831561874280179,0.08516419323626064,0.007953814711519291,20,0,final,5
0.0,0.0,0.0,0.0,0.97,0.08875721394983002,0.0,0.0,0.0,0.0,21,0,t0,0
0.8524223072040846,0.020000000000000018,0.02,0.007206477017983075,0.99,0.08606555558202887,0.011541743974380774,0.03956379947031234,0.032339767382749816,0.0018849170638643026,21,0,t1,1
0.8516338459275468,0.020000000000000018,0.02,0.013949893853241663,0.99,0.08358788527360361,0.022611713585364863,0.07735717199575398,0.063185293004862,0.003596393637315759,21,0,t2,2
0.8508590603679993,0.0,0.0,0.02027878394979154,0.99,0.0812997191303421,0.033246633362334584,0.11352801661206671,0.09265973904145705,0.005155436459763421,21,0,t3,3
0.8500966989446241,0.0,0.0,0.02623396945308995,0.99,0.0791801109118827,0.043479209689743,0.14820687799245577,0.12087207205953411,0.006579918644668961,21,0,t4,4
0.8493455712143505,0.0,0.0,0.03185274432187567,0.99,0.07721103672752049,0.05333870236426959,0.18150954146284606,0.14791915524347127,0.007885136206864998,21,0,final,5
0.0,0.0,0.0,0.0,0.84,0.3792355836839979,0.0,0.0,0.0,0.0,22,0,t0,0
0.7740062769224155,0.0,0.0,0.013618950186348728,0.84,0.3727218938139,0.017850275642807396,0.03845370251798897,0.03440844210884493,0.0036869631140135084,22,0,t1,1
0.7659332748855167,1.1102230246251565e-16,0.02,0.02610068768378582,0.8400000000000001,0.3667530139726113,0.03493607927767567,0.07393991254289131,0.06591260058295469,0.006909543477843838,22,0,t2,2
0.7579877559893279,1.1102230246251565e-16,0.02,0.03754166674130078,0.8400000000000001,0.36125665561945175,0.05132486584186438,0.10672472742774906,0.09477304892148151,0.009737441500819677,22,0,t3,3
0.7501833590066463,0.01000000000000012,0.03,0.048013217920366794,0.8500000000000001,0.3561716400901425,0.0670773355295386,0.13705041271786791,0.12122825044746473,0.01222927797861506,22,0,t4,4
0.7425316552002809,0.02000000000000013,0.04,0.05759161826276674,0.8600000000000001,0.35144611073925336,0.08224807678528584,0.1651373476266664,0.14549614431567498,0.014434389583413643,22,0,final,5
0.0,0.0,0.0,0.0,0.87,0.31274902620588185,0.0,0.0,0.0,0.0,23,0,t0,0
0.5826110151425982,-0.010000000000000009,0.01,0.003872681776718397,0.86,0.3100368581332429,0.011688017853157182,0.0167733352224984,0.010997032767772636,0.000898581316533642,23,0,t1,1
0.5773334378651044,0.010000000000000009,0.01,0.007480371160844552,0.87,0.30748293945546,0.023029995562555215,0.03265084911969879,0.02136072793065084,0.0017022348938260934,23,0,t2,2
0.572194627145951,0.010000000000000009,0.01,0.010847424988107953,0.87,0.3050712348309332,0.03405029861556524,0.047701160834742455,0.03114422370311578,0.0024229735584059275,23,0,t3,3
0.5671915689262452,0.010000000000000009,0.01,0.013998594010815182,0.87,0.30278782131271087,0.044770898928721506,0.06198629962699007,0.0403953471614351,0.003071085019258235,23,0,t4,4
0.5623210223495514,0.0,0.0,0.01695144424320115,0.87,0.3006205658907699,0.0552116519063437,0.07556245054814906,0.04915721402914836,0.003655405716488369,23,0,final,5
0.0,0.0,0.0,0.0,0.8400000000000001,0.3000718981685627,0.0,0.0,0.0,0.0,26,0,t0,0
0.8590297307577867,0.010000000000000009,0.01,0.012881486450403067,0.8500000000000001,0.2927546389480167,0.019096690397101924,0.05547009359020014,0.04919736597051208,0.005244494205274897,26,0,t1,1
0.8573832154014931,0.009999999999999898,0.01,0.025460316636448224,0.86,0.28600888256229856,0.03743608928864618,0.10851390393215295,0.09615267680143104,0.009999345675133275,26,0,t2,2
0.8556447485143471,0.009999999999999898,0.01,0.03769915660720554,0.86,0.2797974308311697,0.05503581414030876,0.15913639554303508,0.14088221245868043,0.014297796280446307,26,0,t3,3
0.8538154343544112,0.009999999999999898,0.01,0.04957912593435187,0.86,0.27408309695161714,0.0719160518142702,0.20735435501038657,0.1834121765775458,0.018173112513349854,26,0,t4,4
0.8518966537897218,0.019999999999999907,0.02,0.06104024071065853,0.87,0.2688292237969122,0.0880991246267474,0.2531954618739892,0.2237777859035347,0.021658099984421697,26,0,final,5
0.0,0.0,0.0,0.0,0.97,0.12173008009124495,0.0,0.0,0.0,0.0,27,0,t0,0
0.9013075088568566,0.0,0.0,0.011151033184667248,0.97,0.1187613630221667,0.012269660085192619,0.045543118786162434,0.03896289594168346,0.002388253610592639,27,0,t1,1
0.8997466590958998,0.0,0.0,0.021561789419134034,0.97,0.11601721008156021,0.024062336990422633,0.08922247019571503,0.07630465757958142,0.004571097608396718,27,0,t2,2
0.8982231941277707,0.0,0.0,0.03131262429445206,0.97,0.11347000073257309,0.03542003077085366,0.13119919926995713,0.11216739359160835,0.006574658215236548,27,0,t3,3
0.8967355113023572,0.0,0.0,0.04047320516348789,0.97,0.1110965410479999,0.046379480419689006,0.1716144113005389,0.14667546928563993,0.008420816843170226,27,0,t4,4
0.8952819942608921,0.0,0.0,0.04910665731049,0.97,0.10887721790315386,0.05697298284331857,0.21059230386533997,0.17993827181120992,0.010128027616577384,27,0,final,5
0.0,0.0,0.0,0.0,0.99,0.06894275384006776,0.0,0.0,0.0,0.0,28,0,t0,0
0.9216287947578434,0.0,0.0,0.0070663853332727415,0.99,0.06740057432986671,0.00879687279880459,0.03803232314001501,0.03073716589119969,0.00129096505244998,28,0,t1,1
0.920944993704683,0.0,0.0,0.013764943899509538,0.99,0.06595145893952786,0.017320812892431058,0.07477510511960545,0.06038189854205243,0.002496033064241898,28,0,t2,2
0.9202728210414295,0.0,0.0,0.020126382858893083,0.99,0.06458674689142223,0.02558934000602112,0.11031265584933898,0.0890053122467561,0.003623428291336453,28,0,t3,3
0.9196120938151043,0.0,0.0,0.02617797515005056,0.99,0.063298813042481,0.03361839148154544,0.14472162280174586,0.1166720998005274,0.004680378090537382,28,0,t4,4
0.9189624700452985,0.0,0.0,0.03194403180137845,0.99,0.06208092169285401,0.04142249673172575,0.17807186366980035,0.1434412542651275,0.005673254968514868,28,0,final,5
0.0,0.0,0.0,0.0,0.97,0.14566329162986177,0.0,0.0,0.0,0.0,3,0,t0,0
0.9077685182737593,0.0,0.0,0.007682962455083856,0.97,0.14267836344309914,0.012239134474589323,0.03859283943619345,0.0278006701789703,0.002417832041409246,3,0,t1,1
0.9066634281015016,0.0,0.0,0.01491014579161922,0.97,0.1398945225830478,0.02405828884540413,0.07596458872188742,0.054406722759217666,0.004653308265965966,3,0,t2,2
0.9055650983439724,0.0,0.0,0.021718891311037554,0.97,0.13729070885412048,0.035487353555260136,0.112201223252426,0.07990167543231644,0.006726138049656438,3,0,t3,3
0.9044740649621699,0.0,0.0,0.0281426602072099,0.97,0.13484850744484483,0.04655359711118257,0.14738031024135295,0.1043618394731634,0.008653518345287464,3,0,t4,4
0.9033907160557185,0.0,0.0,0.034211527269748944,0.97,0.13255178525925038,0.05728191050031459,0.1815719520346564,0.12785700265506042,0.010450482689725704,3,0,final,5
0.0,0.0,0.0,0.0,0.89,0.2411810590168705,0.0,0.0,0.0,0.0,30,0,t0,0
0.6974331238418564,-0.010000000000000009,0.01,0.005606755428112409,0.88,0.23757311903215342,0.013521607570338514,0.029345685504668702,0.01880127256823015,0.0017259102461043285,30,0,t1,1
0.6913476617430763,0.0,0.02,0.010885688087796781,0.89,0.23420217632276497,0.026583261889021444,0.056987482116101836,0.03665755123174128,0.0032688285231156633,30,0,t2,2
0.6854545126231557,0.0,0.02,0.0158698779427993,0.89,0.23104074389473872,0.039222436995260686,0.08307426305030223,0.053654839345013104,0.0046536745466523866,30,0,t3,3
0.6797529247815778,0.010000000000000009,0.03,0.020590303728029707,0.9,0.22806533219051364,0.05147261126153053,0.10774018113433176,0.0698695145955498,0.005901580065281742,30,0,t4,4
0.6742412896461388,0.020000000000000018,0.04,0.02506559213276599,0.91,0.225255801749992,0.0633637375520911,0.13110631685091326,0.08536955347656525,0.007030512077450257,30,0,final,5
0.0,0.0,0.0,0.0,0.94,0.1683627082836739,0.0,0.0,0.0,0.0,31,0,t0,0
0.8718092079096249,0.0,0.0,0.004269345163615472,0.94,0.16616929818309056,0.010487734315537275,0.028926401722387914,0.015213192707078846,0.0016463606621298643,31,0,t1,1
0.8703237829949362,0.0,0.0,0.008321295132292005,0.94,0.1640804215758282,0.02072240420608195,0.05700288084366042,0.02986504982304011,0.0031992228757473096,31,0,t2,2
0.8688587957409423,0.0,0.0,0.012171249708493188,0.94,0.16208815735102983,0.030717044965529055,0.08427557255946928,0.043988834528520704,0.004666046924440365,31,0,t3,3
0.8674140382025755,0.0,0.0,0.01583636109136093,0.94,0.16018534354552535,0.04048378090876731,0.11078713020770159,0.05761537834063591,0.00605356228302012,31,0,t4,4
0.8659891427351558,0.010000000000000009,0.01,0.019325444700684268,0.95,0.1583654925974935,0.05003390256570021,0.1365770519693513,0.07077328900236582,0.007367850171929757,31,0,final,5
0.0,0.0,0.0,0.0,0.87,0.39951498047316397,0.0,0.0,0.0,0.0,32,0,t0,0
0.7888760552132137,0.010000000000000009,0.01,0.023429937054835533,0.88,0.38117699889040957,0.03017837595193302,0.08116935508630459,0.07417047438787894,0.010903677464039363,32,0,t1,1
0.7852980637888983,0.010000000000000009,0.01,0.04611156628630961,0.88,0.3647748242765278,0.05874177934754834,0.15717127960761745,0.14322935464020764,0.0203124424011486,32,0,t2,2
0.7815296166009681,0.020000000000000018,0.02,0.06785254997901753,0.89,0.3501659381380496,0.08571270173559382,0.22793736188496455,0.20715513540155325,0.028349986502080926,32,0,t3,3
0.7775743307305504,0.020000000000000018,0.02,0.08847549531974416,0.89,0.33719959212074757,0.11112693436793655,0.2934589432851923,0.2659813738132267,0.035146776057906615,32,0,t4,4
0.7734393496832876,0.020000000000000018,0.02,0.10790997674024952,0.89,0.32572074475391044,0.13503305668184282,0.35378822593952336,0.3197972100656198,0.04083644540776127,32,0,final,5
0.0,0.0,0.0,0.0,0.95,0.1212258678552872,0.0,0.0,0.0,0.0,33,0,t0,0
0.7891594854235587,0.0,0.0,0.0027662906360519366,0.95,0.1194553313995408,0.00926487334212911,0.018978246247310603,0.012204934165113026,0.0010540736338501,33,0,t1,1
0.7880232296801145,0.0,0.0,0.005417520333926653,0.95,0.1177535785471422,0.018348729165276755,0.03742633261228147,0.024025025812713898,0.002055873780918302,33,0,t2,2
0.7869090971796545,0.0,0.0,0.007961583812005804,0.95,0.11611638125825728,0.027259219095680923,0.05537649246217179,0.03548328397804279,0.0030089648485943227,33,0,t3,3
0.7858164883411713,0.0,0.0,0.010405779315351422,0.95,0.11453986298726468,0.03600349811164147,0.07285844974447783,0.04660085321892856,0.003916599882146224,33,0,t4,4
0.7847446768160034,0.0,0.0,0.01275828270750344,0.95,0.11302046205599608,0.04458826725928923,0.08989965504306242,0.05739719851674275,0.0047817538771581375,33,0,final,5
0.0,0.0,0.0,0.0,0.85,0.4210893784413978,0.0,0.0,0.0,0.0,34,0,t0,0
0.9219183035821947,0.0,0.02,0.05713268416947999,0.85,0.4057500261140373,0.028223925030688293,0.0952679139137974,0.09183115547103642,0.012559512225982727,34,0,t1,1
0.9168508167586438,0.0,0.04,0.10367813889595781,0.85,0.39380093148621376,0.05304673195642199,0.175881824146592,0.16791694979511865,0.021988671385089087,34,0,t2,2
0.911391693331244,-0.010000000000000009,0.03,0.14116472740659272,0.85,0.38422675324982053,0.07513982654146686,0.24455462414488705,0.2312385021644685,0.029252863495581927,34,0,t3,3
0.9056288401008162,-0.010000000000000009,0.03,0.17162186607858243,0.85,0.37632997207041174,0.09505213879052186,0.30355722145759795,0.28430821662702704,0.03501194645279482,34,0,t4,4
0.8996494101714474,-0.009999999999999898,0.05,0.19619064202855746,0.8500000000000001,0.36963554482973393,0.11322219446266986,0.35474828488182897,0.32919461565966757,0.03971245671071172,34,0,final,5
0.0,0.0,0.0,0.0,0.98,0.04442861372297039,0.0,0.0,0.0,0.0,35,0,t0,0
0.8324010903685606,0.0,0.0,0.0015182886624294004,0.98,0.04387527537042071,0.005261741737898,0.020732344574292044,0.008287937932219441,0.0003797629658137125,35,0,t1,1
0.8317075640817521,0.0,0.0,0.002967337443630386,0.98,0.04333898174149829,0.010441723327342538,0.040976755987192914,0.01629875929764928,0.0007455303368316124,35,0,t2,2
0.8310360567786382,0.0,0.0,0.00435186645273583,0.98,0.042818792729703355,0.015543176952969742,0.060755346776601854,0.02404610847195979,0.0010981459132764562,35,0,t3,3
0.8303860965333767,0.0,0.0,0.005675448169055647,0.98,0.04231384152242257,0.020569132089101348,0.08008881599221764,0.03154274192933385,0.001438385069547618,35,0,t4,4
0.8297569400466281,0.0,0.0,0.006941487541732018,0.98,0.04182332738759176,0.025522432404958665,0.0989965666880518,0.03880060251233774,0.001766961609477459,35,0,final,5
0.0,0.0,0.0,0.0,0.86,0.28100258024568536,0.0,0.0,0.0,0.0,38,0,t0,0
0.9111509847716134,0.0,0.0,0.01087420182626686,0.86,0.2776637436423186,0.012721203329673773,0.032450224978785885,0.02850546585705715,0.0026125160553808757,38,0,t1,1
0.9084848381563142,0.0,0.0,0.020957768760999047,0.86,0.2746114097387976,0.024878705495888796,0.06308822409506101,0.05521637443041118,0.004960098592069528,38,0,t2,2
0.9058151527935794,0.010000000000000009,0.03,0.03032051553484488,0.87,0.27180956392252753,0.03651973843163452,0.09206649908525003,0.08027898648659136,0.007077319399400761,38,0,t3,3
0.903145525239068,0.010000000000000009,0.03,0.03899158950217377,0.87,0.2692273972545166,0.047686939440693785,0.11952333574290289,0.10382668614844731,0.008993681068905524,38,0,t4,4
0.9004791827334832,0.020000000000000018,0.04,0.04704198060572769,0.88,0.266838487477499,0.05841883832724608,0.14558422944629315,0.1259812134784648,0.010734420059354155,38,0,final,5
0.0,0.0,0.0,0.0,0.86,0.33253214630670747,0.0,0.0,0.0,0.0,40,0,t0,0
0.7228544934101486,0.010000000000000009,0.01,0.012472777987165938,0.87,0.3273575156351951,0.01561282460741287,0.030890370484996398,0.03202581350964236,0.0024530204653654963,40,0,t1,1
0.7161962474466602,0.020000000000000018,0.02,0.024074907429867686,0.88,0.3226169657796212,0.030551170559710055,0.05971018692493978,0.06209950147627652,0.004587269072770683,40,0,t2,2
0.7096201626766706,0.029999999999999916,0.03,0.0348495013025879,0.8999999999999999,0.3182563039798124,0.04487129349697926,0.08662962790081147,0.09038313632992358,0.00644892094317101,40,0,t3,3
0.7031351507968187,0.029999999999999916,0.03,0.044859819394410146,0.8999999999999999,0.3142290396010981,0.058624166693679196,0.11180444530155108,0.11702457913747281,0.008077182827159357,40,0,t4,4
0.6967490597030792,0.019999999999999907,0.04,0.054173804579060264,0.8899999999999999,0.3104952226517802,0.07185597770871789,0.13537719916786325,0.14215873285043326,0.009505375662898552,40,0,final,5
0.0,0.0,0.0,0.0,0.8200000000000001,0.35528142445649014,0.0,0.0,0.0,0.0,41,0,t0,0
0.8713207961474708,0.0,0.0,0.014515491460713766,0.8200000000000001,0.3531005595893947,0.010538935129599575,0.02915109398312808,0.02669729379081462,0.0016238518064238816,41,0,t1,1
0.8655617412497651,0.010000000000000009,0.03,0.02645138707077074,0.8300000000000001,0.35113850991557327,0.02050268413211677,0.05463727539420762,0.0495754356354011,0.003044038310540842,41,0,t2,2
0.8603175640521301,0.010000000000000009,0.03,0.036337688718194254,0.8300000000000001,0.3493347545267211,0.030021116703401428,0.07727467771044692,0.06945924488385276,0.0043188170783673985,41,0,t3,3
0.8555411331514274,0.010000000000000009,0.03,0.04462042109575223,0.8300000000000001,0.347649415121137,0.03918889430653334,0.09769254219699866,0.08699291056892342,0.005486314636844569,41,0,t4,4
0.8511807367668909,0.010000000000000009,0.03,0.05176375257781725,0.8300000000000001,0.3460558698970118,0.04807506312663036,0.11637399194274986,0.10267812797236071,0.0065717825828324195,41,0,final,5
0.0,0.0,0.0,0.0,0.97,0.08869712028904203,0.0,0.0,0.0,0.0,43,0,t0,0
0.8254480403748499,0.0,0.0,0.004121872386020969,0.97,0.08771394608074523,0.0070286643538205636,0.026559881489866814,0.016220861936830526,0.000665406845519495,43,0,t1,1
0.823463973017776,0.0,0.0,0.00806112693545854,0.97,0.08676484565006282,0.013932838975587995,0.052408370691755614,0.03194241072389727,0.001301087796876807,43,0,t2,2
0.8215221064276973,0.0,0.0,0.01183035845298412,0.97,0.08584754438722422,0.020718660280399755,0.0775823298525505,0.047191797286411485,0.0019092125978816543,43,0,t3,3
0.8196212750831886,0.0,0.0,0.01544100616642839,0.97,0.08495998184485902,0.02739179894456557,0.10211590312497615,0.06199413797853355,0.002491741102436204,43,0,t4,4
0.8177601527329315,0.0,0.0,0.018903485659682213,0.97,0.08410028664999783,0.03395750563909791,0.1260407767540638,0.07637271065472238,0.0030504481038344244,43,0,final,5
0.0,0.0,0.0,0.0,0.9199999999999999,0.13556558073599073,0.0,0.0,0.0,0.0,44,0,t0,0
0.8133459304387503,0.0,0.0,0.006422228154095133,0.9199999999999999,0.13261991521799776,0.012122839520181313,0.03194241733451939,0.025676134616154027,0.0019120179736301923,44,0,t1,1
0.8117563247314783,0.0,0.0,0.012517021452274492,0.9199999999999999,0.129815598746937,0.023948870777210193,0.06277359418452057,0.05046818775683096,0.003708776048261586,44,0,t2,2
0.8101886434407558,0.0,0.0,0.01831286166600829,0.9199999999999999,0.1271423633670983,0.03549278739758832,0.09256502092686808,0.07443280362015381,0.005399381004618509,44,0,t3,3
0.8086422257521052,0.0,0.0,0.02383397207877816,0.9199999999999999,0.12459096411462897,0.04676811998971504,0.1213816260746529,0.0976214325401663,0.006992003036877109,44,0,t4,4
0.8071163646379436,0.0,0.0,0.02910199992684115,0.9199999999999999,0.1221530471552629,0.057787366973324296,0.14928256192856673,0.12008095438043372,0.008493998290365373,44,0,final,5
0.0,0.0,0.0,0.0,0.9299999999999999,0.2142268953005177,0.0,0.0,0.0,0.0,45,0,t0,0
0.9294954115815394,0.0,0.0,0.014400370423500711,0.9299999999999999,0.2104771954613759,0.013789923022691523,0.047288053773859556,0.04091941324151527,0.0032199387266105273,45,0,t1,1
0.9281835566343395,0.0,0.0,0.027797963025491878,0.9299999999999999,0.20698203889360725,0.027098482260198536,0.09268580456067103,0.08025235644005214,0.006197572220116715,45,0,t2,2
0.9268947049102183,0.0,0.0,0.040303495712171455,0.9299999999999999,0.20371385209417092,0.03996257892252994,0.13633740150201812,0.11811912659916106,0.008959756459658852,45,0,t3,3
0.9256273881132329,0.0,0.0,0.052011426163247755,0.9299999999999999,0.2006490239291797,0.052414937050688754,0.17837074769565833,0.1546264321825527,0.011529454542745149,45,0,t4,4
0.9243801816197585,0.010000000000000009,0.01,0.06299583932629203,0.94,0.19776720337913695,0.06448472443038836,0.21889991588850047,0.18986942819103045,0.0139264297720329,45,0,final,5
