P_t,U_t,D_t,I_t,history_BA_t,history_loss_t,coordinate_drift_t,protected_contribution_t,identity_contribution_t,G_surrogate_t,subject_id,source_fold,checkpoint,step
0.0,0.0,0.0,0.0,0.8999999999999999,0.23101771148818456,0.0,0.0,0.0,0.0,1,0,t0,0
0.5903799968528753,-0.010000000000000009,0.01,0.005144899173236707,0.8999999999999999,0.228127602665825,0.012093443331075019,0.026382833523355426,0.016326756347183863,0.0009973945995392364,1,0,t1,1
0.5868418965904818,0.0,0.0,0.009982255771496596,0.9099999999999999,0.22537476978805032,0.023893318464036913,0.05175185435773861,0.03197300896120733,0.0019178270605832992,1,0,t2,2
0.583420730841113,0.0,0.0,0.014538719306552051,0.9099999999999999,0.22274842601691452,0.03541593796713504,0.07617467815036881,0.04698410383334018,0.002769161754434063,1,0,t3,3
0.5801109846302016,0.0,0.0,0.018838413929451094,0.9099999999999999,0.22023896785710767,0.046676173688669075,0.09971268522415692,0.06140124268051777,0.0035582904186966247,1,0,t4,4
0.5769074356697852,0.0,0.0,0.02290261592246925,0.9099999999999999,0.2178378117195322,0.05768762579353741,0.12242175438980787,0.07526197144607043,0.004291274065044842,1,0,final,5
0.0,0.0,0.0,0.0,0.8200000000000001,0.36324301786487107,0.0,0.0,0.0,0.0,10,0,t0,0
0.9562863463821552,0.010000000000000009,0.01,0.05250148235194889,0.8300000000000001,0.34787246416046114,0.028185375151099364,0.10881440573746189,0.10949375439692902,0.013533839430839245,10,0,t1,1
0.9533487927569915,0.010000000000000009,0.01,0.09797505624803445,0.8300000000000001,0.3359723952454214,0.05295903358850246,0.20290077154527605,0.2041876377091578,0.02376797167451561,10,0,t2,2
0.9501099663595766,0.010000000000000009,0.01,0.13709870360265528,0.8400000000000001,0.3266275671788622,0.07486342739741016,0.28441583622854155,0.2862048195868214,0.031589880140695414,10,0,t3,3
0.9465805831315256,0.030000000000000027,0.03,0.17059605798382446,0.8600000000000001,0.3191654409581646,0.09436407200788935,0.3552362112953875,0.3573963882643957,0.037649524023142256,10,0,t4,4
0.9427778788451082,0.030000000000000027,0.03,0.19908476467897845,0.8600000000000001,0.3130941725013501,0.11185666125944303,0.4169792367275827,0.4193612430854569,0.042420390039930256,10,0,final,5
0.0,0.0,0.0,0.0,0.8,0.5104627791552021,0.0,0.0,0.0,0.0,11,0,t0,0
0.9322105985838114,0.0,0.0,0.041477033841838255,0.8,0.4935527133580058,0.02887850355228281,0.09729782651294294,0.09666181319948632,0.013861307880722429,11,0,t1,1
0.9300170627914924,0.019999999999999907,0.02,0.08106731567259175,0.82,0.4790709162257488,0.05561373363957108,0.18649568637873223,0.1851435274038379,0.025501569195049312,11,0,t2,2
0.9276992455982443,0.019999999999999907,0.02,0.11842630979974121,0.82,0.46668501524071093,0.08033706212154361,0.2680179931760254,0.265884301311946,0.03523703782074317,11,0,t3,3
0.9252570550770698,0.019999999999999907,0.02,0.1536082017108872,0.82,0.4560962743170407,0.10318202661269649,0.34230906912718784,0.33934071171219776,0.04335118072999422,11,0,t4,4
0.9226913916172933,0.020000000000000018,0.04,0.18637423433697373,0.8200000000000001,0.44703865161017275,0.1242830355123084,0.4098272659429092,0.40598097916507936,0.05009560745777086,11,0,final,5
0.0,0.0,0.0,0.0,0.75,0.46545897358490596,0.0,0.0,0.0,0.0,14,0,t0,0
0.6526790126990941,0.0,0.0,0.007545342497158907,0.75,0.4617835715756113,0.01336933142725168,0.02527180299328759,0.017430279292400114,0.0014759691532448271,14,0,t1,1
0.6460636481763145,0.0,0.0,0.014776705832640792,0.75,0.4583414280085773,0.02631419826253105,0.0492705125757983,0.033903761186254516,0.002788895276090886,14,0,t2,2
0.6393757519179066,0.0,0.0,0.02170865931580967,0.75,0.4551120491658196,0.038856795444361054,0.07204423023572688,0.049465920032657255,0.0039550931395661015,14,0,t3,3
0.6326237728553741,0.010000000000000009,0.01,0.028343587695279938,0.76,0.4520767145537603,0.051018419733813554,0.0936403665009298,0.06416048991721549,0.004989426581915646,14,0,t4,4
0.625816302075735,0.010000000000000009,0.01,0.03468314298616492,0.76,0.44921833411823964,0.06281948762931307,0.11410559938766611,0.07802954425583719,0.005905422576424679,14,0,final,5
0.0,0.0,0.0,0.0,0.98,0.056088847591547676,0.0,0.0,0.0,0.0,15,0,t0,0
0.8500144779572114,0.0,0.0,0.00310822257994289,0.98,0.055445924876388476,0.005490370416325853,0.02085593382572691,0.01420434718766876,0.0004319018319477591,15,0,t1,1
0.8487043732466446,0.0,0.0,0.006137475760599849,0.98,0.05481930033025777,0.010908768535435024,0.04132856929962428,0.02817639343635878,0.000849710219241781,15,0,t2,2
0.8474121039635909,0.0,0.0,0.009091468296420243,0.98,0.0542082175367016,0.016257649085926272,0.06143254006684602,0.041924623730777065,0.0012541609502385656,15,0,t3,3
0.8461378252263391,0.0,0.0,0.01197366363118294,0.98,0.053611971441274345,0.021539330629490316,0.08118168028450311,0.05545706031099785,0.0016459390158049328,15,0,t4,4
0.844881388906829,0.0,0.0,0.014787300366228913,0.98,0.05302990397895886,0.02675600526979115,0.1005890813874036,0.06878129556002345,0.0020256829297441367,15,0,final,5
0.0,0.0,0.0,0.0,0.89,0.3083562533492657,0.0,0.0,0.0,0.0,16,0,t0,0
0.7153736150413255,0.0,0.0,0.005150715053450652,0.89,0.30451643542949247,0.013961417822528388,0.022985810571055795,0.014223922704842675,0.0019517771908197368,16,0,t1,1
0.7137366162419324,0.0,0.0,0.010082217108535066,0.89,0.3009037373025967,0.02749767375696358,0.04502752325462859,0.028023039773863206,0.0037560972774379753,16,0,t2,2
0.7121709898738438,0.0,0.0,0.014817254823299512,0.89,0.2974967829844015,0.04063595318481226,0.06620098575067666,0.0414269263663956,0.005429198310825223,16,0,t3,3
0.7106724337853578,0.0,0.0,0.019369383980783528,0.89,0.2942767834099887,0.05340103004903322,0.0865744204069413,0.05446147855954155,0.006985171697293124,16,0,t4,4
0.7092367808658183,0.0,0.0,0.023751765728134155,0.89,0.291227173375138,0.0658155210040622,0.10620925559141871,0.06714948090393605,0.008436279203754948,16,0,final,5
0.0,0.0,0.0,0.0,0.76,0.63365234109601,0.0,0.0,0.0,0.0,19,0,t0,0
0.9358480956035827,0.0,0.0,0.04113158622659275,0.76,0.5976927603294023,0.041173829732737866,0.1775219045425144,0.13969006886780994,0.029070590168218335,19,0,t1,1
0.9348357299990677,0.0,0.0,0.08496450073190115,0.76,0.5643907961225333,0.08082021384133874,0.3480796985896083,0.27379236777299465,0.05570987676343031,19,0,t2,2
0.9336470621068026,0.0,0.0,0.13142440085022536,0.76,0.5338713983204153,0.11879190000479127,0.5108633280766888,0.40169543435015714,0.07979837047243332,19,0,t3,3
0.932263848505291,0.0,0.0,0.18033272066617578,0.76,0.506213578761291,0.15494905183501262,0.6650809466048111,0.5228071520287532,0.10126160155856123,19,0,t4,4
0.9306677831071949,0.020000000000000018,0.02,0.2312993715227978,0.78,0.48144014673514834,0.18916641280088103,0.8099961916645886,0.6365829299528137,0.12007995492093548,19,0,final,5
0.0,0.0,0.0,0.0,0.86,0.33212241127785097,0.0,0.0,0.0,0.0,2,0,t0,0
0.9058843261865579,0.0,0.0,0.01991476598319534,0.86,0.327272204423702,0.01555769580663436,0.048390761198963406,0.04647210104276733,0.0037810775938411645,2,0,t1,1
0.9007264192522365,-0.009999999999999898,0.01,0.03772332819942054,0.8500000000000001,0.32312734667109777,0.029931929127875113,0.09189970050277424,0.08812264616704359,0.006907287847004229,2,0,t2,2
0.8954516648219982,-0.009999999999999898,0.01,0.0536130416961096,0.8500000000000001,0.31955398035600663,0.043261982057010415,0.13106583984924294,0.12545700954173444,0.009507232540026611,2,0,t3,3
0.8900850425659599,-0.019999999999999907,0.02,0.06778480347349303,0.8400000000000001,0.31644361463475945,0.05567356055424333,0.16638259996284352,0.15893922861933119,0.011684720298464124,2,0,t4,4
