source_fold,subjects,mean_FutureDeltaBA,generic_BA,noadapt_BA,negative_transfer_rate,high_risk_q4_delta,low_risk_q1_delta,high_minus_low
0,9,0.0077777777777777845,0.8322222222222222,0.8244444444444444,0.1111111111111111,0.015000000000000013,0.01666666666666668,-0.001666666666666667
1,9,0.0011111111111111122,0.8211111111111111,0.82,0.1111111111111111,-0.0050000000000000044,0.006666666666666672,-0.011666666666666676
2,6,0.006666666666666654,0.8416666666666668,0.835,0.16666666666666666,0.010000000000000064,0.004999999999999949,0.0050000000000001155
3,9,0.003333333333333324,0.8666666666666667,0.8633333333333333,0.2222222222222222,-0.0050000000000000044,0.006666666666666636,-0.011666666666666641
4,7,0.004285714285714289,0.7885714285714285,0.7842857142857144,0.14285714285714285,0.0050000000000000044,0.0,0.0050000000000000044
