subject,ba,run,model
14,0.635,fold-2/seed-1,control
16,0.765,fold-2/seed-1,control
17,0.68,fold-2/seed-1,control
25,0.815,fold-2/seed-1,control
30,0.7849999999999999,fold-2/seed-1,control
49,0.69,fold-2/seed-1,control
5,0.7949999999999999,fold-2/seed-1,control
6,0.8200000000000001,fold-2/seed-1,control
9,0.8400000000000001,fold-2/seed-1,control
