subject,ba,run,model
14,0.635,fold-2/seed-1,method
16,0.7250000000000001,fold-2/seed-1,method
17,0.6799999999999999,fold-2/seed-1,method
25,0.8049999999999999,fold-2/seed-1,method
30,0.8,fold-2/seed-1,method
49,0.705,fold-2/seed-1,method
5,0.78,fold-2/seed-1,method
6,0.8300000000000001,fold-2/seed-1,method
9,0.8400000000000001,fold-2/seed-1,method
