method,fold,seed,subject_id,BA,macro_f1,n_trials,source_model_noadapt_BA,adaptation_delta_BA,negative_transfer,adaptation_time_s,target_trainable_parameters,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used
B0_VANILLA_EEGNET,1,0,2,0.74,0.7373737373737375,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,1,0,2,0.79,0.7894736842105263,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,1,0,2,0.79,0.7863899908452854,100,0.79,0.0,False,1.4256559000350535,68514,False,False,False
A2_DUAL_CONTROL,1,0,2,0.79,0.78997899789979,100,0.78,0.010000000000000009,False,1.1666242000064813,26146,False,False,False
A6_PUD_ALL_ADAPT,1,0,2,0.73,0.7266929851199515,100,0.73,0.0,False,1.838220099976752,52292,False,False,False
A7_IDENTITY_PROTECTED,1,0,2,0.77,0.7681217864704104,100,0.77,0.0,False,1.1811646000132896,26146,False,False,False
A8_RANDOM_PROTECTED,1,0,2,0.77,0.7699769976997699,100,0.78,-0.010000000000000009,True,1.1526896999566816,26146,False,False,False
A10_FULL_PUD_FREEZE,1,0,2,0.73,0.7286704853783539,100,0.73,0.0,False,1.0241544999880716,26146,False,False,False
A3_P_ONLY,1,0,2,0.7,0.6956168831168831,100,0.7,0.0,False,1.2046617000014521,26146,False,False,False
A4_P_PLUS_U,1,0,2,0.73,0.7286704853783539,100,0.73,0.0,False,1.076256700034719,26146,False,False,False
A5_P_PLUS_D,1,0,2,0.7,0.6980676328502415,100,0.73,-0.030000000000000027,True,1.1064570000162348,26146,False,False,False
A9_PCA_PROTECTED,1,0,2,0.76,0.7591328783621036,100,0.75,0.010000000000000009,False,1.0345858999644406,26146,False,False,False
B0_VANILLA_EEGNET,1,0,14,0.79,0.7882851093860268,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,1,0,14,0.79,0.7874278773155178,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,1,0,14,0.72,0.7083333333333334,100,0.79,-0.07000000000000006,True,1.1169715999858454,68514,False,False,False
A2_DUAL_CONTROL,1,0,14,0.74,0.7395833333333333,100,0.75,-0.010000000000000009,True,1.267944199964404,26146,False,False,False
A6_PUD_ALL_ADAPT,1,0,14,0.75,0.7442455242966752,100,0.8,-0.050000000000000044,True,1.86846460000379,52292,False,False,False
