method,fold,seed,subject_id,protected_representation_drift,adaptive_representation_drift,protected_decision_logit_drift,adaptive_decision_logit_drift,protected_D_finite_after,combined_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2,adaptation_seed,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used,functional_distillation_RMSE_before,functional_distillation_correlation_before,functional_distillation_RMSE_after,functional_distillation_correlation_after
A2_DUAL_CONTROL,1,0,2,0.0,0.508857011795044,0.0,0.20987840879162692,1.5350666663877328,0.79,0.13,0.050000000000000044,0.0,0.08285279397427898,0.0,2767353293,False,False,False,,,,
A6_PUD_ALL_ADAPT,1,0,2,0.22330258786678314,0.4070114195346832,0.5877060371646066,0.24305450316064026,2.229814192146861,0.73,0.14,-0.030000000000000027,0.06674338340105125,0.06206482229314401,69.2936403008028,2767353293,False,False,False,0.6312088202811653,0.8834417782171696,0.8954219850358479,0.8240183516784082
A7_IDENTITY_PROTECTED,1,0,2,0.0,0.6852889657020569,0.0,0.6045187526246857,0.4861815434332638,0.77,0.010000000000000009,0.27,0.0,0.05808035190658988,0.0,2767353293,False,False,False,,,,
A8_RANDOM_PROTECTED,1,0,2,0.0,0.47514963150024414,0.0,0.3319228574313306,1.0215242364932398,0.77,0.09000000000000008,0.07000000000000006,0.0,0.07713450041031876,0.0,2767353293,False,False,False,,,,
A10_FULL_PUD_FREEZE,1,0,2,0.0,0.4153177738189697,0.0,0.2127401831657549,1.898822521283557,0.73,0.13,-0.020000000000000018,0.0,0.07405408567251638,0.0,2767353293,False,False,False,0.6312088202811653,0.8834417782171696,0.6312088202811653,0.8834417782171696
A3_P_ONLY,1,0,2,0.0,0.406017005443573,0.0,0.21651942679251615,2.0276917167115895,0.7,0.16999999999999993,-0.010000000000000009,0.0,0.06170366357090052,0.0,2767353293,False,False,False,,,,
A4_P_PLUS_U,1,0,2,0.0,0.4153177738189697,0.0,0.2127401831657549,1.898822521283557,0.73,0.13,-0.020000000000000018,0.0,0.07405408567251638,0.0,2767353293,False,False,False,,,,
A5_P_PLUS_D,1,0,2,0.0,0.3961515724658966,0.0,0.17731280937324417,1.9827516893979085,0.7,0.16999999999999993,-0.06000000000000005,0.0,0.07471214546463369,0.0,2767353293,False,False,False,,,,
A9_PCA_PROTECTED,1,0,2,0.0,0.4168183505535126,0.0,0.1814040230544141,2.136335001309253,0.76,0.29000000000000004,0.010000000000000009,0.0,0.06981577515979602,0.0,2767353293,False,False,False,,,,
A2_DUAL_CONTROL,1,0,14,0.0,0.2818649411201477,0.0,0.15854696341854607,1.6762669049468215,0.74,0.17999999999999994,0.15999999999999992,0.0,0.060235904840884404,0.0,1242380889,False,False,False,,,,
A6_PUD_ALL_ADAPT,1,0,14,0.1568651795387268,0.3063884973526001,0.29053582967257924,0.22401503707956721,1.8677239340726868,0.75,0.26999999999999996,0.020000000000000018,0.05309988999392581,0.05204906435709886,69.28547932420098,1242380889,False,False,False,0.8572118218969889,0.7904701025235229,0.8735523035363643,0.792722213980225
