fold,seed,task,block,directions,rank,persistence_strength,raw_utility_CE,raw_BA_drop,random_draws,random_mean_utility_CE,random_std_utility_CE,random_percentile_utility_CE,calibrated_utility_CE,calibrated_BA_drop,inner_fit_subjects,inner_eval_subjects,probe_refit_after_intervention,task_base_risk_CE,task_base_BA
0,0,mi,0,"[0, 1, 2, 3, 4, 5]",6,0.5838025212287903,0.0050204572010155,0.0028631442074465,100,0.0387606198063053,0.0178086391585366,0.02,-0.0337401626052898,-0.048014136514049,"['4', '5', '7', '8', '9', '11', '12', '15', '16', '18', '20', '21', '22', '23', '24', '25', '26']","['27', '29', '30', '31', '34', '35', '37', '38', '39', '41', '42', '43', '44', '46', '49', '51', '52']",True,0.522490083840981,0.801597025997516
0,0,mi,1,"[6, 7, 8, 9, 10, 11, 12]",7,0.2109980583190918,0.0234055816048474,0.0156743600643476,100,0.0395054578405971,0.0202677434961469,0.24,-0.0160998762357497,-0.0380650229635002,"['4', '5', '7', '8', '9', '11', '12', '15', '16', '18', '20', '21', '22', '23', '24', '25', '26']","['27', '29', '30', '31', '34', '35', '37', '38', '39', '41', '42', '43', '44', '46', '49', '51', '52']",True,0.522490083840981,0.801597025997516
0,0,mi,2,"[13, 14, 15, 16, 17, 18, 19]",7,0.0503641255199909,0.098045218683584,0.1355763380093854,100,0.0166864326171168,0.0085917442861004,1.0,0.0813587860664672,0.1221029314929192,"['4', '5', '7', '8', '9', '11', '12', '15', '16', '18', '20', '21', '22', '23', '24', '25', '26']","['27', '29', '30', '31', '34', '35', '37', '38', '39', '41', '42', '43', '44', '46', '49', '51', '52']",True,0.522490083840981,0.801597025997516
0,0,erp,0,"[0, 1, 2, 3, 4, 5]",6,0.5838025212287903,0.002633868528052,-0.0024271844660194,100,0.0041769237008855,0.003889331409689,0.38,-0.0015430551728335,-0.0022643140395772,"['4', '5', '7', '8', '9', '11', '12', '15', '16', '18', '20', '21', '22', '23', '24', '25', '26']","['27', '29', '30', '31', '34', '35', '37', '38', '39', '41', '42', '43', '44', '46', '49', '51', '52']",True,0.500401363773163,0.5
0,0,erp,1,"[6, 7, 8, 9, 10, 11, 12]",7,0.2109980583190918,-0.0028847286444249,-0.0024271844660194,100,0.0088568914592265,0.003584661496654,0.0,-0.0117416201036514,-0.0022474653747729,"['4', '5', '7', '8', '9', '11', '12', '15', '16', '18', '20', '21', '22', '23', '24', '25', '26']","['27', '29', '30', '31', '34', '35', '37', '38', '39', '41', '42', '43', '44', '46', '49', '51', '52']",True,0.500401363773163,0.5
0,0,erp,2,"[13, 14, 15, 16, 17, 18, 19]",7,0.0503641255199909,0.0151287910662237,0.0,100,0.0002331607575149,0.0012443471108852,1.0,0.0148956303087088,0.0010978980680197,"['4', '5', '7', '8', '9', '11', '12', '15', '16', '18', '20', '21', '22', '23', '24', '25', '26']","['27', '29', '30', '31', '34', '35', '37', '38', '39', '41', '42', '43', '44', '46', '49', '51', '52']",True,0.500401363773163,0.5
0,0,ssvep,0,"[0, 1, 2, 3, 4, 5]",6,0.5838025212287903,0.002984471552867,0.000891458557107,100,0.0911994257356035,0.0406219591066633,0.0,-0.0882149541827364,-0.0504037749611222,"['4', '5', '7', '8', '9', '11', '12', '15', '16', '18', '20', '21', '22', '23', '24', '25', '26']","['27', '29', '30', '31', '34', '35', '37', '38', '39', '41', '42', '43', '44', '46', '49', '51', '52']",True,0.811556966999406,0.9702920458078342
0,0,ssvep,1,"[6, 7, 8, 9, 10, 11, 12]",7,0.2109980583190918,0.0950382295106325,0.0505966974025048,100,0.0672187661809727,0.0364219104721679,0.78,0.0278194633296598,0.0146593608230191,"['4', '5', '7', '8', '9', '11', '12', '15', '16', '18', '20', '21', '22', '23', '24', '25', '26']","['27', '29', '30', '31', '34', '35', '37', '38', '39', '41', '42', '43', '44', '46', '49', '51', '52']",True,0.811556966999406,0.9702920458078342
0,0,ssvep,2,"[13, 14, 15, 16, 17, 18, 19]",7,0.0503641255199909,0.2015189317473924,0.1364680527577203,100,0.0365008767567377,0.0276144555098762,1.0,0.1650180549906546,0.1179194395097427,"['4', '5', '7', '8', '9', '11', '12', '15', '16', '18', '20', '21', '22', '23', '24', '25', '26']","['27', '29', '30', '31', '34', '35', '37', '38', '39', '41', '42', '43', '44', '46', '49', '51', '52']",True,0.811556966999406,0.9702920458078342
0,1,mi,0,"[0, 1, 2, 3, 4, 5]",6,0.6122843027114868,0.0019395859414503,0.006251736593498,100,0.0430644083497003,0.0167348098889983,0.0,-0.0411248224082499,-0.0543534315087524,"['4', '5', '7', '8', '9', '11', '12', '15', '16', '18', '20', '21', '22', '23', '24', '25', '26']","['27', '29', '30', '31', '34', '35', '37', '38', '39', '41', '42', '43', '44', '46', '49', '51', '52']",True,0.5182196496767355,0.8223256460127812
