stage,c_rank,draw,final_subset,final_subset_sha256,mapping_sha256,outer_error_association_subjects,outer_subject_error_association,p_rank,train_concentration_ratio,train_max_interaction,train_top10,train_top10_mass
classifier_input,16,0,"[2, 3, 8, 9, 11, 13, 15, 16]",2284764e0b3d308fa9bc0ce4c4ae039cb3318b8237a14e5f922449af8678e1f2,6093113d1f552c1e0b5e8c184d428b68626ecb380f8aeb8a03f0c671347ff60f,5,-4.271987881665495e-08,8,0.08250061761481002,1.923348378340961e-07,"[[6, 1], [5, 0], [5, 1], [5, 2], [6, 2], [2, 0], [6, 0], [7, 1], [6, 12], [5, 7]]",1.8997533999254301e-06
classifier_input,16,1,"[0, 1, 3, 4, 8, 11, 16, 18]",e2a80f150c177bb8a86ceb2d9bd840a2155b13b9175037f4f84b6d1284de08d2,7e03fa72087540b70cdb8c5674d0bd568b06bece834f02230383ca32681849ec,5,-5.045105776702031e-08,8,0.08316696342453574,1.936702886951025e-07,"[[6, 2], [4, 1], [4, 0], [1, 0], [3, 0], [6, 0], [1, 2], [2, 0], [6, 1], [0, 0]]",1.9041434171640503e-06
classifier_input,16,2,"[1, 2, 3, 5, 10, 11, 16, 17]",02c75f17c3c3691a3ce39bb48670601ac8cd831c055221197f26106199888e29,b73cc7ac23d8a0028c509ff04cc0b087c9e0f43df569176490861e31d52333ae,5,-5.253135320515411e-08,8,0.08306878634533088,1.9705316844920162e-07,"[[6, 1], [7, 0], [4, 0], [7, 2], [0, 0], [4, 1], [7, 1], [7, 4], [6, 0], [5, 1]]",1.919974536690461e-06
classifier_input,16,3,"[0, 5, 6, 12, 14, 17, 18, 19]",a7cfa21d213016a152319da1f10ee2fd3c9533d87fcf54f6be503edbb3df0d8c,2933b926d9e5258daca881a654ee99eca1d600353d146ae890199f64c518ba5d,5,-5.286122021885831e-08,8,0.08357431264339141,1.9775417570144782e-07,"[[5, 1], [5, 0], [4, 1], [3, 0], [1, 0], [3, 1], [4, 2], [4, 0], [2, 1], [1, 1]]",1.9148125431911467e-06
classifier_input,16,4,"[1, 4, 7, 10, 12, 14, 15, 16]",e3c42a2fe18f463c1915d79403943cbe68fcf7e72eab833d56008ffda94850f6,3d281652e91f7e53ddff7eebac514ab79ea324429af88f07d430f8a6efd5c209,5,-4.100643471005583e-08,8,0.08228354638589871,1.9373071324935154e-07,"[[6, 0], [4, 0], [5, 0], [5, 1], [6, 9], [3, 0], [7, 0], [5, 7], [6, 12], [7, 9]]",1.9021990738110617e-06
classifier_input,16,5,"[3, 5, 7, 8, 9, 14, 15, 17]",2ad4b40f7c6b9255056a4fb3c338777e719639f5ea7f9732ed2f321efc0c2f34,4741b88e88ba0d200cd68f509509084210ac39881b7b347e32a1c92bee9f0703,5,-5.991888176737347e-08,8,0.08265083567878789,1.9646638804715622e-07,"[[6, 0], [3, 0], [2, 0], [0, 0], [7, 0], [5, 0], [1, 0], [6, 2], [6, 13], [6, 11]]",1.9062141092263118e-06
classifier_input,16,6,"[2, 3, 5, 6, 11, 13, 14, 16]",b2cb0464b6237051ffae4f9ed01e6129bd473cfa7956d0f2a3b7814c5c8665ca,a8c18ddc3bfdff8e7dd764e8778160b86727b09815911062199806750747feef,5,-4.9457430790766926e-08,8,0.08312921644931706,2.0383291143843962e-07,"[[5, 0], [0, 0], [7, 0], [3, 0], [6, 0], [2, 0], [5, 2], [4, 0], [6, 1], [5, 14]]",1.9222058824652777e-06
classifier_input,16,7,"[0, 3, 4, 10, 11, 14, 15, 19]",946a1e09fcafa3d668e1f45ef9c3bb935d43104bb8cb07cbfce6992772e9bece,2cddce9144085b6cc3dd6501adcdc08bbfe4598d400b38ca076028e7fe38bf01,5,-5.611653222103996e-08,8,0.08332888748316186,1.9843062659674615e-07,"[[6, 0], [5, 0], [3, 1], [6, 9], [1, 0], [7, 0], [3, 0], [6, 1], [6, 2], [6, 8]]",1.9104539035197377e-06
classifier_input,16,8,"[2, 4, 5, 8, 9, 14, 15, 17]",8533953e372d16576a19b4e8b744a65d1781bfd932269d388974f7888f4f1085,67435557899f2271bcd03150d19fc71a2fcdd81a3576f6c1e1634d432aff3814,5,-5.300539850594533e-08,8,0.08237368461461315,1.9658972405522945e-07,"[[3, 0], [6, 0], [5, 1], [5, 0], [6, 2], [7, 0], [7, 15], [4, 0], [5, 6], [6, 4]]",1.9012375958027405e-06
classifier_input,16,9,"[5, 6, 9, 14, 15, 16, 18, 19]",aa604d7013d61a8d5e01199a4311148f9d7c1df90d732f97a17ceebc14c492a4,c8a0cf135575dff5d97766a394b35c2250ba6e844670f71ccc9b7b68c2792690,5,-5.510569684119559e-08,8,0.08274674549441596,1.9398187589558802e-07,"[[4, 0], [3, 0], [5, 0], [2, 0], [0, 0], [4, 1], [1, 0], [4, 2], [0, 1], [3, 1]]",1.9027626763090666e-06
classifier_input,16,10,"[1, 2, 3, 4, 5, 6, 15, 16]",90097cb9d816c2f4f37f94474f0b85ff6654226781243641103aadd017da84bd,0f2a22407a48ec11324e4d0ce7344ca7d8b5c76979da60b3fe14880f75380215,5,-4.634125732039251e-08,8,0.08287872757740998,1.9293513275897567e-07,"[[6, 1], [5, 1], [7, 1], [5, 0], [1, 1], [6, 0], [0, 0], [7, 0], [6, 11], [6, 3]]",1.9070220815819994e-06
classifier_input,16,11,"[1, 2, 5, 10, 13, 14, 16, 18]",48e8c2b13e8d4f3be6d0f2fd036f94ae867faa4eb2644f01feed9399ce4b6aeb,e630f4aae9ef57fdbc4ebde54f9acd11bccb804a2097ea288510971254386d4e,5,-5.298561429611937e-08,8,0.08309347657829944,1.9715265864306275e-07,"[[4, 0], [4, 1], [4, 2], [5, 0], [5, 2], [0, 0], [3, 0], [4, 5], [6, 2], [5, 1]]",1.926796045381707e-06
classifier_input,16,12,"[2, 5, 7, 9, 11, 14, 16, 18]",2afd76a803c141e8c8bbf54fa26239c499b5f086db631eb97b2402841720a1bf,621157c4934f894d72c0049aa46679ec70e1f48d6b28b120660c3694b7af9c18,5,-5.5172374651135666e-08,8,0.08341947365212057,1.9610409651704686e-07,"[[6, 0], [1, 0], [6, 1], [4, 0], [5, 1], [2, 0], [5, 0], [0, 0], [3, 1], [3, 0]]",1.916679067903715e-06
classifier_input,16,13,"[1, 4, 6, 12, 14, 16, 17, 19]",270127c5557870e9a4d50e98b9c7eb3f47c7a04f3a270b1963dedb2cf6eb8f11,e015b97412d6067528e1cb9584500522b7ffed9e207c027848ea3efb05726592,5,-5.9120052817718275e-08,8,0.08259228743139709,1.9708600973444845e-07,"[[6, 0], [5, 0], [1, 1], [1, 0], [4, 0], [5, 1], [0, 0], [6, 13], [2, 1], [6, 2]]",1.901560509054434e-06
classifier_input,16,14,"[0, 1, 2, 3, 6, 13, 18, 19]",2768b13e745e944df64c7e4b85881ab0180c32c1fc6bdada7e11703bac29e806,374171b2136b668eb8f1f1dc0040126ac539b8f9afacede1956de4b64b4bc102,5,-5.150620349780866e-08,8,0.08398103309831093,2.0287474455926713e-07,"[[5, 0], [5, 1], [4, 0], [5, 2], [1, 0], [3, 0], [5, 12], [5, 14], [7, 1], [7, 0]]",1.9255541587881453e-06
classifier_input,16,15,"[1, 2, 9, 13, 16, 17, 18, 19]",cd73bcd10e09916807be3b334ddb1e8e35fae1edbabc6463a549e7663b66c4ae,cad524310904008a3a51d6a8878421199a01fdc84f8d86ed159870c7b467bfbb,5,-5.557070352324445e-08,8,0.08248296169178673,1.9845158760745107e-07,"[[3, 0], [5, 0], [4, 0], [3, 15], [3, 2], [4, 2], [5, 2], [3, 1], [1, 0], [3, 8]]",1.9102225365941194e-06
classifier_input,16,16,"[2, 5, 7, 9, 11, 12, 14, 16]",e9fe57161ef1288b05a5f81dbfe3ada3a98209244a261dd0188f4fb535ae164c,fa905325cbcc2b2523d0659f9e10d3411a9dda48d7fa464f6201e8b6d2417697,5,-3.490261022420782e-08,8,0.08292137155698841,1.9273092277671822e-07,"[[5, 0], [7, 0], [6, 2], [6, 1], [6, 0], [1, 0], [0, 0], [5, 1], [3, 0], [2, 2]]",1.917112371074836e-06
