benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,14,0,0.82,META_SGD_MI_SPECIFIC_K4__E3_BLEND50,0.8200000000000001,0.43552316641154687,1.1102230246251565e-16,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,19,0,0.83,META_SGD_MI_SPECIFIC_K4__E3_BLEND50,0.88,0.35811081694244223,0.050000000000000044,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,2,0,0.8400000000000001,META_SGD_MI_SPECIFIC_K4__E0_BLEND50,0.87,0.3599614468002088,0.029999999999999916,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,32,0,0.8500000000000001,META_SGD_MI_SPECIFIC_K4__E3_BLEND50,0.88,0.30061164732459444,0.029999999999999916,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,33,0,0.98,B_STRONG_MATCHED_V7,0.98,0.08749401511220162,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,40,0,0.87,META_SGD_MI_SPECIFIC_K4__E3_BLEND50,0.8999999999999999,0.25468743655839826,0.029999999999999916,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,47,0,0.97,META_SGD_MI_SPECIFIC_K4__E1_BLEND50,0.99,0.10539043332168037,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,50,0,0.55,META_SGD_MI_SPECIFIC_K4__E2_BLEND50,0.62,0.6756146427945126,0.06999999999999995,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,53,0,0.86,META_SGD_MI_SPECIFIC_K4__E0_BLEND50,0.86,0.3146088740806273,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,1,1,0.83,B_STRONG_MATCHED_V7,0.83,0.406631713117694,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,10,1,0.85,B_STRONG_MATCHED_V7,0.85,0.3899444497000647,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,16,1,0.9199999999999999,META_SGD_MI_SPECIFIC_K4__E3_BLEND50,0.9299999999999999,0.20451746599989945,0.010000000000000009,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,35,1,0.75,META_SGD_MI_SPECIFIC_K4__E2_BLEND50,0.8200000000000001,0.3540822651821157,0.07000000000000006,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,43,1,0.95,B_STRONG_MATCHED_V7,0.95,0.1657088417766763,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,45,1,0.9299999999999999,META_SGD_MI_SPECIFIC_K4__E1_BLEND50,0.9299999999999999,0.15966993223044507,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,48,1,0.6599999999999999,B_STRONG_MATCHED_V7,0.6599999999999999,0.609470881819692,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,5,1,0.8899999999999999,B_STRONG_MATCHED_V7,0.8899999999999999,0.2699113206019034,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_MI_SPECIFIC_K4,6,1,0.98,B_STRONG_MATCHED_V7,0.98,0.07675794094419656,0.0,False
