benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,14,0,0.82,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,0.84,0.4306757696131169,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,19,0,0.83,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,0.8500000000000001,0.3663930210815498,0.02000000000000013,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,2,0,0.8400000000000001,B_STRONG_MATCHED_V7,0.8400000000000001,0.38909323068085383,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,32,0,0.8500000000000001,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,0.87,0.27862124394240473,0.019999999999999907,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,33,0,0.98,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_RESIDUAL50,0.98,0.07114461332987959,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,40,0,0.87,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_RESIDUAL50,0.89,0.2879616845994158,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,47,0,0.97,B_STRONG_MATCHED_V7,0.97,0.11880590729844412,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,50,0,0.55,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,0.6,0.9588575132594623,0.04999999999999993,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,53,0,0.86,B_STRONG_MATCHED_V7,0.86,0.3297427617981778,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,1,1,0.83,B_STRONG_MATCHED_V7,0.83,0.406631713117694,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,10,1,0.85,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_RESIDUAL50,0.87,0.37434046079131045,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,16,1,0.9199999999999999,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_RESIDUAL50,0.9299999999999999,0.20440001639026417,0.010000000000000009,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,35,1,0.75,B_STRONG_MATCHED_V7,0.75,0.5952452601070624,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,43,1,0.95,B_STRONG_MATCHED_V7,0.95,0.1657088417766763,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,45,1,0.9299999999999999,B_STRONG_MATCHED_V7,0.9299999999999999,0.1781717043851147,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,48,1,0.6599999999999999,B_STRONG_MATCHED_V7,0.6599999999999999,0.609470881819692,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,5,1,0.8899999999999999,B_STRONG_MATCHED_V7,0.8899999999999999,0.2699113206019034,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,6,1,0.98,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_RESIDUAL50,0.98,0.07614474447601167,0.0,False
