benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-1,0,0.97,B_STRONG_MATCHED_V7,0.97,0.1544126180454437,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-5,0,0.825,LR_COVERAGE_CONFORMER_NORM_K4_R4__E1_BLEND50,0.8300000000000001,0.4239378889161475,0.0050000000000001,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-16,0,0.595,LR_COVERAGE_CONFORMER_NORM_K4_R4__E3_BLEND50,0.625,0.7066338005017491,0.03,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-28,0,0.72,LR_COVERAGE_CONFORMER_NORM_K4_R4__E3_BLEND50,0.735,0.5061909580071933,0.015,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-37,0,0.865,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,0.87,0.357455213471496,0.005,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-11,1,0.75,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,0.765,0.5021590184626648,0.015,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-13,1,0.905,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,0.905,0.265516822880371,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-18,1,0.66,B_STRONG_MATCHED_V7,0.66,0.6107008449228789,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-27,1,0.655,B_STRONG_MATCHED_V7,0.655,0.6210369784613875,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-36,1,0.98,LR_COVERAGE_CONFORMER_NORM_K4_R4__E1_BLEND50,0.98,0.0445278372093792,0.0,False
