benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,14,0,0.82,RAW_ENCODER_FINETUNE_BANK__TAIL_SLOW_RESIDUAL50,0.83,0.44223032042513266,0.010000000000000009,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,19,0,0.83,RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_RESIDUAL50,0.87,0.3635531872644925,0.040000000000000036,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,2,0,0.8400000000000001,B_STRONG_MATCHED_V7,0.8400000000000001,0.38909323068085383,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,32,0,0.8500000000000001,RAW_ENCODER_FINETUNE_BANK__HEAD_SHORT_RESIDUAL50,0.89,0.2207551840344876,0.039999999999999925,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,33,0,0.98,B_STRONG_MATCHED_V7,0.98,0.08749401511220162,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,40,0,0.87,RAW_ENCODER_FINETUNE_BANK__FULL_LONG_RESIDUAL50,0.9199999999999999,0.2504673356689716,0.04999999999999993,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,47,0,0.97,RAW_ENCODER_FINETUNE_BANK__FULL_LONG_RESIDUAL50,0.99,0.1034957404384721,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,50,0,0.55,RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_RESIDUAL50,0.59,0.8726527939641342,0.039999999999999925,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,53,0,0.86,B_STRONG_MATCHED_V7,0.86,0.3297427617981778,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,1,1,0.83,RAW_ENCODER_FINETUNE_BANK__ADABN_RESIDUAL50,0.84,0.3962116243392248,0.010000000000000009,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,10,1,0.85,B_STRONG_MATCHED_V7,0.85,0.3899444497000647,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,16,1,0.9199999999999999,RAW_ENCODER_FINETUNE_BANK__FULL_LONG_RESIDUAL50,0.9299999999999999,0.20354104559673514,0.010000000000000009,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,35,1,0.75,RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_RESIDUAL50,0.77,0.5413317411794959,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,43,1,0.95,RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_RESIDUAL50,0.95,0.16398689382574055,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,45,1,0.9299999999999999,RAW_ENCODER_FINETUNE_BANK__FULL_LONG_RESIDUAL50,0.9299999999999999,0.15327058373585423,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,48,1,0.6599999999999999,RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_RESIDUAL50,0.67,0.6202372646288076,0.01000000000000012,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,5,1,0.8899999999999999,RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_RESIDUAL50,0.9099999999999999,0.23515580037118752,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,6,1,0.98,RAW_ENCODER_FINETUNE_BANK__FULL_LONG_RESIDUAL50,0.98,0.06779723572714147,0.0,False
