benchmark,family_id,expert_left,expert_right,correctness_correlation,correctness_disagreement,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,MULTISCALE_TCN_STAGED_BANK_K4__FEATURE_HEAD_BLEND50,0.7430915493315383,0.07708333333333334,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,MULTISCALE_TCN_STAGED_BANK_K4__E0_GENERIC_BLEND50,0.9772874180665972,0.006666666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,MULTISCALE_TCN_STAGED_BANK_K4__E0_HISTORY_RESIDUAL50,0.43872645288269985,0.17916666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,MULTISCALE_TCN_STAGED_BANK_K4__E1_GENERIC_BLEND50,0.9759048129068524,0.007083333333333333,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,MULTISCALE_TCN_STAGED_BANK_K4__E1_HISTORY_RESIDUAL50,0.40589433661675034,0.19041666666666668,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,MULTISCALE_TCN_STAGED_BANK_K4__E2_GENERIC_BLEND50,0.985824156253808,0.004166666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,MULTISCALE_TCN_STAGED_BANK_K4__E2_HISTORY_RESIDUAL50,0.4342246938752636,0.18041666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,MULTISCALE_TCN_STAGED_BANK_K4__E3_GENERIC_BLEND50,0.9830662675807543,0.005,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,MULTISCALE_TCN_STAGED_BANK_K4__E3_HISTORY_RESIDUAL50,0.4683199991916339,0.16708333333333333,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__FEATURE_HEAD_BLEND50,MULTISCALE_TCN_STAGED_BANK_K4__E0_GENERIC_BLEND50,0.7475305253460556,0.07541666666666667,False
