benchmark,family_id,method_id,subjects,mean_subject_BA,mean_subject_NLL,Delta_BA,positive_subject_fraction,nonnegative_subject_fraction,harmful_subject_fraction,worst_subject_delta,p10_subject_delta,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB058__RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_RESIDUAL50,18,0.8588888888888889,0.33020181470331145,0.007222222222222235,0.6111111111111112,0.7222222222222222,0.2777777777777778,-0.039999999999999925,-0.01300000000000001,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB044__NORM_HYPER_MI_SPECIFIC_K4_R4__E2_RESIDUAL50,18,0.8583333333333334,0.3476489553391342,0.006666666666666678,0.5,0.6111111111111112,0.3888888888888889,-0.039999999999999925,-0.018999999999999947,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB032__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,18,0.8566666666666667,0.3304555332501918,0.0050000000000000044,0.5,0.6666666666666666,0.3333333333333333,-0.019999999999999907,-0.010000000000000042,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB060__RAW_ENCODER_FINETUNE_BANK__TAIL_SLOW_RESIDUAL50,18,0.8561111111111112,0.3391482499170899,0.004444444444444455,0.5555555555555556,0.7777777777777778,0.2222222222222222,-0.050000000000000044,-0.01599999999999998,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB046__NORM_HYPER_MI_SPECIFIC_K4_R4__E3_RESIDUAL50,18,0.8561111111111109,0.3472917176377474,0.004444444444444461,0.4444444444444444,0.5,0.5,-0.029999999999999916,-0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB050__RAW_ENCODER_FINETUNE_BANK__FULL_LONG_RESIDUAL50,18,0.8555555555555556,0.33499761753648244,0.0038888888888888922,0.4444444444444444,0.7222222222222222,0.2777777777777778,-0.04999999999999993,-0.02599999999999994,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB034__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,18,0.8555555555555555,0.33255065859689825,0.003888888888888886,0.4444444444444444,0.5555555555555556,0.4444444444444444,-0.029999999999999916,-0.013000000000000053,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB036__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_RESIDUAL50,18,0.8555555555555555,0.33765479701930906,0.003888888888888886,0.4444444444444444,0.6111111111111112,0.3888888888888889,-0.020000000000000018,-0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB066__SPD_TRANSPORT_K4_P8_D16__E2_RESIDUAL50,18,0.8550000000000001,0.33926900078960487,0.003333333333333336,0.3333333333333333,0.8888888888888888,0.1111111111111111,-0.010000000000000009,-0.0029999999999999675,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB064__SPD_TRANSPORT_K4_P8_D16__E1_RESIDUAL50,18,0.855,0.3385515557302915,0.003333333333333336,0.3888888888888889,0.8333333333333334,0.16666666666666666,-0.010000000000000009,-0.00999999999999993,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB062__SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,18,0.855,0.33920614187369447,0.003333333333333336,0.3888888888888889,0.8333333333333334,0.16666666666666666,-0.010000000000000009,-0.00999999999999993,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB054__RAW_ENCODER_FINETUNE_BANK__HEAD_LONG_RESIDUAL50,18,0.8544444444444445,0.3402442557924729,0.0027777777777777866,0.4444444444444444,0.7222222222222222,0.2777777777777778,-0.040000000000000036,-0.01300000000000001,False
