benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,14,0,0.82,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,0.8200000000000001,0.5362116525817444,1.1102230246251565e-16,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,19,0,0.83,LR_COVERAGE_CONFORMER_NORM_K4_R4__E2_BLEND50,0.8500000000000001,0.38306574468142146,0.02000000000000013,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,2,0,0.8400000000000001,B_STRONG_MATCHED_V7,0.8400000000000001,0.38909323068085383,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,32,0,0.8500000000000001,LR_COVERAGE_CONFORMER_NORM_K4_R4__E3_BLEND50,0.89,0.326560964965823,0.039999999999999925,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,33,0,0.98,LR_COVERAGE_CONFORMER_NORM_K4_R4__E1_BLEND50,0.98,0.05066512513050248,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,40,0,0.87,LR_COVERAGE_CONFORMER_NORM_K4_R4__E1_BLEND50,0.8999999999999999,0.3041286820492762,0.029999999999999916,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,47,0,0.97,B_STRONG_MATCHED_V7,0.97,0.11880590729844412,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,50,0,0.55,B_STRONG_MATCHED_V7,0.55,0.9236284958477471,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,53,0,0.86,B_STRONG_MATCHED_V7,0.86,0.3297427617981778,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,1,1,0.83,B_STRONG_MATCHED_V7,0.83,0.406631713117694,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,10,1,0.85,B_STRONG_MATCHED_V7,0.85,0.3899444497000647,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,16,1,0.9199999999999999,B_STRONG_MATCHED_V7,0.9199999999999999,0.20898614675993302,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,35,1,0.75,B_STRONG_MATCHED_V7,0.75,0.5952452601070624,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,43,1,0.95,LR_COVERAGE_CONFORMER_NORM_K4_R4__E2_BLEND50,0.96,0.1459292454306781,0.010000000000000009,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,45,1,0.9299999999999999,B_STRONG_MATCHED_V7,0.9299999999999999,0.1781717043851147,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,48,1,0.6599999999999999,LR_COVERAGE_CONFORMER_NORM_K4_R4__E3_BLEND50,0.68,0.8213273103341555,0.02000000000000013,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,5,1,0.8899999999999999,B_STRONG_MATCHED_V7,0.8899999999999999,0.2699113206019034,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,6,1,0.98,B_STRONG_MATCHED_V7,0.98,0.07675794094419656,0.0,False
