benchmark,family_id,expert_left,expert_right,correctness_correlation,correctness_disagreement,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB012__META_SGD_CONFORMER_NORM_K4__E2_BLEND50,0.7954663933073644,0.06375,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB014__META_SGD_CONFORMER_NORM_K4__E3_BLEND50,0.7981403272936688,0.06291666666666666,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB018__META_SGD_MI_SPECIFIC_K4__E1_BLEND50,0.7071423673064721,0.09166666666666666,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB020__META_SGD_MI_SPECIFIC_K4__E2_BLEND50,0.6949371140185417,0.095,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB022__META_SGD_MI_SPECIFIC_K4__E3_BLEND50,0.700226921513226,0.09375,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB024__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_RESIDUAL50,0.7598751406416042,0.07416666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB026__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_RESIDUAL50,0.7482887867331355,0.0775,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB028__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E2_RESIDUAL50,0.747531440421761,0.07791666666666666,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB030__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,0.7548719259404169,0.07583333333333334,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB032__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,0.7595581751768888,0.07375,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB034__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,0.7556334692624406,0.07541666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB038__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,0.7493177583156663,0.07833333333333334,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB052__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E0_GENERIC_BLEND50,0.5574951196079525,0.13666666666666666,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB055__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E1_GENERIC_BLEND50,0.5233753091629512,0.14708333333333334,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB058__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E2_GENERIC_BLEND50,0.560668040413462,0.13416666666666666,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB061__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E3_GENERIC_BLEND50,0.5233753091629512,0.14708333333333334,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB064__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__FEATURE_HEAD_BLEND50,0.6043955975697501,0.12208333333333334,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB066__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,0.5471967116030988,0.13916666666666666,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB068__MULTISCALE_TCN_STAGED_BANK_K4__E0_GENERIC_BLEND50,0.593945906634169,0.1225,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB071__MULTISCALE_TCN_STAGED_BANK_K4__E1_GENERIC_BLEND50,0.5851922519556005,0.12541666666666668,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB074__MULTISCALE_TCN_STAGED_BANK_K4__E2_GENERIC_BLEND50,0.5890254594107547,0.12416666666666666,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB077__MULTISCALE_TCN_STAGED_BANK_K4__E3_GENERIC_BLEND50,0.6046563114170814,0.12,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB080__MULTISCALE_TCN_STAGED_BANK_K4__FEATURE_HEAD_BLEND50,0.6789915749397909,0.09875,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB082__MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,0.5957860672605336,0.1225,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB084__NORM_HYPER_MI_SPECIFIC_K4_R4__E0_RESIDUAL50,0.6643859529987981,0.10291666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB086__NORM_HYPER_MI_SPECIFIC_K4_R4__E1_RESIDUAL50,0.6556843013395924,0.10583333333333333,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB088__NORM_HYPER_MI_SPECIFIC_K4_R4__E2_RESIDUAL50,0.6551541055100539,0.10625,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB090__NORM_HYPER_MI_SPECIFIC_K4_R4__E3_RESIDUAL50,0.6911634791301862,0.09666666666666666,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB092__RAW_ENCODER_FINETUNE_BANK__ADABN_RESIDUAL50,0.7300609627481589,0.08291666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB094__RAW_ENCODER_FINETUNE_BANK__FULL_RESIDUAL50,0.7363117503529107,0.08125,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB096__RAW_ENCODER_FINETUNE_BANK__HEAD_RESIDUAL50,0.7363117503529109,0.08125,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB100__RAW_FOMAML_MULTISCALE_BANK__FULL1_BLEND50,0.5570474656964257,0.13625,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,MB103__RAW_FOMAML_MULTISCALE_BANK__HEAD4_BLEND50,0.5638854533663505,0.13458333333333333,False
