benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,sub-1,0,0.97,SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,0.975,0.15792011519233937,0.0050000000000000044,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,sub-5,0,0.825,SPD_TRANSPORT_K4_P8_D16__E3_RESIDUAL50,0.8400000000000001,0.35048212602840495,0.015000000000000124,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,sub-16,0,0.595,B_STRONG_MATCHED_V7,0.595,0.6933387070038838,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,sub-28,0,0.72,B_STRONG_MATCHED_V7,0.72,0.5001153110039028,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,sub-37,0,0.865,SPD_TRANSPORT_K4_P8_D16__E1_RESIDUAL50,0.8799999999999999,0.350205703104196,0.014999999999999902,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,sub-11,1,0.75,SPD_TRANSPORT_K4_P8_D16__E3_RESIDUAL50,0.765,0.4506804976637761,0.015000000000000013,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,sub-13,1,0.905,B_STRONG_MATCHED_V7,0.905,0.2673013300046078,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,sub-18,1,0.66,SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,0.665,0.621227463279171,0.0050000000000000044,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,sub-27,1,0.655,B_STRONG_MATCHED_V7,0.655,0.6210369784613875,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,sub-36,1,0.98,B_STRONG_MATCHED_V7,0.98,0.050531113168512005,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,sub-44,1,0.885,B_STRONG_MATCHED_V7,0.885,0.3128380241354206,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,sub-45,1,0.955,B_STRONG_MATCHED_V7,0.955,0.13425875168403492,0.0,False
