benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,14,0,0.82,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,0.84,0.456642302304762,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,19,0,0.83,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,0.8600000000000001,0.3782697832634587,0.030000000000000138,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,2,0,0.8400000000000001,B_STRONG_MATCHED_V7,0.8400000000000001,0.38909323068085383,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,32,0,0.8500000000000001,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,0.88,0.31152218243842933,0.029999999999999916,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,33,0,0.98,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_RESIDUAL50,0.98,0.0724870568616577,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,40,0,0.87,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,0.9099999999999999,0.22126602878198465,0.039999999999999925,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,47,0,0.97,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_RESIDUAL50,0.99,0.08415858306487001,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,50,0,0.55,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,0.57,0.8675102172898567,0.019999999999999907,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,53,0,0.86,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,0.86,0.31587104989434106,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,1,1,0.83,B_STRONG_MATCHED_V7,0.83,0.406631713117694,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,10,1,0.85,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,0.87,0.3987897433644948,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,16,1,0.9199999999999999,B_STRONG_MATCHED_V7,0.9199999999999999,0.20898614675993302,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,35,1,0.75,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,0.8200000000000001,0.5832562165758335,0.07000000000000006,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,43,1,0.95,B_STRONG_MATCHED_V7,0.95,0.1657088417766763,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,45,1,0.9299999999999999,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,0.9299999999999999,0.1574100022427136,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,48,1,0.6599999999999999,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,0.6799999999999999,0.6202433925755827,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,5,1,0.8899999999999999,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,0.89,0.24907959770596,1.1102230246251565e-16,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,6,1,0.98,B_STRONG_MATCHED_V7,0.98,0.07675794094419656,0.0,False
