benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,sub-1,0,0.97,B_STRONG_MATCHED_V7,0.97,0.1544126180454437,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,sub-5,0,0.825,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_RESIDUAL50,0.835,0.36600206254212336,0.010000000000000009,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,sub-16,0,0.595,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,0.605,0.6824221085859155,0.010000000000000009,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,sub-28,0,0.72,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E2_RESIDUAL50,0.745,0.4985183248705223,0.025000000000000022,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,sub-37,0,0.865,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_RESIDUAL50,0.875,0.33881525433034393,0.010000000000000009,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,sub-11,1,0.75,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,0.755,0.47344448328492517,0.0050000000000000044,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,sub-13,1,0.905,B_STRONG_MATCHED_V7,0.905,0.2673013300046078,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,sub-18,1,0.66,B_STRONG_MATCHED_V7,0.66,0.6107008449228789,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,sub-27,1,0.655,B_STRONG_MATCHED_V7,0.655,0.6210369784613875,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,sub-36,1,0.98,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,0.98,0.04044705826868553,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,sub-44,1,0.885,B_STRONG_MATCHED_V7,0.885,0.3128380241354206,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,sub-45,1,0.955,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_RESIDUAL50,0.955,0.13378446720044393,0.0,False
