benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-1,0,0.97,B_STRONG_MATCHED_V7,0.97,0.1544126180454437,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-5,0,0.825,LR_COVERAGE_CONFORMER_NORM_K4_R4__E1_BLEND50,0.8300000000000001,0.4239378889161475,0.0050000000000001155,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-16,0,0.595,LR_COVERAGE_CONFORMER_NORM_K4_R4__E3_BLEND50,0.625,0.7066338005017491,0.030000000000000027,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-28,0,0.72,LR_COVERAGE_CONFORMER_NORM_K4_R4__E3_BLEND50,0.735,0.5061909580071933,0.015000000000000013,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-37,0,0.865,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,0.87,0.35745521347149606,0.0050000000000000044,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-11,1,0.75,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,0.765,0.5021590184626648,0.015000000000000013,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-13,1,0.905,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,0.905,0.26551682288037104,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-18,1,0.66,B_STRONG_MATCHED_V7,0.66,0.6107008449228789,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-27,1,0.655,B_STRONG_MATCHED_V7,0.655,0.6210369784613875,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-36,1,0.98,LR_COVERAGE_CONFORMER_NORM_K4_R4__E1_BLEND50,0.98,0.044527837209379244,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-44,1,0.885,B_STRONG_MATCHED_V7,0.885,0.3128380241354206,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,sub-45,1,0.955,B_STRONG_MATCHED_V7,0.955,0.13425875168403492,0.0,False
