benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,sub-1,0,0.97,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,0.975,0.15829112280708063,0.0050000000000000044,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,sub-5,0,0.825,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,0.84,0.35391356721549017,0.015000000000000013,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,sub-16,0,0.595,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,0.595,0.6787185349114233,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,sub-28,0,0.72,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,0.755,0.4974918319100514,0.03500000000000003,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,sub-37,0,0.865,B_STRONG_MATCHED_V7,0.865,0.34223225874545826,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,sub-11,1,0.75,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,0.765,0.4568034188859917,0.015000000000000013,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,sub-13,1,0.905,B_STRONG_MATCHED_V7,0.905,0.2673013300046078,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,sub-18,1,0.66,B_STRONG_MATCHED_V7,0.66,0.6107008449228789,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,sub-27,1,0.655,B_STRONG_MATCHED_V7,0.655,0.6210369784613875,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,sub-36,1,0.98,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,0.985,0.044550414447890804,0.0050000000000000044,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,sub-44,1,0.885,B_STRONG_MATCHED_V7,0.885,0.3128380241354206,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,sub-45,1,0.955,B_STRONG_MATCHED_V7,0.955,0.13425875168403492,0.0,False
