benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,14,0,0.82,MB030__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,0.84,0.4306757696131169,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,19,0,0.83,MB022__META_SGD_MI_SPECIFIC_K4__E3_BLEND50,0.88,0.35811081694244223,0.050000000000000044,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,2,0,0.8400000000000001,MB046__NORM_HYPER_MI_SPECIFIC_K4_R4__E3_RESIDUAL50,0.88,0.3558921997374444,0.039999999999999925,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,32,0,0.8500000000000001,MB056__RAW_ENCODER_FINETUNE_BANK__HEAD_SHORT_RESIDUAL50,0.89,0.22075518403448757,0.039999999999999925,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,33,0,0.98,MB040__NORM_HYPER_MI_SPECIFIC_K4_R4__E0_RESIDUAL50,0.98,0.06755952506920893,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,40,0,0.87,MB042__NORM_HYPER_MI_SPECIFIC_K4_R4__E1_RESIDUAL50,0.96,0.1999321209916126,0.08999999999999997,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,47,0,0.97,MB036__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_RESIDUAL50,0.99,0.08415858306486998,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,50,0,0.55,MB020__META_SGD_MI_SPECIFIC_K4__E2_BLEND50,0.62,0.6756146427945126,0.06999999999999995,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,53,0,0.86,MB016__META_SGD_MI_SPECIFIC_K4__E0_BLEND50,0.86,0.31460887408062727,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,1,1,0.83,MB050__RAW_ENCODER_FINETUNE_BANK__FULL_LONG_RESIDUAL50,0.8300000000000001,0.36192915744760384,1.1102230246251565e-16,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,10,1,0.85,MB024__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_RESIDUAL50,0.87,0.37434046079131056,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,16,1,0.9199999999999999,MB044__NORM_HYPER_MI_SPECIFIC_K4_R4__E2_RESIDUAL50,0.94,0.19246508821871694,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,35,1,0.75,MB046__NORM_HYPER_MI_SPECIFIC_K4_R4__E3_RESIDUAL50,0.8300000000000001,0.41006378042822633,0.08000000000000007,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,43,1,0.95,MB062__SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,0.95,0.15571780896886964,0.0,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,45,1,0.9299999999999999,MB062__SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,0.94,0.1594954832204289,0.010000000000000009,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,48,1,0.6599999999999999,MB034__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,0.6799999999999999,0.6202433925755827,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,5,1,0.8899999999999999,MB058__RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_RESIDUAL50,0.9099999999999999,0.23515580037118752,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,6,1,0.98,MB050__RAW_ENCODER_FINETUNE_BANK__FULL_LONG_RESIDUAL50,0.98,0.06779723572714144,0.0,False
