benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,sub-1,0,0.97,B_STRONG_MATCHED_V7,0.97,0.1544126180454437,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,sub-5,0,0.825,B_STRONG_MATCHED_V7,0.825,0.35659482458460334,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,sub-16,0,0.595,B_STRONG_MATCHED_V7,0.595,0.6933387070038838,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,sub-28,0,0.72,META_SGD_MI_SPECIFIC_K4__E1_BLEND50,0.75,0.5041607177855643,0.030000000000000027,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,sub-37,0,0.865,META_SGD_MI_SPECIFIC_K4__E3_BLEND50,0.895,0.335259319576153,0.030000000000000027,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,sub-11,1,0.75,B_STRONG_MATCHED_V7,0.75,0.459063843908295,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,sub-13,1,0.905,META_SGD_MI_SPECIFIC_K4__E0_BLEND50,0.9099999999999999,0.25734946420120514,0.004999999999999893,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,sub-18,1,0.66,META_SGD_MI_SPECIFIC_K4__E2_BLEND50,0.6799999999999999,0.5934896727691343,0.019999999999999907,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,sub-27,1,0.655,B_STRONG_MATCHED_V7,0.655,0.6210369784613875,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,sub-36,1,0.98,META_SGD_MI_SPECIFIC_K4__E2_BLEND50,0.985,0.040363012867949216,0.0050000000000000044,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,sub-44,1,0.885,B_STRONG_MATCHED_V7,0.885,0.3128380241354206,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,sub-45,1,0.955,B_STRONG_MATCHED_V7,0.955,0.13425875168403492,0.0,False
