benchmark,family_id,expert_left,expert_right,correctness_correlation,correctness_disagreement,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__FEATURE_HEAD_BLEND50,0.8076922932894343,0.05875,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E0_GENERIC_BLEND50,0.9645980385986597,0.010833333333333334,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E0_HISTORY_RESIDUAL50,0.3992522699410572,0.19083333333333333,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E1_GENERIC_BLEND50,0.9741063191587886,0.007916666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E1_HISTORY_RESIDUAL50,0.2971462132756862,0.2325,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E2_GENERIC_BLEND50,0.950402177259419,0.015,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E2_HISTORY_RESIDUAL50,0.398090690016373,0.19666666666666666,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E3_GENERIC_BLEND50,0.9741063191587886,0.007916666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E3_HISTORY_RESIDUAL50,0.2920522236124995,0.23416666666666666,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__FEATURE_HEAD_BLEND50,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E0_GENERIC_BLEND50,0.8113620445656411,0.057916666666666665,False
