benchmark,family_id,expert_left,expert_right,correctness_correlation,correctness_disagreement,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,LR_COVERAGE_CONFORMER_NORM_K4_R4__E1_BLEND50,0.880362187559591,0.035555555555555556,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,LR_COVERAGE_CONFORMER_NORM_K4_R4__E2_BLEND50,0.9031722999655577,0.028888888888888888,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,LR_COVERAGE_CONFORMER_NORM_K4_R4__E3_BLEND50,0.8909236109609652,0.03277777777777778,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,LR_COVERAGE_CONFORMER_NORM_K4_R4__E1_BLEND50,LR_COVERAGE_CONFORMER_NORM_K4_R4__E2_BLEND50,0.890343172905094,0.03222222222222222,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,LR_COVERAGE_CONFORMER_NORM_K4_R4__E1_BLEND50,LR_COVERAGE_CONFORMER_NORM_K4_R4__E3_BLEND50,0.878306768839218,0.03611111111111111,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,LR_COVERAGE_CONFORMER_NORM_K4_R4__E2_BLEND50,LR_COVERAGE_CONFORMER_NORM_K4_R4__E3_BLEND50,0.9310289841849699,0.020555555555555556,False
