benchmark,family_id,method_id,subjects,mean_subject_BA,mean_subject_NLL,Delta_BA,positive_subject_fraction,nonnegative_subject_fraction,harmful_subject_fraction,worst_subject_delta,p10_subject_delta,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB068__MULTISCALE_TCN_STAGED_BANK_K4__E0_GENERIC_BLEND50,12,0.8229166666666665,0.38196540966907583,0.009166666666666684,0.5833333333333334,0.75,0.25,-0.03499999999999992,-0.009499999999999996,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB074__MULTISCALE_TCN_STAGED_BANK_K4__E2_GENERIC_BLEND50,12,0.8220833333333332,0.3816983901184496,0.008333333333333331,0.5833333333333334,0.75,0.25,-0.03499999999999992,-0.014500000000000013,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB071__MULTISCALE_TCN_STAGED_BANK_K4__E1_GENERIC_BLEND50,12,0.8216666666666667,0.38442060744010814,0.007916666666666683,0.5,0.6666666666666666,0.3333333333333333,-0.03499999999999992,-0.019000000000000017,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB082__MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,12,0.8204166666666666,0.3780832012974493,0.006666666666666672,0.5833333333333334,0.75,0.25,-0.03499999999999992,-0.028000000000000025,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB077__MULTISCALE_TCN_STAGED_BANK_K4__E3_GENERIC_BLEND50,12,0.8195833333333334,0.3768813688256609,0.00583333333333332,0.5,0.6666666666666666,0.3333333333333333,-0.03499999999999992,-0.019000000000000017,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB058__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E2_GENERIC_BLEND50,12,0.81625,0.3938183249534964,0.002499999999999993,0.5,0.6666666666666666,0.3333333333333333,-0.06499999999999995,-0.015000000000000013,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB032__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,12,0.8141666666666666,0.3797100244179094,0.000416666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.030000000000000027,-0.014500000000000013,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB084__NORM_HYPER_MI_SPECIFIC_K4_R4__E0_RESIDUAL50,12,0.8141666666666666,0.38105830851012795,0.0004166666666666763,0.3333333333333333,0.4166666666666667,0.5833333333333334,-0.039999999999999925,-0.02400000000000002,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB113__SPD_TRANSPORT_K4_P8_D16__E2_RESIDUAL50,12,0.8137499999999999,0.3803820989374871,9.25185853854297e-18,0.3333333333333333,0.5833333333333334,0.4166666666666667,-0.015000000000000013,-0.014500000000000013,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB109__SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,12,0.8137499999999999,0.38058906509581614,9.25185853854297e-18,0.4166666666666667,0.5,0.5,-0.015000000000000013,-0.009500000000000019,False
