benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,sub-1,0,0.97,RAW_FOMAML_MULTISCALE_BANK__HEAD4_DELTA50,0.975,0.15339645009219421,0.0050000000000000044,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,sub-5,0,0.825,B_STRONG_MATCHED_V7,0.825,0.35659482458460334,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,sub-16,0,0.595,RAW_FOMAML_MULTISCALE_BANK__TAIL3_BLEND50,0.655,0.6875665226164432,0.06000000000000005,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,sub-28,0,0.72,B_STRONG_MATCHED_V7,0.72,0.5001153110039028,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,sub-37,0,0.865,RAW_FOMAML_MULTISCALE_BANK__TAIL3_DELTA50,0.885,0.3387048128688422,0.020000000000000018,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,sub-11,1,0.75,RAW_FOMAML_MULTISCALE_BANK__FULL1_BLEND50,0.7749999999999999,0.5148898367787931,0.02499999999999991,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,sub-13,1,0.905,RAW_FOMAML_MULTISCALE_BANK__HEAD4_BLEND50,0.925,0.20814187450172775,0.020000000000000018,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,sub-18,1,0.66,RAW_FOMAML_MULTISCALE_BANK__TAIL3_BLEND50,0.69,0.6117083315034848,0.029999999999999916,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,sub-27,1,0.655,RAW_FOMAML_MULTISCALE_BANK__TAIL3_BLEND50,0.6799999999999999,0.689729110989362,0.02499999999999991,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,sub-36,1,0.98,RAW_FOMAML_MULTISCALE_BANK__HEAD4_BLEND50,0.985,0.052319762706211345,0.0050000000000000044,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,sub-44,1,0.885,B_STRONG_MATCHED_V7,0.885,0.3128380241354206,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,sub-45,1,0.955,B_STRONG_MATCHED_V7,0.955,0.13425875168403492,0.0,False
