benchmark,family_id,subject_id,source_fold,baseline_BA,oracle_method,oracle_BA,oracle_NLL,oracle_delta_BA,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,sub-1,0,0.97,B_STRONG_MATCHED_V7,0.97,0.1544126180454437,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,sub-5,0,0.825,META_SGD_CONFORMER_NORM_K4__E1_BLEND50,0.845,0.35946355038641875,0.020000000000000018,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,sub-16,0,0.595,META_SGD_CONFORMER_NORM_K4__E3_BLEND50,0.615,0.6726636302014429,0.020000000000000018,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,sub-28,0,0.72,META_SGD_CONFORMER_NORM_K4__E0_BLEND50,0.755,0.49832313230495445,0.03500000000000003,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,sub-37,0,0.865,META_SGD_CONFORMER_NORM_K4__E3_BLEND50,0.89,0.34795298782110806,0.025000000000000022,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,sub-11,1,0.75,META_SGD_CONFORMER_NORM_K4__E2_BLEND50,0.765,0.4835509185007018,0.015000000000000013,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,sub-13,1,0.905,B_STRONG_MATCHED_V7,0.905,0.2673013300046078,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,sub-18,1,0.66,META_SGD_CONFORMER_NORM_K4__E2_BLEND50,0.675,0.6342488730486173,0.015000000000000013,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,sub-27,1,0.655,B_STRONG_MATCHED_V7,0.655,0.6210369784613875,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,sub-36,1,0.98,B_STRONG_MATCHED_V7,0.98,0.050531113168512005,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,sub-44,1,0.885,B_STRONG_MATCHED_V7,0.885,0.3128380241354206,0.0,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,sub-45,1,0.955,META_SGD_CONFORMER_NORM_K4__E1_BLEND50,0.96,0.1372880773027917,0.0050000000000000044,False
