benchmark,family_id,expert_left,expert_right,correctness_correlation,correctness_disagreement,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,SPD_TRANSPORT_K4_P8_D16__E1_RESIDUAL50,0.9890259854372665,0.0033333333333333335,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,SPD_TRANSPORT_K4_P8_D16__E2_RESIDUAL50,0.9780066461166269,0.006666666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,SPD_TRANSPORT_K4_P8_D16__E3_RESIDUAL50,0.9725083076457834,0.008333333333333333,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E1_RESIDUAL50,SPD_TRANSPORT_K4_P8_D16__E2_RESIDUAL50,0.9862815403009677,0.004166666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E1_RESIDUAL50,SPD_TRANSPORT_K4_P8_D16__E3_RESIDUAL50,0.98079265002837,0.005833333333333334,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E2_RESIDUAL50,SPD_TRANSPORT_K4_P8_D16__E3_RESIDUAL50,0.9945016615291566,0.0016666666666666668,False
