benchmark,family_id,method_id,subjects,mean_subject_BA,mean_subject_NLL,Delta_BA,positive_subject_fraction,nonnegative_subject_fraction,harmful_subject_fraction,worst_subject_delta,p10_subject_delta,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,18,0.8566666666666667,0.3304555332501917,0.0050000000000000044,0.5,0.6666666666666666,0.3333333333333333,-0.019999999999999907,-0.010000000000000042,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,18,0.8555555555555555,0.33255065859689825,0.003888888888888886,0.4444444444444444,0.5555555555555556,0.4444444444444444,-0.029999999999999916,-0.013000000000000053,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_RESIDUAL50,18,0.8555555555555555,0.3376547970193091,0.003888888888888886,0.4444444444444444,0.6111111111111112,0.3888888888888889,-0.020000000000000018,-0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,18,0.8511111111111112,0.3457522086667066,-0.0005555555555555499,0.2777777777777778,0.3888888888888889,0.6111111111111112,-0.030000000000000027,-0.022999999999999986,False
