benchmark,family_id,expert_left,expert_right,correctness_correlation,correctness_disagreement,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E0_HISTORY_RESIDUAL50,MULTISCALE_TCN_BANK_K4__E2_HISTORY_RESIDUAL50,0.9300716777973363,0.023,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E0_HISTORY_RESIDUAL50,MULTISCALE_TCN_BANK_K4__E3_GENERIC_BLEND50,0.3924393723231293,0.215,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E0_HISTORY_RESIDUAL50,MULTISCALE_TCN_BANK_K4__E3_HISTORY_RESIDUAL50,0.8132835514603619,0.062,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_GENERIC_BLEND50,MULTISCALE_TCN_BANK_K4__E1_HISTORY_RESIDUAL50,0.5068352657906009,0.163,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_GENERIC_BLEND50,MULTISCALE_TCN_BANK_K4__E2_GENERIC_BLEND50,0.7727746629968949,0.076,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_GENERIC_BLEND50,MULTISCALE_TCN_BANK_K4__E2_HISTORY_RESIDUAL50,0.5632240772394009,0.146,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_GENERIC_BLEND50,MULTISCALE_TCN_BANK_K4__E3_GENERIC_BLEND50,0.7789629931982418,0.08,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_GENERIC_BLEND50,MULTISCALE_TCN_BANK_K4__E3_HISTORY_RESIDUAL50,0.3738723283492103,0.211,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_HISTORY_RESIDUAL50,MULTISCALE_TCN_BANK_K4__E2_GENERIC_BLEND50,0.6098330682876978,0.127,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_HISTORY_RESIDUAL50,MULTISCALE_TCN_BANK_K4__E2_HISTORY_RESIDUAL50,0.911085390512244,0.029,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_HISTORY_RESIDUAL50,MULTISCALE_TCN_BANK_K4__E3_GENERIC_BLEND50,0.3591277208644348,0.225,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E1_HISTORY_RESIDUAL50,MULTISCALE_TCN_BANK_K4__E3_HISTORY_RESIDUAL50,0.8422065258955307,0.052,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E2_GENERIC_BLEND50,MULTISCALE_TCN_BANK_K4__E2_HISTORY_RESIDUAL50,0.6357808857808858,0.12,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E2_GENERIC_BLEND50,MULTISCALE_TCN_BANK_K4__E3_GENERIC_BLEND50,0.6927027346313404,0.11,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E2_GENERIC_BLEND50,MULTISCALE_TCN_BANK_K4__E3_HISTORY_RESIDUAL50,0.46153143705454586,0.179,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E2_HISTORY_RESIDUAL50,MULTISCALE_TCN_BANK_K4__E3_GENERIC_BLEND50,0.40173746262272275,0.212,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E2_HISTORY_RESIDUAL50,MULTISCALE_TCN_BANK_K4__E3_HISTORY_RESIDUAL50,0.7864857710608237,0.071,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E3_GENERIC_BLEND50,MULTISCALE_TCN_BANK_K4__E3_HISTORY_RESIDUAL50,0.2215685738906178,0.277,False
