benchmark,family_id,expert_left,expert_right,correctness_correlation,correctness_disagreement,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__HEAD4_BLEND50,RAW_FOMAML_MULTISCALE_BANK__HEAD4_DELTA50,0.6192987538401928,0.11708333333333333,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__HEAD4_BLEND50,RAW_FOMAML_MULTISCALE_BANK__TAIL3_BLEND50,0.9809204531219512,0.005833333333333334,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__HEAD4_BLEND50,RAW_FOMAML_MULTISCALE_BANK__TAIL3_DELTA50,0.6265851197863083,0.11416666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__HEAD4_BLEND50,RAW_FOMAML_MULTISCALE_BANK__FULL1_BLEND50,0.9591283916250453,0.0125,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__HEAD4_BLEND50,RAW_FOMAML_MULTISCALE_BANK__FULL1_DELTA50,0.6408154410487127,0.11,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__HEAD4_DELTA50,RAW_FOMAML_MULTISCALE_BANK__TAIL3_BLEND50,0.6174141466861023,0.11708333333333333,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__HEAD4_DELTA50,RAW_FOMAML_MULTISCALE_BANK__TAIL3_DELTA50,0.9823724297936735,0.005416666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__HEAD4_DELTA50,RAW_FOMAML_MULTISCALE_BANK__FULL1_BLEND50,0.6126020773925259,0.11875,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__HEAD4_DELTA50,RAW_FOMAML_MULTISCALE_BANK__FULL1_DELTA50,0.9498090272999427,0.015416666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__TAIL3_BLEND50,RAW_FOMAML_MULTISCALE_BANK__TAIL3_DELTA50,0.6246598786303281,0.11416666666666667,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__TAIL3_BLEND50,RAW_FOMAML_MULTISCALE_BANK__FULL1_BLEND50,0.9643871810433133,0.010833333333333334,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__TAIL3_BLEND50,RAW_FOMAML_MULTISCALE_BANK__FULL1_DELTA50,0.6417206356492474,0.10916666666666666,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__TAIL3_DELTA50,RAW_FOMAML_MULTISCALE_BANK__FULL1_BLEND50,0.6198290598290598,0.11583333333333333,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__TAIL3_DELTA50,RAW_FOMAML_MULTISCALE_BANK__FULL1_DELTA50,0.964508714642732,0.010833333333333334,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__FULL1_BLEND50,RAW_FOMAML_MULTISCALE_BANK__FULL1_DELTA50,0.6368624421526317,0.11083333333333334,False
