benchmark,family_id,source_fold,subjects,baseline_BA,subject_oracle_BA,oracle_headroom_pp,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,0,5,0.7949999999999999,0.8059999999999998,1.1000000000000032,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,1,7,0.8271428571428572,0.8292857142857144,0.2142857142857144,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,0,9,0.8411111111111111,0.8511111111111113,1.0000000000000009,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,1,9,0.8622222222222222,0.8655555555555554,0.3333333333333348,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,0,5,0.7949999999999999,0.8149999999999998,2.0000000000000018,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,1,7,0.8271428571428572,0.8321428571428572,0.5000000000000004,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_CONFORMER_NORM_K4,0,9,0.8411111111111111,0.8566666666666668,1.555555555555557,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__META_SGD_CONFORMER_NORM_K4,1,9,0.8622222222222222,0.8622222222222222,2.4671622769447922e-15,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,0,5,0.7949999999999999,0.806,1.100000000000001,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,1,7,0.8271428571428572,0.827857142857143,0.0714285714285715,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,0,9,0.8411111111111111,0.8555555555555556,1.4444444444444446,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,1,9,0.8622222222222222,0.8655555555555554,0.3333333333333336,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,0,5,0.7949999999999999,0.8009999999999999,0.6000000000000028,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_ENCODER_FINETUNE_BANK,1,7,0.8271428571428572,0.8314285714285715,0.4285714285714274,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,0,9,0.8411111111111111,0.8633333333333334,2.2222222222222205,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,1,9,0.8622222222222222,0.87,0.7777777777777797,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,0,5,0.7949999999999999,0.806,1.100000000000001,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,1,7,0.8271428571428572,0.8300000000000001,0.285714285714286,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,0,5,0.7949999999999999,0.807,1.200000000000001,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,1,7,0.8271428571428572,0.8314285714285715,0.4285714285714258,False
